Subject	StimName	StimNum	Rank	Wins	Loses	Total
 N_227	1000.jpg	1	4.775613e-01	4	6	10
 N_227	1001.jpg	2	4.992598e-01	4	5	9
 N_227	1002.jpg	3	3.998500e-01	4	6	10
 N_227	1019.jpg	4	3.853128e-01	3	6	9
 N_227	1111.jpg	5	3.847378e-01	3	7	10
 N_227	1271.jpg	6	3.352774e-01	3	7	10
 N_227	1274.jpg	7	3.848025e-01	3	6	9
 N_227	1304.jpg	8	3.977588e-01	3	7	10
 N_227	2039.jpg	9	8.120380e-01	9	1	10
 N_227	2205.jpg	10	4.839375e-01	5	5	10
 N_227	2455.jpg	11	7.616831e-01	8	2	10
 N_227	2456.jpg	12	6.617839e-01	6	3	9
 N_227	2457.jpg	13	7.832506e-01	8	2	10
 N_227	2683.jpg	14	2.279056e-01	2	8	10
 N_227	2691.jpg	15	4.104869e-01	4	6	10
 N_227	2799.jpg	16	6.089981e-01	6	4	10
 N_227	3103.jpg	17	7.398459e-01	8	2	10
 N_227	3160.jpg	18	5.837219e-01	6	4	10
 N_227	6210.jpg	19	3.739812e-01	4	6	10
 N_227	6242.jpg	20	1.908193e-01	1	9	10
 N_227	6312.jpg	21	8.387999e-01	9	1	10
 N_227	6370.jpg	22	1.824484e-01	1	9	10
 N_227	6560.JPG	23	4.473584e-01	4	5	9
 N_227	6562.jpg	24	3.418916e-01	3	7	10
 N_227	6570.JPG	25	3.575150e-01	2	7	9
 N_227	6571.jpg	26	3.333718e-01	2	7	9
 N_227	6821.jpg	27	4.595457e-01	5	5	10
 N_227	6836.jpg	28	6.741632e-01	7	2	9
 N_227	6838.jpg	29	6.778020e-01	6	3	9
 N_227	7078.jpg	30	6.829329e-01	7	3	10
 N_227	7359.jpg	31	5.053755e-01	4	6	10
 N_227	8480.jpg	32	4.135656e-01	4	5	9
 N_227	8485.jpg	33	4.774445e-01	4	6	10
 N_227	9008.jpg	34	3.287277e-01	3	7	10
 N_227	9042.jpg	35	5.285996e-01	6	4	10
 N_227	9050.jpg	36	4.463196e-01	4	5	9
 N_227	9120.jpg	37	3.293669e-01	3	6	9
 N_227	9290.jpg	38	6.691782e-01	8	2	10
 N_227	9291.jpg	39	7.349653e-01	7	3	10
 N_227	9300.jpg	40	5.043173e-01	6	4	10
 N_227	9301.jpg	41	6.000373e-01	6	3	9
 N_227	9321.jpg	42	5.613951e-01	5	3	8
 N_227	9322.jpg	43	7.242155e-01	9	1	10
 N_227	9325.jpg	44	5.409501e-01	6	4	10
 N_227	9340.jpg	45	7.430271e-01	8	2	10
 N_227	9341.jpg	46	5.126152e-01	5	5	10
 N_227	9342.jpg	47	7.117506e-01	6	3	9
 N_227	9373.jpg	48	2.082323e-01	1	9	10
 N_227	9390.jpg	49	6.381909e-01	7	3	10
 N_227	9395.jpg	50	8.377533e-01	9	1	10
 N_227	9425.jpg	51	4.582219e-01	4	6	10
 N_227	9427.jpg	52	2.585259e-01	2	8	10
 N_227	9490.jpg	53	3.219724e-01	2	7	9
 N_227	9495.jpg	54	3.404747e-01	3	7	10
 N_227	9561.jpg	55	7.157337e-01	8	2	10
 N_227	9600.jpg	56	2.583695e-01	3	7	10
 N_227	9622.jpg	57	3.702566e-01	4	6	10
 N_227	9903.jpg	58	5.993091e-01	6	4	10
 N_227	9909.jpg	59	3.271952e-01	3	7	10
 N_227	9930.jpg	60	4.350720e-01	5	4	9
