2457.jpg	12	3	8.214558e-01	13	
2456.jpg	12	4	8.067577e-01	12	
2205.jpg	12	5	7.836845e-01	10	
6821.jpg	12	6	7.396367e-01	27	
2799.jpg	11	7	7.282828e-01	16	
6560.JPG	12	8	7.266059e-01	23	
9561.jpg	12	9	7.096806e-01	55	
9600.jpg	11	10	6.732538e-01	56	
1274.jpg	12	11	6.713419e-01	7	
3103.jpg	11	12	6.699202e-01	17	
9909.jpg	11	13	6.628382e-01	59	
9930.jpg	12	14	6.588207e-01	60	
9395.jpg	11	15	6.476168e-01	50	
9427.jpg	12	16	6.433319e-01	52	
2455.jpg	12	17	6.400224e-01	11	
6838.jpg	11	18	6.365481e-01	29	
9495.jpg	12	19	6.300832e-01	54	
9390.jpg	12	20	6.211498e-01	49	
6312.jpg	12	21	6.209130e-01	21	
9342.jpg	12	22	5.980326e-01	47	
7078.jpg	24	39	4.232804e-01	30	
9903.jpg	24	40	4.193612e-01	58	
6242.jpg	24	41	4.138285e-01	20	
1304.jpg	24	42	4.083964e-01	8	
2691.jpg	24	43	3.958827e-01	15	
1002.jpg	22	44	3.775218e-01	3	
9120.jpg	22	45	3.462115e-01	37	
6571.jpg	24	46	3.440383e-01	26	
6570.JPG	22	47	3.178154e-01	25	
9325.jpg	24	48	2.905865e-01	44	
3160.jpg	24	49	2.896851e-01	18	
9340.jpg	22	50	2.804547e-01	45	
9490.jpg	24	51	2.577350e-01	53	
9301.jpg	22	52	2.546956e-01	41	
8480.jpg	22	53	2.419974e-01	32	
7359.jpg	24	54	2.333644e-01	31	
1001.jpg	24	55	2.200688e-01	2	
9042.jpg	24	56	1.623449e-01	35	
1000.jpg	24	57	1.324918e-01	1	
9300.jpg	24	58	1.191661e-01	40	

