subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight
N217	0	1	01	1	1	2.015729e+00	3103.jpg	1002.jpg	50	43	1	i	2	0	645.45	0.27	0.38
N217	0	1	01	1	2	5.015606e+00	6210.jpg	2799.jpg	15	14	1	i	1	0	685.49	0.66	0.66
N217	0	1	01	1	3	9.015472e+00	2455.jpg	9903.jpg	7	8	1	i	1	0	637.62	0.70	0.70
N217	0	1	01	1	4	1.503187e+01	6370.jpg	6210.jpg	9	15	0	i	1	1	509.12	0.70	0.66
N217	0	1	01	1	5	2.103162e+01	9341.jpg	6562.jpg	48	45	0	i	2	1	685.26	0.32	0.33
N217	0	1	01	1	6	2.603141e+01	8480.jpg	9341.jpg	44	48	1	i	2	0	709.41	0.35	0.32
N217	0	1	01	1	7	3.003126e+01	3103.jpg	9008.jpg	50	51	1	i	2	0	789.51	0.27	0.26
N217	0	1	01	1	8	3.503105e+01	6370.jpg	2691.jpg	9	18	0	i	1	1	733.69	0.70	0.66
N217	0	1	01	1	9	4.103082e+01	9490.jpg	2799.jpg	12	14	1	i	1	0	637.81	0.68	0.66
N217	0	1	01	1	10	4.403069e+01	6370.jpg	2455.jpg	9	7	0	i	1	1	405.90	0.70	0.70
N217	0	1	01	1	11	4.703057e+01	2799.jpg	2455.jpg	14	7	0	i	1	1	541.97	0.66	0.70
N217	0	1	01	1	12	5.103040e+01	2455.jpg	6570.JPG	7	11	1	i	1	0	558.10	0.70	0.69
N217	0	1	01	1	13	5.603021e+01	9395.jpg	9622.jpg	47	49	1	i	2	0	678.21	0.32	0.32
N217	0	1	01	1	14	5.903009e+01	6562.jpg	9325.jpg	45	54	1	u	2	1	590.34	0.33	0.23
N217	0	1	01	1	15	6.202997e+01	9290.jpg	6210.jpg	16	15	0	i	1	1	918.38	0.66	0.66
N217	0	1	01	1	16	6.602980e+01	8480.jpg	1002.jpg	44	43	1	u	2	1	838.53	0.35	0.38
N217	0	1	01	1	17	8.002924e+01	3103.jpg	9561.jpg	50	46	1	i	2	0	470.88	0.27	0.33
N217	0	1	01	1	18	8.802892e+01	6570.JPG	1019.jpg	11	10	0	u	1	0	903.08	0.69	0.69
N217	0	1	01	1	19	9.402867e+01	1111.jpg	9325.jpg	52	54	1	i	2	0	583.30	0.25	0.23
N217	0	1	01	1	20	9.702856e+01	9341.jpg	9373.jpg	48	53	0	u	2	0	751.36	0.32	0.23
N217	0	1	01	1	21	1.010284e+02	9561.jpg	8480.jpg	46	44	0	i	2	1	1279.47	0.33	0.35
N217	0	1	01	1	22	1.070282e+02	9050.jpg	9042.jpg	5	55	1	u	4	1	719.64	0.73	0.23
N217	0	1	01	1	23	1.100280e+02	6562.jpg	9622.jpg	45	49	1	i	2	0	791.67	0.33	0.32
N217	0	1	01	1	24	1.130279e+02	9325.jpg	8480.jpg	54	44	0	i	2	1	495.78	0.23	0.35
N217	0	1	01	1	25	1.160278e+02	9490.jpg	9425.jpg	12	17	1	i	1	0	487.83	0.68	0.66
N217	0	1	01	1	26	1.230275e+02	6570.JPG	9490.jpg	11	12	0	i	1	1	768.08	0.69	0.68
N217	0	1	01	1	27	1.260274e+02	9425.jpg	1019.jpg	17	10	0	i	1	1	984.14	0.66	0.69
N217	0	1	01	1	28	1.290273e+02	9290.jpg	2691.jpg	16	18	0	i	1	1	688.23	0.66	0.66
N217	0	1	01	1	29	1.340271e+02	6210.jpg	9425.jpg	15	17	1	i	1	0	632.37	0.66	0.66
N217	0	1	01	1	30	1.370270e+02	9373.jpg	9561.jpg	53	46	1	i	2	0	608.41	0.23	0.33
N217	0	1	01	1	31	1.410268e+02	1002.jpg	9395.jpg	43	47	0	i	2	1	1184.49	0.38	0.32
N217	0	1	01	1	32	1.470266e+02	2799.jpg	2691.jpg	14	18	0	i	1	1	528.67	0.66	0.66
N217	0	1	01	1	33	1.500264e+02	9008.jpg	1111.jpg	51	52	0	i	2	1	1000.78	0.26	0.25
N217	0	1	01	1	34	1.570261e+02	9341.jpg	9395.jpg	48	47	0	i	2	1	608.94	0.32	0.32
N217	0	1	01	1	35	1.620259e+02	9290.jpg	6560.JPG	16	13	0	i	1	1	569.11	0.66	0.68
N217	0	1	01	1	36	1.660258e+02	9600.jpg	2039.jpg	6	56	1	i	4	0	649.18	0.70	0.22
N217	0	1	01	1	37	1.690257e+02	6560.JPG	6370.jpg	13	9	1	u	1	1	881.25	0.68	0.70
N217	0	1	01	1	38	1.720255e+02	9008.jpg	6562.jpg	51	45	0	i	2	1	585.39	0.26	0.33
