Subject	StimName	StimNum	Rank	Wins	Loses	Total
N_206	1000.jpg	1	4.712936e-01	4	6	10
N_206	1001.jpg	2	6.370936e-01	6	4	10
N_206	1002.jpg	3	7.767699e-01	9	1	10
N_206	1019.jpg	4	7.726581e-01	9	1	10
N_206	1111.jpg	5	8.037917e-01	8	2	10
N_206	1271.jpg	6	9.338334e-01	10	0	10
N_206	1274.jpg	7	8.376672e-01	10	0	10
N_206	1304.jpg	8	5.010050e-01	4	6	10
N_206	2039.jpg	9	2.861082e-01	1	8	9
N_206	2205.jpg	10	4.112025e-01	4	5	9
N_206	2455.jpg	11	6.157262e-01	7	3	10
N_206	2456.jpg	12	3.708428e-01	3	6	9
N_206	2457.jpg	13	4.366922e-01	4	6	10
N_206	2683.jpg	14	2.550191e-01	2	8	10
N_206	2691.jpg	15	4.592160e-01	5	5	10
N_206	2799.jpg	16	3.153030e-01	3	7	10
N_206	3103.jpg	17	3.017571e-01	2	8	10
N_206	3160.jpg	18	3.809670e-01	2	6	8
N_206	6210.jpg	19	4.358901e-01	4	6	10
N_206	6242.jpg	20	2.387572e-01	2	8	10
N_206	6312.jpg	21	2.041444e-01	1	8	9
N_206	6370.jpg	22	6.346645e-01	7	3	10
N_206	6560.JPG	23	8.207960e-02	0	10	10
N_206	6562.jpg	24	3.528338e-01	3	6	9
N_206	6570.JPG	25	1.331100e-01	1	9	10
N_206	6571.jpg	26	2.114048e-01	1	6	7
N_206	6821.jpg	27	2.775113e-01	2	7	9
N_206	6836.jpg	28	5.353355e-01	6	3	9
N_206	6838.jpg	29	1.050648e-01	0	9	9
N_206	7078.jpg	30	8.992911e-01	9	1	10
N_206	7359.jpg	31	8.001312e-01	9	1	10
N_206	8480.jpg	32	4.213694e-01	5	5	10
N_206	8485.jpg	33	4.094824e-01	4	6	10
N_206	9008.jpg	34	8.133910e-01	9	1	10
N_206	9042.jpg	35	3.898594e-01	4	5	9
N_206	9050.jpg	36	5.063611e-01	5	5	10
N_206	9120.jpg	37	5.875540e-01	8	2	10
N_206	9290.jpg	38	7.224467e-01	9	1	10
N_206	9291.jpg	39	7.015251e-01	8	2	10
N_206	9300.jpg	40	7.534234e-01	8	2	10
N_206	9301.jpg	41	7.130733e-01	7	3	10
N_206	9321.jpg	42	4.723142e-01	4	6	10
N_206	9322.jpg	43	7.596610e-01	8	2	10
N_206	9325.jpg	44	8.537866e-01	10	0	10
N_206	9340.jpg	45	8.516315e-01	9	1	10
N_206	9341.jpg	46	4.128530e-01	3	7	10
N_206	9342.jpg	47	2.659617e-01	2	7	9
N_206	9373.jpg	48	6.115216e-01	6	4	10
N_206	9390.jpg	49	7.299459e-01	7	3	10
N_206	9395.jpg	50	8.262691e-01	9	1	10
N_206	9425.jpg	51	2.419744e-01	1	8	9
N_206	9427.jpg	52	2.593678e-01	2	7	9
N_206	9490.jpg	53	5.235765e-01	4	6	10
N_206	9495.jpg	54	3.725939e-01	2	8	10
N_206	9561.jpg	55	8.340218e-02	0	10	10
N_206	9600.jpg	56	4.914842e-01	4	5	9
N_206	9622.jpg	57	2.605457e-01	1	8	9
N_206	9903.jpg	58	6.316838e-01	6	3	9
N_206	9909.jpg	59	4.518142e-01	4	6	10
N_206	9930.jpg	60	4.039621e-01	3	7	10
