Subject	StimName	StimNum	Rank	Wins	Loses	Total
n_208	1000.jpg	1	2.322172e-01	2	8	10
n_208	1001.jpg	2	1.598472e-01	1	9	10
n_208	1002.jpg	3	2.342062e-02	0	10	10
n_208	1019.jpg	4	4.952779e-01	5	5	10
n_208	1111.jpg	5	1.903321e-01	0	10	10
n_208	1271.jpg	6	2.529817e-01	2	8	10
n_208	1274.jpg	7	2.525247e-01	1	9	10
n_208	1304.jpg	8	7.984202e-01	9	1	10
n_208	2039.jpg	9	6.785766e-01	8	2	10
n_208	2205.jpg	10	5.696880e-01	6	4	10
n_208	2455.jpg	11	7.228577e-01	7	3	10
n_208	2456.jpg	12	5.178304e-01	6	4	10
n_208	2457.jpg	13	7.374315e-01	7	3	10
n_208	2683.jpg	14	7.074866e-01	8	2	10
n_208	2691.jpg	15	7.921271e-01	8	2	10
n_208	2799.jpg	16	5.374983e-01	5	5	10
n_208	3103.jpg	17	2.355081e-01	2	8	10
n_208	3160.jpg	18	2.296991e-01	1	9	10
n_208	6210.jpg	19	6.463085e-01	7	3	10
n_208	6242.jpg	20	5.762356e-01	5	5	10
n_208	6312.jpg	21	4.401871e-01	4	6	10
n_208	6370.jpg	22	6.113161e-01	7	3	10
n_208	6560.JPG	23	4.409375e-01	4	6	10
n_208	6562.jpg	24	4.855449e-01	4	6	10
n_208	6570.JPG	25	6.685957e-01	6	4	10
n_208	6571.jpg	26	6.948550e-01	7	3	10
n_208	6821.jpg	27	7.357832e-01	8	2	10
n_208	6836.jpg	28	7.908435e-01	8	2	10
n_208	6838.jpg	29	6.452819e-01	6	4	10
n_208	7078.jpg	30	3.162600e-01	3	7	10
n_208	7359.jpg	31	4.526428e-01	5	5	10
n_208	8480.jpg	32	8.671030e-01	9	1	10
n_208	8485.jpg	33	8.660694e-01	10	0	10
n_208	9008.jpg	34	7.676520e-02	1	9	10
n_208	9042.jpg	35	5.680004e-01	6	4	10
n_208	9050.jpg	36	4.862188e-01	5	5	10
n_208	9120.jpg	37	6.567436e-01	7	3	10
n_208	9290.jpg	38	2.441903e-01	2	8	10
n_208	9291.jpg	39	4.122439e-01	4	6	10
n_208	9300.jpg	40	6.663012e-02	0	10	10
n_208	9301.jpg	41	1.556675e-01	1	9	10
n_208	9321.jpg	42	3.059323e-01	3	7	10
n_208	9322.jpg	43	1.368280e-01	1	9	10
n_208	9325.jpg	44	1.525772e-01	0	10	10
n_208	9340.jpg	45	4.127671e-01	4	6	10
n_208	9341.jpg	46	6.836115e-01	7	3	10
n_208	9342.jpg	47	3.494148e-01	4	6	10
n_208	9373.jpg	48	2.539068e-01	2	8	10
n_208	9390.jpg	49	2.843080e-01	3	7	10
n_208	9395.jpg	50	3.381478e-01	3	7	10
n_208	9425.jpg	51	8.285264e-01	9	1	10
n_208	9427.jpg	52	7.016373e-01	8	2	10
n_208	9490.jpg	53	8.313547e-01	9	1	10
n_208	9495.jpg	54	7.593564e-01	7	3	10
n_208	9561.jpg	55	8.142740e-01	10	0	10
n_208	9600.jpg	56	7.205610e-01	7	3	10
n_208	9622.jpg	57	8.220600e-01	8	2	10
n_208	9903.jpg	58	4.172617e-01	4	6	10
n_208	9909.jpg	59	5.348418e-01	6	4	10
n_208	9930.jpg	60	6.144844e-01	8	2	10
