subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
N217	1	2039.jpg	4	56	1	1	1	0	1	3.355254e-02	u	1.278672e+00
N217	1	9395.jpg	22	47	2	1	1	1	0	2.383486e+00	i	1.216718e+00
N217	1	1002.jpg	1	43	3	1	0	0	0	4.683461e+00	i	2.372695e+00
N217	1	9008.jpg	15	51	4	1	0	0	0	8.133259e+00	i	1.258915e+00
N217	1	9600.jpg	26	6	5	1	0	0	0	1.046649e+01	i	7.336051e-01
N217	1	9905.jpg	55	0	6	0	1	0	0	1.228309e+01	i	8.050042e-01
N217	1	9903.jpg	28	8	7	1	1	0	0	1.416641e+01	i	7.616902e-01
N217	1	1111.jpg	3	52	8	1	1	1	1	1.599957e+01	u	6.084577e-01
N217	1	6562.jpg	12	45	9	1	1	1	1	1.768287e+01	u	7.011482e-01
N217	1	9341.jpg	20	48	10	1	1	0	0	1.946613e+01	i	8.858870e-01
N217	1	8480.jpg	14	44	11	1	1	1	1	2.143273e+01	u	1.095262e+00
N217	1	9050.jpg	17	5	12	1	0	0	0	2.359929e+01	i	7.526312e-01
N217	1	9325.jpg	19	54	13	1	1	0	0	2.543256e+01	i	1.079337e+00
N217	1	1019.jpg	2	10	14	1	0	1	0	2.758247e+01	i	5.934444e-01
N217	1	6560.JPG	11	13	15	1	1	1	1	2.924906e+01	u	1.390833e+00
N217	1	9622.jpg	27	49	16	1	0	0	0	3.171560e+01	i	1.036254e+00
N217	1	2455.jpg	5	7	17	1	1	1	1	3.383222e+01	u	9.675815e-01
N217	1	9561.jpg	25	46	18	1	0	0	0	3.588210e+01	i	6.617183e-01
N217	1	9042.jpg	16	55	19	1	1	0	0	3.761540e+01	i	6.723462e-01
N217	1	6210.jpg	9	15	20	1	1	1	1	3.936533e+01	u	8.583850e-01
N217	1	9290.jpg	18	16	21	1	0	0	0	4.129858e+01	i	8.611502e-01
N217	1	2799.jpg	7	14	22	1	1	0	0	4.323179e+01	i	5.759149e-01
N217	1	9425.jpg	23	17	23	1	1	0	0	4.488182e+01	i	1.405824e+00
N217	1	9490.jpg	24	12	24	1	1	1	1	4.736499e+01	u	7.786598e-01
N217	1	3103.jpg	8	50	25	1	1	1	1	4.921492e+01	u	6.087119e-01
N217	1	2691.jpg	6	18	26	1	1	1	1	5.089820e+01	u	7.653694e-01
N217	1	6370.jpg	10	9	27	1	1	0	0	5.274807e+01	i	9.314697e-01
N217	1	6570.JPG	13	11	28	1	1	0	1	5.476470e+01	u	7.228277e-01
N217	1	9373.jpg	21	53	29	1	1	1	0	5.656462e+01	i	6.509211e-01
