Subject	StimName	StimNum	Rank	Wins	Loses	Total
n_219	1000.jpg	1	5.021193e-01	5	4	9
n_219	1001.jpg	2	2.495735e-01	1	9	10
n_219	1002.jpg	3	4.058161e-01	4	5	9
n_219	1019.jpg	4	8.386816e-01	10	0	10
n_219	1111.jpg	5	3.060399e-01	2	8	10
n_219	1271.jpg	6	3.136430e-01	2	8	10
n_219	1274.jpg	7	7.261983e-01	8	2	10
n_219	1304.jpg	8	7.980825e-01	9	1	10
n_219	2039.jpg	9	8.336544e-01	9	1	10
n_219	2205.jpg	10	4.709479e-01	4	4	8
n_219	2455.jpg	11	6.618652e-01	6	3	9
n_219	2456.jpg	12	7.249459e-01	8	2	10
n_219	2457.jpg	13	6.881351e-01	8	2	10
n_219	2683.jpg	14	4.634815e-01	5	5	10
n_219	2691.jpg	15	6.071753e-01	6	4	10
n_219	2799.jpg	16	6.202552e-01	7	3	10
n_219	3103.jpg	17	4.228315e-01	4	6	10
n_219	3160.jpg	18	5.640117e-01	5	4	9
n_219	6210.jpg	19	7.520571e-01	9	1	10
n_219	6242.jpg	20	3.036022e-01	2	8	10
n_219	6312.jpg	21	7.004030e-01	7	3	10
n_219	6370.jpg	22	2.137803e-01	1	9	10
n_219	6560.JPG	23	3.792545e-01	2	7	9
n_219	6562.jpg	24	7.018531e-01	6	3	9
n_219	6570.JPG	25	1.798684e-01	1	9	10
n_219	6571.jpg	26	5.095032e-01	6	4	10
n_219	6821.jpg	27	7.107786e-01	8	1	9
n_219	6836.jpg	28	8.299764e-01	9	0	9
n_219	6838.jpg	29	8.783312e-01	8	1	9
n_219	7078.jpg	30	6.474164e-01	7	3	10
n_219	7359.jpg	31	7.377792e-01	7	2	9
n_219	8480.jpg	32	3.394058e-01	3	7	10
n_219	8485.jpg	33	3.216037e-01	3	6	9
n_219	9008.jpg	34	1.197132e-01	0	9	9
n_219	9042.jpg	35	1.378545e-01	1	8	9
n_219	9050.jpg	36	7.396914e-01	8	2	10
n_219	9120.jpg	37	6.165968e-01	7	3	10
n_219	9290.jpg	38	4.536113e-01	4	5	9
n_219	9291.jpg	39	7.522588e-01	9	1	10
n_219	9300.jpg	40	1.751923e-01	0	10	10
n_219	9301.jpg	41	2.201470e-01	0	10	10
n_219	9321.jpg	42	1.384139e-01	0	10	10
n_219	9322.jpg	43	2.153040e-01	1	9	10
n_219	9325.jpg	44	8.934005e-02	0	10	10
n_219	9340.jpg	45	7.698861e-01	9	1	10
n_219	9341.jpg	46	6.067981e-01	6	3	9
n_219	9342.jpg	47	6.959342e-01	7	1	8
n_219	9373.jpg	48	1.535714e-01	0	10	10
n_219	9390.jpg	49	5.257683e-01	5	5	10
n_219	9395.jpg	50	6.304760e-01	8	2	10
n_219	9425.jpg	51	2.545155e-01	2	8	10
n_219	9427.jpg	52	3.599208e-01	4	6	10
n_219	9490.jpg	53	4.332622e-01	3	7	10
n_219	9495.jpg	54	3.157438e-01	2	8	10
n_219	9561.jpg	55	2.658365e-01	3	7	10
n_219	9600.jpg	56	6.049025e-01	6	3	9
n_219	9622.jpg	57	8.393771e-01	9	1	10
n_219	9903.jpg	58	6.707962e-01	7	3	10
n_219	9909.jpg	59	4.502745e-01	4	6	10
n_219	9930.jpg	60	3.617425e-01	3	7	10
