subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
N_206	2	6821.jpg	15	48	1	1	1	1	0	2.765020e-02	u	2.688250e+00
N_206	2	9427.jpg	27	51	2	1	1	1	1	3.794349e+00	i	1.017505e+00
N_206	2	9291.jpg	19	17	3	1	1	1	0	7.877782e+00	u	2.062050e+00
N_206	2	6571.jpg	14	55	4	1	1	0	0	1.101117e+01	u	1.616588e+00
N_206	2	7359.jpg	16	9	5	1	1	1	1	1.669482e+01	i	1.172878e+00
N_206	2	9290.jpg	18	15	6	1	1	0	0	2.092795e+01	u	1.555723e+00
N_206	2	9300.jpg	20	13	7	1	1	0	0	2.356133e+01	u	1.114272e+00
N_206	2	1019.jpg	3	11	8	1	1	1	0	2.576140e+01	u	1.002235e+00
N_206	2	6312.jpg	12	56	9	1	1	0	1	2.784477e+01	i	1.014820e+00
N_206	2	9342.jpg	23	49	10	1	1	1	1	2.994480e+01	i	1.370712e+00
N_206	2	3103.jpg	10	46	11	1	1	1	1	3.239480e+01	i	7.526897e-01
N_206	2	1002.jpg	2	10	12	1	1	0	1	3.422821e+01	i	1.031256e+00
N_206	2	2799.jpg	9	45	13	1	1	0	1	3.634486e+01	i	1.106567e+00
N_206	2	9301.jpg	21	16	14	1	1	1	0	3.852829e+01	u	8.591330e-01
N_206	2	1274.jpg	5	5	15	1	1	0	0	4.046167e+01	u	1.013707e+00
N_206	2	6242.jpg	11	54	16	1	1	1	0	4.256167e+01	u	1.169715e+00
N_206	2	9395.jpg	25	6	17	1	1	0	1	4.481168e+01	i	1.127642e+00
N_206	2	1111.jpg	4	8	18	1	1	1	0	5.001180e+01	u	2.471434e+00
N_206	2	2590.jpg	35	0	19	0	1	0	0	5.356181e+01	u	1.577377e+00
N_206	2	2039.jpg	6	47	20	1	1	0	1	5.621190e+01	i	6.552880e-01
N_206	2	9008.jpg	17	7	21	1	1	0	0	5.794521e+01	u	2.905907e+00
N_206	2	2456.jpg	7	43	22	1	1	1	1	6.491227e+01	i	8.827957e-01
N_206	2	9622.jpg	28	50	23	1	1	0	1	6.687873e+01	i	1.836321e+00
N_206	2	6562.jpg	13	44	24	1	1	0	1	6.979540e+01	i	2.695574e+00
N_206	2	9322.jpg	22	12	25	1	1	0	0	7.954583e+01	u	1.129066e+00
N_206	2	9425.jpg	26	53	26	1	0	0	1	8.174564e+01	i	1.521177e+00
N_206	2	9390.jpg	24	14	27	1	1	1	1	8.434568e+01	i	1.169106e+00
N_206	2	1001.jpg	1	18	28	1	0	0	0	8.659572e+01	u	9.190922e-01
N_206	2	2683.jpg	8	52	29	1	1	0	0	8.859575e+01	u	1.846987e+00
