subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
n_213	1	6838.jpg	13	14	1	1	1	0	0	2.829957e-02	i	1.596126e+00
n_213	1	2691.jpg	8	16	2	1	1	0	0	2.711644e+00	i	1.464743e+00
n_213	1	1002.jpg	2	56	3	1	1	0	0	5.261675e+00	i	7.626765e-01
n_213	1	9050.jpg	16	44	4	1	1	1	1	7.095078e+00	u	7.451940e-01
n_213	1	9301.jpg	19	53	5	1	1	1	1	8.911726e+00	u	7.205661e-01
n_213	1	9622.jpg	27	18	6	1	1	1	1	1.071174e+01	u	6.885179e-01
n_213	1	1001.jpg	1	54	7	1	1	0	0	1.247848e+01	i	7.057085e-01
n_213	1	1271.jpg	4	46	8	1	1	0	0	1.426179e+01	i	8.264061e-01
n_213	1	9395.jpg	24	6	9	1	1	0	0	1.816184e+01	i	1.398247e+00
n_213	1	9561.jpg	26	9	10	1	1	0	0	2.064521e+01	i	7.708383e-01
n_213	1	7359.jpg	15	13	11	1	1	1	1	2.249528e+01	u	8.167332e-01
n_213	1	6370.jpg	10	10	12	1	1	1	1	2.439526e+01	u	6.847245e-01
n_213	1	9342.jpg	22	49	13	1	1	0	0	2.616194e+01	i	7.420511e-01
n_213	1	9930.jpg	28	17	14	1	1	0	0	2.797868e+01	i	8.452432e-01
n_213	1	2456.jpg	6	12	15	1	1	1	1	2.989533e+01	u	7.288900e-01
n_213	1	6210.jpg	9	8	16	1	1	0	0	3.169541e+01	i	7.604537e-01
n_213	1	2683.jpg	7	50	17	1	1	1	1	3.352875e+01	u	7.511388e-01
n_213	1	9290.jpg	17	45	18	1	1	1	1	3.536210e+01	u	8.296907e-01
n_213	1	9341.jpg	21	51	19	1	1	0	0	4.026213e+01	i	7.136383e-01
n_213	1	9373.jpg	23	52	20	1	1	1	0	4.206216e+01	i	3.169496e+00
n_213	1	1019.jpg	3	7	21	1	1	1	1	4.631225e+01	u	6.633801e-01
n_213	1	6821.jpg	12	11	22	1	1	0	0	4.804562e+01	i	8.020218e-01
n_213	1	1274.jpg	5	43	23	1	1	0	0	4.992892e+01	i	6.226819e-01
n_213	1	9300.jpg	18	48	24	1	1	0	0	5.461261e+01	i	9.469199e-01
n_213	1	6571.jpg	11	15	25	1	1	1	1	5.664568e+01	u	9.458020e-01
n_213	1	9325.jpg	20	55	26	1	1	0	0	5.866242e+01	i	6.729924e-01
n_213	1	9495.jpg	25	47	27	1	1	1	1	6.041244e+01	u	7.069978e-01
n_213	1	7078.jpg	14	5	28	1	1	0	0	6.219575e+01	i	6.435930e-01
