subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_snacks_104	 1	 2	 01	 1	 1	 2.013565e+00	 SkittlesFruits2.bmp	 Mekupelet.bmp	 43	 44	 1	 y	 2	 0	 788.60	 3.80	 3.76	 3.309724e+00	 
MRI_snacks_104	 1	 2	 01	 1	 2	 5.014135e+00	 SkittlesFruits2.bmp	 SkittlesSour4.bmp	 43	 50	 1	 b	 2	 1	 887.03	 3.80	 2.73	 6.397995e+00	 
MRI_snacks_104	 1	 2	 01	 1	 3	 8.014673e+00	 KashitSour.bmp	 GumiWine2.bmp	 54	 45	 1	 y	 2	 0	 886.49	 1.80	 3.64	 9.398532e+00	 
MRI_snacks_104	 1	 2	 01	 1	 4	 1.301553e+01	 Bamba.bmp	 KinderJoy.bmp	 13	 16	 0	 y	 1	 1	 792.64	 7.42	 7.00	 1.430965e+01	 
MRI_snacks_104	 1	 2	 01	 1	 5	 1.801642e+01	 BisliGrill.bmp	 Shugi.bmp	 48	 47	 1	 b	 2	 1	 1024.74	 2.80	 2.82	 1.954320e+01	 
MRI_snacks_104	 1	 2	 01	 1	 6	 2.501773e+01	 WerthersOriginal.bmp	 ChocolateParaSucariotKoftzot2.bmp	 55	 6	 0	 b	 4	 0	 1040.43	 1.69	 8.02	 2.655992e+01	 
MRI_snacks_104	 1	 2	 01	 1	 7	 2.901830e+01	 Snickers.bmp	 ClickXLbrown4.bmp	 10	 8	 0	 b	 1	 0	 1064.86	 7.47	 7.58	 3.058547e+01	 
MRI_snacks_104	 1	 2	 01	 1	 8	 3.201891e+01	 DoritosSourSpicy.bmp	 KinderJoy.bmp	 15	 16	 0	 y	 1	 1	 943.25	 7.00	 7.00	 3.346003e+01	 
MRI_snacks_104	 1	 2	 01	 1	 9	 3.902016e+01	 Shugi.bmp	 BisliOnion.bmp	 47	 51	 0	 y	 2	 1	 961.00	 2.82	 2.69	 4.047671e+01	 
MRI_snacks_104	 1	 2	 01	 1	 10	 4.302077e+01	 Snickers.bmp	 KinderJoy.bmp	 10	 16	 0	 y	 1	 1	 1032.38	 7.47	 7.00	 4.454356e+01	 
MRI_snacks_104	 1	 2	 01	 1	 11	 4.602132e+01	 Cheetos.bmp	 Kitkat.bmp	 14	 12	 1	 b	 1	 1	 1044.83	 7.07	 7.44	 4.756019e+01	 
MRI_snacks_104	 1	 2	 01	 1	 12	 5.002203e+01	 Apropo.bmp	 ChocolateParaMarir2.bmp	 7	 17	 0	 b	 1	 0	 1203.13	 7.93	 6.98	 5.172255e+01	 
MRI_snacks_104	 1	 2	 01	 1	 13	 5.402270e+01	 Apropo.bmp	 Twix.bmp	 7	 11	 0	 y	 1	 1	 1025.46	 7.93	 7.44	 5.554355e+01	 
MRI_snacks_104	 1	 2	 01	 1	 14	 5.901019e+01	 Halva2.bmp	 HispusimShatiah.bmp	 49	 53	 1	 b	 2	 1	 1104.97	 2.76	 2.16	 6.062403e+01	 
MRI_snacks_104	 1	 2	 01	 1	 15	 6.301023e+01	 BisliGrill.bmp	 GumiWine2.bmp	 48	 45	 1	 b	 2	 1	 967.94	 2.80	 3.64	 6.447708e+01	 
MRI_snacks_104	 1	 2	 01	 1	 16	 6.701034e+01	 CrunchBisquitBrown3.bmp	 Kitkat.bmp	 9	 12	 1	 y	 1	 0	 1339.83	 7.49	 7.44	 6.886052e+01	 
MRI_snacks_104	 1	 2	 01	 1	 17	 7.001039e+01	 KinderJoy.bmp	 Apropo.bmp	 16	 7	 1	 b	 1	 1	 1042.77	 7.00	 7.93	 7.156051e+01	 
MRI_snacks_104	 1	 2	 01	 1	 18	 8.001057e+01	 BisliOnion.bmp	 Mekupelet.bmp	 51	 44	 1	 b	 2	 1	 1020.60	 2.69	 3.76	 8.152770e+01	 
MRI_snacks_104	 1	 2	 01	 1	 19	 8.401124e+01	 HispusimShatiah.bmp	 BisliOnion.bmp	 53	 51	 0	 y	 2	 1	 1011.92	 2.16	 2.69	 8.552827e+01	 
MRI_snacks_104	 1	 2	 01	 1	 20	 8.701184e+01	 KashitSour.bmp	 BisliBbq.bmp	 54	 52	 1	 b	 2	 1	 1433.33	 1.80	 2.67	 8.894571e+01	 
MRI_snacks_104	 1	 2	 01	 1	 21	 9.001242e+01	 Egozi.bmp	 ClickXLbrown4.bmp	 18	 8	 0	 y	 1	 1	 1356.74	 6.98	 7.58	 9.187746e+01	 
MRI_snacks_104	 1	 2	 01	 1	 22	 9.401302e+01	 ChocolateParaSucariotKoftzot2.bmp	 CrunchShokoVanil.bmp	 6	 56	 1	 b	 4	 1	 1068.15	 8.02	 1.67	 9.558017e+01	 
MRI_snacks_104	 1	 2	 01	 1	 23	 1.000142e+02	 Smarties.bmp	 Mekupelet.bmp	 46	 44	 1	 y	 2	 0	 1192.99	 3.33	 3.76	 1.017145e+02	 
MRI_snacks_104	 1	 2	 01	 1	 24	 1.030146e+02	 Twix.bmp	 Egozi.bmp	 11	 18	 1	 b	 1	 1	 888.61	 7.44	 6.98	 1.043983e+02	 
MRI_snacks_104	 1	 2	 01	 1	 25	 1.060151e+02	 Bamba.bmp	 Twix.bmp	 13	 11	 0	 y	 1	 1	 809.05	 7.42	 7.44	 1.073277e+02	 
MRI_snacks_104	 1	 2	 01	 1	 26	 1.100157e+02	 Smarties.bmp	 GumiWine2.bmp	 46	 45	 1	 x	 2	 999	 999000.00	 3.33	 3.64	 1.120163e+02	 
MRI_snacks_104	 1	 2	 01	 1	 27	 1.130163e+02	 BisliBbq.bmp	 BisliGrill.bmp	 52	 48	 0	 b	 2	 0	 729.86	 2.67	 2.80	 1.142501e+02	 
MRI_snacks_104	 1	 2	 01	 1	 28	 1.160169e+02	 SkittlesSour4.bmp	 KashitSour.bmp	 50	 54	 0	 y	 2	 1	 942.23	 2.73	 1.80	 1.174612e+02	 
MRI_snacks_104	 1	 2	 01	 1	 29	 1.300193e+02	 GumiWine2.bmp	 BisliOnion.bmp	 45	 51	 0	 y	 2	 1	 897.88	 3.64	 2.69	 1.314198e+02	 
MRI_snacks_104	 1	 2	 01	 1	 30	 1.400211e+02	 ClickXLbrown4.bmp	 Kitkat.bmp	 8	 12	 1	 b	 1	 1	 1028.10	 7.58	 7.44	 1.415448e+02	 
MRI_snacks_104	 1	 2	 01	 1	 31	 1.460119e+02	 CrunchBisquitBrown3.bmp	 Bamba.bmp	 9	 13	 1	 y	 1	 0	 1153.23	 7.49	 7.42	 1.476724e+02	 
MRI_snacks_104	 1	 2	 01	 1	 32	 1.500129e+02	 HispusimShatiah.bmp	 SkittlesFruits2.bmp	 53	 43	 0	 y	 2	 1	 890.29	 2.16	 3.80	 1.514116e+02	 
MRI_snacks_104	 1	 2	 01	 1	 33	 1.560115e+02	 Kitkat.bmp	 KinderJoy.bmp	 12	 16	 0	 y	 1	 1	 909.62	 7.44	 7.00	 1.574283e+02	 
MRI_snacks_104	 1	 2	 01	 1	 34	 1.600128e+02	 Kitkat.bmp	 ChocolateParaMarir2.bmp	 12	 17	 0	 b	 1	 0	 1171.36	 7.44	 6.98	 1.616917e+02	 
MRI_snacks_104	 1	 2	 01	 1	 35	 1.660141e+02	 ChocolateParaMarir2.bmp	 Bamba.bmp	 17	 13	 1	 b	 1	 1	 945.10	 6.98	 7.42	 1.674617e+02	 
MRI_snacks_104	 1	 2	 01	 1	 36	 1.780132e+02	 BisliBbq.bmp	 Smarties.bmp	 52	 46	 0	 b	 2	 0	 973.00	 2.67	 3.33	 1.794947e+02	 
MRI_snacks_104	 1	 2	 01	 1	 37	 1.810118e+02	 Cheetos.bmp	 Egozi.bmp	 14	 18	 1	 y	 1	 0	 1028.34	 7.07	 6.98	 1.825453e+02	 
MRI_snacks_104	 1	 2	 01	 1	 38	 1.880156e+02	 BisliBbq.bmp	 Halva2.bmp	 52	 49	 0	 b	 2	 0	 971.57	 2.67	 2.76	 1.894799e+02	 
