subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_snacks_104	 1	 2	 04	 2	 1	 2.025624e+00	 CrunchBisquitBrown3.bmp	 Egozi.bmp	 9	 18	 1	 y	 1	 0	 1049.25	 7.49	 6.98	 3.576145e+00	 
MRI_snacks_104	 1	 2	 04	 2	 2	 9.026815e+00	 Bounty.bmp	 CrunchShokoVanil.bmp	 5	 56	 1	 b	 4	 1	 781.07	 8.07	 1.67	 1.030010e+01	 
MRI_snacks_104	 1	 2	 04	 2	 3	 2.201660e+01	 SkittlesSour4.bmp	 KashitSour.bmp	 50	 54	 0	 b	 2	 0	 1020.27	 2.73	 1.80	 2.354626e+01	 
MRI_snacks_104	 1	 2	 04	 2	 4	 2.601675e+01	 SkittlesSour4.bmp	 SkittlesFruits2.bmp	 50	 43	 0	 b	 2	 0	 953.13	 2.73	 3.80	 2.748011e+01	 
MRI_snacks_104	 1	 2	 04	 2	 5	 3.101678e+01	 DoritosSourSpicy.bmp	 Twix.bmp	 15	 11	 0	 y	 1	 1	 729.10	 7.00	 7.44	 3.225038e+01	 
MRI_snacks_104	 1	 2	 04	 2	 6	 3.401674e+01	 HispusimShatiah.bmp	 Halva2.bmp	 53	 49	 0	 b	 2	 0	 1045.13	 2.16	 2.76	 3.556700e+01	 
MRI_snacks_104	 1	 2	 04	 2	 7	 3.901680e+01	 Twix.bmp	 Apropo.bmp	 11	 7	 1	 b	 1	 1	 676.08	 7.44	 7.93	 4.020044e+01	 
MRI_snacks_104	 1	 2	 04	 2	 8	 4.301694e+01	 CrunchBisquitBrown3.bmp	 Bamba.bmp	 9	 13	 1	 b	 1	 1	 733.93	 7.49	 7.42	 4.425043e+01	 
MRI_snacks_104	 1	 2	 04	 2	 9	 5.201758e+01	 KinderJoy.bmp	 Snickers.bmp	 16	 10	 1	 b	 1	 1	 849.30	 7.00	 7.47	 5.336808e+01	 
MRI_snacks_104	 1	 2	 04	 2	 10	 5.701853e+01	 Cheetos.bmp	 Egozi.bmp	 14	 18	 1	 y	 1	 0	 953.35	 7.07	 6.98	 5.846892e+01	 
