subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_snacks_130	2	40	Crunch4.bmp	0	1	0	4	3.199802e-02	4	4.866295e+00	0	3	5.438055e+00	3	5.140226e+00	
MRI_snacks_130	2	55	Toblerone.bmp	0	2	0	4	1.212899e+01	4	2.393287e+00	0	5	1.506553e+01	5	5.464747e+00	
MRI_snacks_130	2	22	Loacker.bmp	5	3	1	1	2.209009e+01	1	1.576189e+00	0	3	2.420912e+01	3	2.689167e+00	
MRI_snacks_130	2	7	ChocolateParaMilk3.bmp	56	4	1	1	2.844716e+01	1	1.531124e+00	0	3	3.051612e+01	3	1.198163e+00	
MRI_snacks_130	2	51	Oreo.bmp	0	5	0	3	3.326923e+01	3	2.909057e+00	0	3	3.672316e+01	3	5.111248e-01	
MRI_snacks_130	2	28	Twist.bmp	48	6	1	1	3.879211e+01	1	1.170171e+00	1	3	4.049403e+01	3	1.852269e+00	
MRI_snacks_130	2	17	HispusimShatiah.bmp	47	7	1	1	4.389786e+01	1	9.924306e-01	0	3	4.543293e+01	3	1.121348e+00	
MRI_snacks_130	2	15	GumiWine2.bmp	53	8	1	1	4.810253e+01	1	1.139754e+00	0	2	4.978789e+01	2	2.278389e+00	
MRI_snacks_130	2	11	CrunchShokoVanil.bmp	52	9	1	1	5.362540e+01	1	1.792874e+00	0	3	5.596145e+01	3	1.920834e+00	
MRI_snacks_130	2	26	Smarties.bmp	45	10	1	1	5.943192e+01	1	1.170364e+00	0	3	6.113379e+01	3	7.885093e-01	
MRI_snacks_130	2	33	CheetosSpicey.bmp	0	11	0	4	6.348652e+01	4	2.691765e+00	0	3	6.672342e+01	3	4.654861e+00	
MRI_snacks_130	2	48	MikeAndIke.bmp	0	12	0	5	7.293042e+01	5	4.111858e+00	0	5	7.758563e+01	5	3.320645e+00	
MRI_snacks_130	2	19	KinderBuenoWhite2.bmp	7	13	1	1	8.245784e+01	1	1.064441e+00	0	3	8.405962e+01	3	6.866581e-01	
MRI_snacks_130	2	37	ClickCornflakes.bmp	0	14	0	4	8.629507e+01	4	3.371210e+00	0	4	9.019986e+01	4	1.034422e+00	
MRI_snacks_130	2	34	ChocolateChipsCookies.bmp	0	15	0	5	9.278600e+01	5	1.872273e+00	0	5	9.520539e+01	5	1.788890e+00	
MRI_snacks_130	2	24	Shugi.bmp	43	16	1	1	9.855922e+01	1	1.371081e+00	1	3	1.004613e+02	3	2.333027e+00	
MRI_snacks_130	2	43	Hispusim.bmp	0	17	0	2	1.043491e+02	2	3.429306e+00	0	3	1.083201e+02	3	1.194199e+00	
MRI_snacks_130	2	25	SkittlesSour4.bmp	44	18	1	1	1.110732e+02	1	1.985125e+00	0	3	1.135927e+02	3	3.273542e+00	
MRI_snacks_130	2	16	HappyHippo.bmp	18	19	1	1	1.184148e+02	1	8.115516e-01	0	3	1.197663e+02	3	1.332031e+00	
MRI_snacks_130	2	47	Lotus.bmp	0	20	0	4	1.226529e+02	4	1.997369e+00	0	4	1.251890e+02	4	1.565270e+00	
MRI_snacks_130	2	27	Taami.bmp	54	21	1	1	1.283093e+02	1	1.085033e+00	1	3	1.299277e+02	3	7.305644e-01	
MRI_snacks_130	2	42	DoritusMexicanNacho.bmp	0	22	0	4	1.322136e+02	4	2.796653e+00	0	3	1.355507e+02	3	1.219616e+00	
MRI_snacks_130	2	54	TapuchipsCrunch.bmp	0	23	0	4	1.383205e+02	4	2.225783e+00	0	4	1.410902e+02	4	1.536099e+00	
MRI_snacks_130	2	5	ChocolateParaCookies5.bmp	14	24	1	1	1.441770e+02	1	9.933622e-01	1	3	1.457121e+02	3	8.261941e-01	
MRI_snacks_130	2	41	DoritosMenupahBbq.bmp	0	25	0	5	1.480980e+02	5	2.568253e+00	0	5	1.512015e+02	5	2.144792e+00	
MRI_snacks_130	2	21	Kitkat.bmp	8	26	1	1	1.549057e+02	1	8.805517e-01	1	3	1.563240e+02	3	1.446263e+00	
MRI_snacks_130	2	14	GumiSnakes3.bmp	49	27	1	1	1.593274e+02	1	1.194912e+00	1	3	1.610626e+02	3	1.163690e+00	
MRI_snacks_130	2	23	Popco.bmp	12	28	1	1	1.637824e+02	1	7.318828e-01	0	3	1.650505e+02	3	3.597885e-01	
MRI_snacks_130	2	32	Bisquit.bmp	0	29	0	5	1.669693e+02	5	1.441004e+00	0	5	1.689548e+02	5	6.074352e-01	
MRI_snacks_130	2	18	Hit.bmp	13	30	1	1	1.711239e+02	1	8.703829e-01	0	3	1.725254e+02	3	2.452839e+00	
MRI_snacks_130	2	9	CrunchBisquitBrown3.bmp	16	31	1	1	1.765300e+02	1	8.482735e-01	1	3	1.779149e+02	3	1.695349e+00	
MRI_snacks_130	2	31	BisliFalafel.bmp	0	32	0	4	1.811685e+02	4	2.081743e+00	0	4	1.837881e+02	4	1.326225e+00	
MRI_snacks_130	2	29	Abadi2.bmp	0	33	0	5	1.866747e+02	5	1.567557e+00	0	5	1.887771e+02	5	5.611979e-01	
MRI_snacks_130	2	30	Argaliyot.bmp	0	34	0	4	1.908961e+02	4	1.690183e+00	0	5	1.931319e+02	5	1.102407e+00	
MRI_snacks_130	2	6	ChocolateParaMarir2.bmp	51	35	1	1	1.957849e+02	1	1.001370e+00	1	3	1.973199e+02	3	1.082333e+00	
MRI_snacks_130	2	52	PitaCrunch.bmp	0	36	0	5	1.999562e+02	5	2.038102e+00	0	5	2.025258e+02	5	7.245250e-01	
MRI_snacks_130	2	35	ChocolateParaNuts2.bmp	0	37	0	3	2.048118e+02	3	3.270510e+00	0	3	2.086160e+02	3	4.022846e-01	
MRI_snacks_130	2	38	CookiesSmile.bmp	0	38	0	4	2.105682e+02	4	2.394139e+00	0	3	2.135048e+02	3	1.185472e+00	
MRI_snacks_130	2	50	MnM2.bmp	0	39	0	4	2.162411e+02	4	2.393143e+00	0	3	2.191778e+02	3	4.324723e-01	
MRI_snacks_130	2	12	DoritosGrill.bmp	17	40	1	1	2.211634e+02	1	1.158851e+00	1	1	2.228653e+02	1	5.930276e-01	
MRI_snacks_130	2	1	Apropo.bmp	6	41	1	1	2.250177e+02	1	1.320551e+00	0	3	2.268698e+02	3	3.724708e-01	
MRI_snacks_130	2	2	BambaNugat.bmp	55	42	1	1	2.288053e+02	1	8.209335e-01	0	3	2.301569e+02	3	1.469419e+00	
