subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_snacks_110	 1	 2	 04	 2	 1	 2.013862e+00	 BisliPizza3.bmp	 Shugi.bmp	 47	 49	 0	 b	 2	 0	 911.94	 0.67	 0.67	 3.430768e+00	 
MRI_snacks_110	 1	 2	 04	 2	 2	 6.013922e+00	 ClickXLwhite4.bmp	 Mekupelet.bmp	 11	 15	 1	 b	 1	 1	 769.88	 8.07	 7.04	 7.294518e+00	 
MRI_snacks_110	 1	 2	 04	 2	 3	 9.014067e+00	 BambaSweet.bmp	 Hit.bmp	 53	 51	 0	 b	 2	 0	 758.73	 0.64	 0.64	 1.028084e+01	 
MRI_snacks_110	 1	 2	 04	 2	 4	 1.401412e+01	 Kitkat.bmp	 ChocolateParaMilk3.bmp	 7	 14	 0	 b	 1	 0	 989.68	 8.11	 7.04	 1.551428e+01	 
MRI_snacks_110	 1	 2	 04	 2	 5	 1.701407e+01	 ClickXLwhite4.bmp	 ClickBalls5.bmp	 11	 18	 1	 b	 1	 1	 962.72	 8.07	 5.98	 1.848096e+01	 
MRI_snacks_110	 1	 2	 04	 2	 6	 2.001414e+01	 BisliOnion.bmp	 Hit.bmp	 52	 51	 0	 b	 2	 0	 1179.66	 0.64	 0.64	 2.169774e+01	 
MRI_snacks_110	 1	 2	 04	 2	 7	 3.401563e+01	 ClickXLwhite4.bmp	 KinderBuenoBrown3.bmp	 11	 10	 1	 b	 1	 1	 993.17	 8.07	 8.09	 3.551609e+01	 
MRI_snacks_110	 1	 2	 04	 2	 8	 3.801775e+01	 Hit.bmp	 BisliGrill.bmp	 51	 50	 1	 b	 2	 1	 1066.04	 0.64	 0.67	 3.958344e+01	 
MRI_snacks_110	 1	 2	 04	 2	 9	 4.201723e+01	 ClickBalls5.bmp	 Snickers.bmp	 18	 17	 0	 y	 1	 1	 1031.57	 5.98	 7.02	 4.355070e+01	 
MRI_snacks_110	 1	 2	 04	 2	 10	 4.501749e+01	 ChocolateParaMilk3.bmp	 Mekupelet.bmp	 14	 15	 1	 b	 1	 1	 692.31	 7.04	 7.04	 4.621472e+01	 
MRI_snacks_110	 1	 2	 04	 2	 11	 4.801802e+01	 Tictac.bmp	 BisliOnion.bmp	 54	 52	 1	 y	 2	 0	 1123.78	 0.64	 0.64	 4.964815e+01	 
MRI_snacks_110	 1	 2	 04	 2	 12	 5.301897e+01	 ClickXLwhite4.bmp	 Cheetos.bmp	 11	 12	 1	 b	 1	 1	 900.83	 8.07	 8.04	 5.441942e+01	 
MRI_snacks_110	 1	 2	 04	 2	 13	 5.601946e+01	 BisliGrill.bmp	 SkittlesFruits2.bmp	 50	 48	 0	 b	 2	 0	 1115.33	 0.67	 0.67	 5.763659e+01	 
MRI_snacks_110	 1	 2	 04	 2	 14	 6.602119e+01	 Tortit.bmp	 CrunchBisquitWhite2.bmp	 55	 6	 0	 y	 4	 1	 924.60	 0.62	 9.13	 6.744829e+01	 
MRI_snacks_110	 1	 2	 04	 2	 15	 7.202218e+01	 Kitkat.bmp	 ChocolateParaCookies5.bmp	 7	 8	 0	 y	 1	 1	 764.62	 8.11	 8.11	 7.328172e+01	 
MRI_snacks_110	 1	 2	 04	 2	 16	 7.502279e+01	 BisliGrill.bmp	 Tictac.bmp	 50	 54	 0	 b	 2	 0	 837.02	 0.67	 0.64	 7.635654e+01	 
MRI_snacks_110	 1	 2	 04	 2	 17	 7.902351e+01	 KinderBuenoBrown3.bmp	 ChocolateParaCookies5.bmp	 10	 8	 0	 y	 1	 1	 680.29	 8.09	 8.11	 8.019850e+01	 
MRI_snacks_110	 1	 2	 04	 2	 18	 8.402429e+01	 ChocolateParaMilk3.bmp	 ChocolateParaMarir2.bmp	 14	 13	 1	 x	 1	 999	 999000.00	 7.04	 7.09	 8.601514e+01	 
MRI_snacks_110	 1	 2	 04	 2	 19	 9.101506e+01	 SkittlesFruits2.bmp	 BambaSweet.bmp	 48	 53	 1	 y	 2	 0	 1103.73	 0.67	 0.64	 9.262606e+01	 
MRI_snacks_110	 1	 2	 04	 2	 20	 9.601514e+01	 ClickXLbrown4.bmp	 ClickBalls5.bmp	 16	 18	 1	 b	 1	 1	 744.66	 7.04	 5.98	 9.726544e+01	 
MRI_snacks_110	 1	 2	 04	 2	 21	 9.901515e+01	 Cheetos.bmp	 Snickers.bmp	 12	 17	 0	 y	 1	 1	 1054.64	 8.04	 7.02	 1.005775e+02	 
MRI_snacks_110	 1	 2	 04	 2	 22	 1.050153e+02	 ClickBalls5.bmp	 ChocolateParaMilk3.bmp	 18	 14	 0	 y	 1	 1	 806.49	 5.98	 7.04	 1.063285e+02	 
MRI_snacks_110	 1	 2	 04	 2	 23	 1.090153e+02	 DoritosNatural.bmp	 Popco.bmp	 46	 44	 1	 b	 2	 1	 831.47	 0.67	 1.67	 1.103490e+02	 
MRI_snacks_110	 1	 2	 04	 2	 24	 1.210154e+02	 DoritosNatural.bmp	 BisliOnion.bmp	 46	 52	 1	 b	 2	 1	 710.39	 0.67	 0.64	 1.222323e+02	 
MRI_snacks_110	 1	 2	 04	 2	 25	 1.240155e+02	 Mentos.bmp	 Hit.bmp	 45	 51	 0	 y	 2	 1	 1125.36	 0.67	 0.64	 1.256491e+02	 
MRI_snacks_110	 1	 2	 04	 2	 26	 1.270155e+02	 BisliOnion.bmp	 SkittlesFruits2.bmp	 52	 48	 0	 b	 2	 0	 756.28	 0.64	 0.67	 1.282657e+02	 
MRI_snacks_110	 1	 2	 04	 2	 27	 1.310158e+02	 Tictac.bmp	 Mentos.bmp	 54	 45	 1	 b	 2	 1	 863.01	 0.64	 0.67	 1.323829e+02	 
MRI_snacks_110	 1	 2	 04	 2	 28	 1.370168e+02	 Dubonim.bmp	 BisliGrill.bmp	 43	 50	 1	 b	 2	 1	 806.97	 1.69	 0.67	 1.383173e+02	 
MRI_snacks_110	 1	 2	 04	 2	 29	 1.400174e+02	 BisliOnion.bmp	 Dubonim.bmp	 52	 43	 0	 b	 2	 0	 833.39	 0.64	 1.69	 1.413512e+02	 
MRI_snacks_110	 1	 2	 04	 2	 30	 1.490190e+02	 Kitkat.bmp	 Snickers.bmp	 7	 17	 0	 b	 1	 0	 889.85	 8.11	 7.02	 1.504028e+02	 
MRI_snacks_110	 1	 2	 04	 2	 31	 1.530197e+02	 Bounty.bmp	 Mekupelet.bmp	 9	 15	 1	 b	 1	 1	 746.11	 8.09	 7.04	 1.542701e+02	 
MRI_snacks_110	 1	 2	 04	 2	 32	 1.570203e+02	 Hit.bmp	 Popco.bmp	 51	 44	 1	 y	 2	 0	 856.46	 0.64	 1.67	 1.583706e+02	 
MRI_snacks_110	 1	 2	 04	 2	 33	 1.600209e+02	 DoritosNatural.bmp	 BisliGrill.bmp	 46	 50	 1	 b	 2	 1	 705.92	 0.67	 0.67	 1.612212e+02	 
MRI_snacks_110	 1	 2	 04	 2	 34	 1.630214e+02	 Popco.bmp	 Shugi.bmp	 44	 49	 0	 b	 2	 0	 991.43	 1.67	 0.67	 1.645051e+02	 
MRI_snacks_110	 1	 2	 04	 2	 35	 1.730231e+02	 CrunchBisquitWhite2.bmp	 SkittlesSour4.bmp	 6	 56	 1	 b	 4	 1	 697.74	 9.13	 0.62	 1.742162e+02	 
MRI_snacks_110	 1	 2	 04	 2	 36	 1.770238e+02	 ClickXLwhite4.bmp	 ChocolateParaMarir2.bmp	 11	 13	 1	 b	 1	 1	 1089.95	 8.07	 7.09	 1.786076e+02	 
MRI_snacks_110	 1	 2	 04	 2	 37	 1.850163e+02	 Kitkat.bmp	 ClickXLbrown4.bmp	 7	 16	 0	 b	 1	 0	 999.49	 8.11	 7.04	 1.865164e+02	 
