subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_snacks_113	 1	 1	 03	 1	 1	 2.022839e+00	 CrunchBisquitBrown3.bmp	 ClickBisquit2.bmp	 7	 8	 1	 b	 1	 1	 1070.97	 9.11	 8.16	 3.599575e+00	 
MRI_snacks_113	 1	 1	 03	 1	 2	 9.024038e+00	 Popco.bmp	 ChocolateParaCookies5.bmp	 17	 15	 0	 y	 1	 1	 1162.76	 6.84	 6.96	 1.069109e+01	 
MRI_snacks_113	 1	 1	 03	 1	 3	 2.202631e+01	 ChocolateParaMilk3.bmp	 ClickBisquit2.bmp	 12	 8	 1	 b	 1	 1	 1161.50	 7.00	 8.16	 2.368332e+01	 
MRI_snacks_113	 1	 1	 03	 1	 4	 2.602692e+01	 GumiWine2.bmp	 DoritosNatural.bmp	 45	 51	 1	 y	 2	 0	 1075.89	 2.62	 1.62	 2.760011e+01	 
MRI_snacks_113	 1	 1	 03	 1	 5	 3.102784e+01	 DoritosGrill.bmp	 Mentos.bmp	 50	 48	 1	 b	 2	 1	 1018.96	 1.64	 1.69	 3.254503e+01	 
MRI_snacks_113	 1	 1	 03	 1	 6	 3.402841e+01	 CrunchBisquitBrown3.bmp	 HispusimShatiah.bmp	 7	 16	 1	 b	 1	 1	 1003.39	 9.11	 6.89	 3.552880e+01	 
MRI_snacks_113	 1	 1	 03	 1	 7	 3.902929e+01	 ClickXLwhite4.bmp	 HispusimShatiah.bmp	 13	 16	 1	 b	 1	 1	 991.52	 6.98	 6.89	 4.051681e+01	 
MRI_snacks_113	 1	 1	 03	 1	 8	 4.301668e+01	 HispusimShatiah.bmp	 ChocolateParaMilk3.bmp	 16	 12	 0	 y	 1	 1	 1092.12	 6.89	 7.00	 4.461693e+01	 
MRI_snacks_113	 1	 1	 03	 1	 9	 5.201681e+01	 DoritosNatural.bmp	 BabyDoll.bmp	 51	 47	 0	 b	 2	 0	 893.99	 1.62	 1.71	 5.341704e+01	 
MRI_snacks_113	 1	 1	 03	 1	 10	 5.701691e+01	 ChocolateParaMilk3.bmp	 Smarties.bmp	 12	 11	 1	 b	 1	 1	 801.90	 7.00	 7.11	 5.831714e+01	 
