subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_snacks_140	2	45	KifkefMaklotChocolate.bmp	0	1	0	5	3.110012e-02	5	4.003911e+00	0	5	4.569500e+00	5	1.529510e+00	
MRI_snacks_140	2	14	GumiSnakes3.bmp	53	2	1	1	7.656277e+00	1	1.994772e+00	0	5	1.019244e+01	5	1.338564e+00	
MRI_snacks_140	2	37	ClickCornflakes.bmp	0	3	0	5	1.307912e+01	5	1.379906e+00	0	5	1.499784e+01	5	7.651720e-01	
MRI_snacks_140	2	16	HappyHippo.bmp	55	4	1	1	1.731712e+01	1	1.501894e+00	0	5	1.935282e+01	5	1.098198e+00	
MRI_snacks_140	2	31	BisliFalafel.bmp	0	5	0	5	2.200570e+01	5	1.885316e+00	0	5	2.442514e+01	5	1.001866e+00	
MRI_snacks_140	2	9	ChocolateParaMarir2.bmp	10	6	1	1	2.697797e+01	1	1.521039e+00	0	5	2.903027e+01	5	1.188741e+00	
MRI_snacks_140	2	19	KifkefMaklot2.bmp	7	7	1	1	3.176672e+01	1	1.564337e+00	0	5	3.386908e+01	5	1.997928e+00	
MRI_snacks_140	2	6	BisliPizza3.bmp	12	8	1	1	3.742319e+01	1	1.491820e+00	0	5	3.945870e+01	5	7.283126e-01	
MRI_snacks_140	2	54	TapuchipsCrunch.bmp	0	9	0	5	4.174466e+01	5	1.490345e+00	0	5	4.378016e+01	5	9.588673e-01	
MRI_snacks_140	2	33	CheetosSpicey.bmp	0	10	0	5	4.629971e+01	5	2.127298e+00	0	5	4.896934e+01	5	1.433670e+00	
MRI_snacks_140	2	5	BisliOnion.bmp	5	11	1	1	5.195609e+01	1	1.366925e+00	0	5	5.385819e+01	5	1.864822e+00	
MRI_snacks_140	2	51	Oreo.bmp	0	12	0	5	5.727866e+01	5	1.380350e+00	0	5	5.919765e+01	5	7.493617e-01	
MRI_snacks_140	2	3	BambaSweet.bmp	45	13	1	1	6.150018e+01	1	9.588611e-01	0	5	6.300185e+01	5	7.451544e-01	
MRI_snacks_140	2	27	Twist.bmp	48	14	1	1	6.530444e+01	1	1.090570e+00	1	1	6.693962e+01	1	1.479404e+00	
MRI_snacks_140	2	29	Abadi2.bmp	0	15	0	5	6.997632e+01	5	8.666941e-01	0	5	7.137788e+01	5	5.371377e-01	
MRI_snacks_140	2	8	ChocolateParaCookies5.bmp	8	16	1	1	7.346357e+01	1	1.339448e+00	1	1	7.533232e+01	1	3.506927e-01	
MRI_snacks_140	2	4	BisliBbq.bmp	13	17	1	1	7.723451e+01	1	2.240496e+00	0	5	8.000421e+01	5	4.148031e-01	
MRI_snacks_140	2	11	ClickXLwhite4.bmp	47	18	1	1	8.197313e+01	1	1.701880e+00	0	5	8.420898e+01	5	3.860360e-01	
MRI_snacks_140	2	21	Loacker.bmp	16	19	1	1	8.614449e+01	1	1.138521e+00	1	1	8.781277e+01	1	2.782299e-01	
MRI_snacks_140	2	52	PitaCrunch.bmp	0	20	0	5	8.964850e+01	5	9.785136e-01	0	5	9.116675e+01	5	3.562782e-01	
MRI_snacks_140	2	25	Tapuchips.bmp	50	21	1	1	9.306898e+01	1	1.302035e+00	0	5	9.490426e+01	5	3.067445e-01	
MRI_snacks_140	2	32	Bisquit.bmp	0	22	0	5	9.677315e+01	5	7.978667e-01	0	5	9.810787e+01	5	3.751521e-01	
MRI_snacks_140	2	40	Crunch4.bmp	0	23	0	5	1.000435e+02	5	2.015555e+00	0	5	1.025964e+02	5	7.026362e-01	
MRI_snacks_140	2	17	KashitSour.bmp	49	24	1	1	1.048487e+02	1	8.022919e-01	1	1	1.061836e+02	1	5.073826e-01	
MRI_snacks_140	2	48	MikeAndIke.bmp	0	25	0	5	1.082526e+02	5	7.823946e-01	0	5	1.095708e+02	5	5.922272e-01	
MRI_snacks_140	2	53	Pringles.bmp	0	26	0	5	1.117232e+02	5	9.277663e-01	0	5	1.131916e+02	5	3.474432e-01	
MRI_snacks_140	2	26	Tortit.bmp	43	27	1	1	1.150937e+02	1	7.893328e-01	1	2	1.164285e+02	2	2.358556e+00	
MRI_snacks_140	2	7	Bounty.bmp	11	28	1	1	1.203495e+02	1	1.293468e+00	1	1	1.221850e+02	1	4.329974e+00	
MRI_snacks_140	2	47	Lotus.bmp	0	29	0	5	1.280749e+02	5	7.040866e-01	0	5	1.293096e+02	5	1.029416e+00	
MRI_snacks_140	2	13	Dubonim.bmp	18	30	1	1	1.318958e+02	1	1.195211e+00	0	5	1.336312e+02	5	8.198696e-01	
MRI_snacks_140	2	35	ChocolateParaNuts2.bmp	0	31	0	5	1.360005e+02	5	5.474508e+00	0	5	1.420072e+02	5	6.278479e-01	
MRI_snacks_140	2	10	ClickBisquit2.bmp	9	32	1	1	1.441931e+02	1	1.017927e+00	1	1	1.457447e+02	1	3.943103e-01	
MRI_snacks_140	2	50	MnM2.bmp	0	33	0	5	1.476969e+02	5	9.381346e-01	0	5	1.491653e+02	5	3.176962e-01	
MRI_snacks_140	2	28	WerthersOriginal.bmp	52	34	1	1	1.510340e+02	1	9.689835e-01	0	5	1.525357e+02	5	2.673268e-01	
MRI_snacks_140	2	49	MilkeyWay.bmp	0	35	0	5	1.543545e+02	5	9.205332e-01	0	5	1.558060e+02	5	4.210085e-01	
MRI_snacks_140	2	1	Apropo.bmp	6	36	1	1	1.577750e+02	1	8.680553e-01	0	5	1.591765e+02	5	2.664943e-01	
MRI_snacks_140	2	34	ChocolateChipsCookies.bmp	0	37	0	5	1.609951e+02	5	7.518627e-01	0	5	1.622800e+02	5	2.590154e-01	
MRI_snacks_140	2	55	Toblerone.bmp	0	38	0	5	1.640987e+02	5	8.082676e-01	0	5	1.654501e+02	5	2.408612e-01	
MRI_snacks_140	2	2	BagaleShtuhim.bmp	44	39	1	1	1.672523e+02	1	8.307541e-01	0	5	1.686204e+02	5	2.385946e-01	
MRI_snacks_140	2	43	Hispusim.bmp	0	40	0	5	1.704058e+02	5	1.325188e+00	0	5	1.722745e+02	5	6.645070e-01	
MRI_snacks_140	2	42	DoritusMexicanNacho.bmp	0	41	0	2	1.744937e+02	2	2.533308e+00	0	5	1.775638e+02	5	4.952446e-01	
MRI_snacks_140	2	56	bagaleShminiot.bmp	0	42	0	5	1.796161e+02	5	8.028945e-01	0	5	1.809510e+02	5	2.679944e-01	
MRI_snacks_140	2	39	Corny.bmp	0	43	0	5	1.827697e+02	5	6.493494e-01	0	5	1.839544e+02	5	2.486217e-01	
MRI_snacks_140	2	46	KinderFingers.bmp	0	44	0	5	1.857563e+02	5	1.126708e+00	0	5	1.874249e+02	5	3.060699e-01	
MRI_snacks_140	2	24	Taami.bmp	51	45	1	1	1.892770e+02	1	1.765987e+00	1	1	1.915796e+02	1	2.954645e-01	
MRI_snacks_140	2	41	DoritosMenupahBbq.bmp	0	46	0	5	1.934317e+02	5	1.139306e+00	0	5	1.951003e+02	5	2.547152e-01	
MRI_snacks_140	2	15	Halva2.bmp	54	47	1	1	1.969021e+02	1	9.568640e-01	1	1	1.984039e+02	1	2.230980e-01	
MRI_snacks_140	2	44	Kifkef.bmp	0	48	0	1	2.001893e+02	1	1.045763e+00	0	5	2.017743e+02	5	4.687410e-01	
MRI_snacks_140	2	38	CookiesSmile.bmp	0	49	0	5	2.037933e+02	5	6.897463e-01	0	5	2.050281e+02	5	2.709510e-01	
MRI_snacks_140	2	30	Argaliyot.bmp	0	50	0	5	2.068469e+02	5	1.276120e+00	0	5	2.086654e+02	5	2.576477e-01	
MRI_snacks_140	2	23	SkittlesFruits2.bmp	15	51	1	1	2.104842e+02	1	2.718846e+00	0	5	2.137378e+02	5	1.457180e+00	
MRI_snacks_140	2	12	CrunchShokoVanil.bmp	46	52	1	1	2.167578e+02	1	1.509220e+00	1	1	2.188101e+02	1	3.208895e-01	
MRI_snacks_140	2	36	ChocolateWhite.bmp	0	53	0	5	2.206789e+02	5	1.516068e+00	0	5	2.227312e+02	5	2.877792e-01	
MRI_snacks_140	2	22	Mentos.bmp	56	54	1	1	2.245833e+02	1	8.997347e-01	0	5	2.260184e+02	5	1.686484e-01	
MRI_snacks_140	2	20	KinderBuenoWhite2.bmp	14	55	1	1	2.277368e+02	1	6.982667e-01	1	2	2.289716e+02	2	2.159412e+00	
MRI_snacks_140	2	18	Keifli.bmp	17	56	1	1	2.326924e+02	1	1.238677e+00	1	1	2.344778e+02	1	1.093247e+00	
