subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
MRI_snacks_104	 2	 KinderJoy.bmp	 19	 16	 1	 1	 1	 1	 1	 2.745245e-02	 i	 1.400464e+00	 
MRI_snacks_104	 2	 BisliBbq.bmp	 3	 52	 2	 1	 1	 0	 0	 2.980772e+00	 u	 2.103587e+00	 
MRI_snacks_104	 2	 HispusimShatiah.bmp	 17	 53	 3	 1	 1	 0	 1	 6.634910e+00	 i	 1.082036e+00	 
MRI_snacks_104	 2	 Shugi.bmp	 22	 47	 4	 1	 1	 0	 0	 9.271038e+00	 u	 8.873029e-01	 
MRI_snacks_104	 2	 DoritosSourSpicy.bmp	 13	 15	 5	 1	 1	 0	 0	 1.170719e+01	 u	 1.398757e+00	 
MRI_snacks_104	 2	 CrunchShokoVanil.bmp	 12	 56	 6	 1	 1	 0	 1	 1.466063e+01	 i	 1.662967e+00	 
MRI_snacks_104	 2	 KashitSour.bmp	 18	 54	 7	 1	 1	 1	 1	 1.788073e+01	 i	 8.842181e-01	 
MRI_snacks_104	 2	 SkittlesSour4.bmp	 24	 50	 8	 1	 1	 0	 0	 2.031676e+01	 u	 1.159579e+00	 
MRI_snacks_104	 2	 Kitkat.bmp	 20	 12	 9	 1	 1	 0	 1	 2.303645e+01	 i	 1.567532e+00	 
MRI_snacks_104	 2	 Bounty.bmp	 6	 5	 10	 1	 1	 0	 1	 2.615666e+01	 i	 1.113674e+00	 
MRI_snacks_104	 2	 Cheetos.bmp	 7	 14	 11	 1	 1	 1	 1	 2.882638e+01	 i	 8.290889e-01	 
MRI_snacks_104	 2	 Mekupelet.bmp	 21	 44	 12	 1	 1	 0	 0	 3.121229e+01	 u	 1.154530e+00	 
MRI_snacks_104	 2	 WerthersOriginal.bmp	 28	 55	 13	 1	 1	 0	 0	 3.391542e+01	 u	 6.564929e-01	 
MRI_snacks_104	 2	 Halva2.bmp	 16	 49	 14	 1	 1	 1	 1	 3.611776e+01	 i	 7.380263e-01	 
MRI_snacks_104	 2	 Smarties.bmp	 25	 46	 15	 1	 1	 1	 1	 3.840368e+01	 i	 1.163450e+00	 
MRI_snacks_104	 2	 Bamba.bmp	 2	 13	 16	 1	 1	 0	 0	 4.112339e+01	 u	 1.413911e+00	 
MRI_snacks_104	 2	 ChocolateParaSucariotKoftzot2.bmp	 9	 6	 17	 1	 1	 0	 0	 4.409333e+01	 u	 2.167880e+00	 
MRI_snacks_104	 2	 SkittlesFruits2.bmp	 23	 43	 18	 1	 1	 1	 1	 4.781418e+01	 i	 7.758979e-01	 
MRI_snacks_104	 2	 Kifkef.bmp	 44	 0	 19	 0	 1	 0	 0	 5.015014e+01	 u	 9.825252e-01	 
MRI_snacks_104	 2	 GumiWine2.bmp	 15	 45	 20	 1	 1	 0	 0	 5.268636e+01	 u	 2.035267e+00	 
MRI_snacks_104	 2	 BisliGrill.bmp	 4	 48	 21	 1	 1	 1	 1	 5.627368e+01	 i	 1.181786e+00	 
MRI_snacks_104	 2	 Twix.bmp	 27	 11	 22	 1	 1	 1	 1	 5.901016e+01	 i	 2.248011e+00	 
MRI_snacks_104	 2	 ChocolateParaMarir2.bmp	 8	 17	 23	 1	 1	 1	 1	 6.281432e+01	 i	 1.087729e+00	 
MRI_snacks_104	 2	 Hispusim.bmp	 43	 0	 24	 0	 1	 0	 1	 6.545067e+01	 i	 3.221577e+00	 
MRI_snacks_104	 2	 ClickXLbrown4.bmp	 10	 8	 25	 1	 1	 1	 1	 7.022280e+01	 i	 1.003270e+00	 
MRI_snacks_104	 2	 Snickers.bmp	 26	 10	 26	 1	 1	 0	 0	 7.277548e+01	 u	 9.144784e-01	 
MRI_snacks_104	 2	 BisliOnion.bmp	 5	 51	 27	 1	 1	 1	 0	 7.524492e+01	 u	 1.190159e+00	 
MRI_snacks_104	 2	 Egozi.bmp	 14	 18	 28	 1	 1	 0	 0	 7.798143e+01	 u	 6.362342e-01	 
MRI_snacks_104	 2	 Apropo.bmp	 1	 7	 29	 1	 1	 0	 0	 8.016713e+01	 u	 6.331387e-01	 
MRI_snacks_104	 2	 CrunchBisquitBrown3.bmp	 11	 9	 30	 1	 1	 1	 1	 8.235296e+01	 i	 7.424306e-01	 
