subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
MRI_snacks_104	 2	 HispusimShatiah.bmp	 17	 53	 1	 1	 1	 0	 0	 2.803363e-02	 u	 2.489573e+00	 
MRI_snacks_104	 2	 BisliGrill.bmp	 4	 48	 2	 1	 1	 1	 0	 4.082738e+00	 u	 5.477669e+00	 
MRI_snacks_104	 2	 Kifkef.bmp	 44	 0	 3	 0	 1	 0	 0	 1.110693e+01	 u	 2.627409e+00	 
MRI_snacks_104	 2	 CrunchShokoVanil.bmp	 12	 56	 4	 1	 1	 0	 0	 1.529473e+01	 u	 1.004772e+00	 
MRI_snacks_104	 2	 KashitSour.bmp	 18	 54	 5	 1	 1	 1	 1	 1.784740e+01	 i	 1.050949e+00	 
MRI_snacks_104	 2	 Hispusim.bmp	 43	 0	 6	 0	 1	 0	 1	 2.045025e+01	 i	 7.994499e-01	 
MRI_snacks_104	 2	 Halva2.bmp	 16	 49	 7	 1	 1	 1	 1	 2.280307e+01	 i	 7.192559e-01	 
MRI_snacks_104	 2	 CrunchBisquitBrown3.bmp	 11	 9	 8	 1	 1	 1	 1	 2.507230e+01	 i	 7.226459e-01	 
MRI_snacks_104	 2	 Twix.bmp	 27	 11	 9	 1	 1	 1	 1	 2.734187e+01	 i	 6.581018e-01	 
MRI_snacks_104	 2	 Apropo.bmp	 1	 7	 10	 1	 1	 0	 0	 2.954424e+01	 u	 7.846527e-01	 
MRI_snacks_104	 2	 SkittlesFruits2.bmp	 23	 43	 11	 1	 1	 1	 1	 3.187989e+01	 i	 1.171580e+00	 
MRI_snacks_104	 2	 BisliBbq.bmp	 3	 52	 12	 1	 1	 0	 0	 3.459998e+01	 u	 8.929182e-01	 
MRI_snacks_104	 2	 Snickers.bmp	 26	 10	 13	 1	 1	 0	 0	 3.705219e+01	 u	 9.832889e-01	 
MRI_snacks_104	 2	 GumiWine2.bmp	 15	 45	 14	 1	 1	 0	 0	 3.958894e+01	 u	 8.991188e-01	 
MRI_snacks_104	 2	 DoritosSourSpicy.bmp	 13	 15	 15	 1	 1	 0	 0	 4.204146e+01	 u	 5.729433e-01	 
MRI_snacks_104	 2	 Shugi.bmp	 22	 47	 16	 1	 1	 0	 0	 4.416006e+01	 u	 6.481737e-01	 
MRI_snacks_104	 2	 ChocolateParaSucariotKoftzot2.bmp	 9	 6	 17	 1	 1	 0	 0	 4.636266e+01	 u	 8.194632e-01	 
MRI_snacks_104	 2	 SkittlesSour4.bmp	 24	 50	 18	 1	 1	 0	 0	 4.873240e+01	 u	 7.785932e-01	 
MRI_snacks_104	 2	 ClickXLbrown4.bmp	 10	 8	 19	 1	 1	 1	 1	 5.106789e+01	 i	 7.832013e-01	 
MRI_snacks_104	 2	 KinderJoy.bmp	 19	 16	 20	 1	 1	 1	 1	 5.340406e+01	 i	 1.867231e+00	 
MRI_snacks_104	 2	 ChocolateParaMarir2.bmp	 8	 17	 21	 1	 1	 1	 1	 5.682488e+01	 i	 9.664723e-01	 
MRI_snacks_104	 2	 BisliOnion.bmp	 5	 51	 22	 1	 1	 1	 1	 5.934440e+01	 i	 7.870688e-01	 
MRI_snacks_104	 2	 Bamba.bmp	 2	 13	 23	 1	 1	 0	 0	 6.168015e+01	 u	 1.196426e+00	 
MRI_snacks_104	 2	 Bounty.bmp	 6	 5	 24	 1	 1	 0	 0	 6.443278e+01	 u	 8.401806e-01	 
MRI_snacks_104	 2	 WerthersOriginal.bmp	 28	 55	 25	 1	 1	 0	 0	 6.681904e+01	 u	 6.252748e-01	 
MRI_snacks_104	 2	 Cheetos.bmp	 7	 14	 26	 1	 1	 1	 1	 6.898832e+01	 i	 2.911252e+00	 
MRI_snacks_104	 2	 Kitkat.bmp	 20	 12	 27	 1	 1	 0	 0	 7.344302e+01	 u	 7.628828e-01	 
MRI_snacks_104	 2	 Smarties.bmp	 25	 46	 28	 1	 1	 1	 1	 7.576224e+01	 i	 1.042497e+00	 
MRI_snacks_104	 2	 Egozi.bmp	 14	 18	 29	 1	 1	 0	 0	 7.834843e+01	 u	 7.176429e-01	 
MRI_snacks_104	 2	 Mekupelet.bmp	 21	 44	 30	 1	 1	 0	 0	 8.061762e+01	 u	 8.335681e-01	 
