subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_snacks_124	 1	 2	 01	 1	 1	 2.030605e+00	 Shugi.bmp	 Loacker.bmp	 8	 18	 1	 y	 1	 0	 891.55	 4.84	 2.71	 3.416375e+00	 
MRI_snacks_124	 1	 2	 01	 1	 2	 6.032966e+00	 ChocolateParaCookies5.bmp	 WerthersOriginal.bmp	 54	 53	 1	 b	 2	 1	 907.16	 0.04	 0.04	 7.433143e+00	 
MRI_snacks_124	 1	 2	 01	 1	 3	 1.303304e+01	 ChocolateParaCookies5.bmp	 Twist.bmp	 54	 44	 1	 b	 2	 1	 1076.08	 0.04	 0.07	 1.459998e+01	 
MRI_snacks_124	 1	 2	 01	 1	 4	 1.601622e+01	 GumiWine2.bmp	 CrunchBisquitBrown3.bmp	 56	 6	 0	 y	 4	 1	 922.90	 0.02	 4.89	 1.745002e+01	 
MRI_snacks_124	 1	 2	 01	 1	 5	 2.101696e+01	 Taami.bmp	 CrunchShokoVanil.bmp	 11	 10	 1	 y	 1	 0	 1069.15	 4.78	 4.82	 2.260100e+01	 
MRI_snacks_124	 1	 2	 01	 1	 6	 3.101897e+01	 DoritosGrill.bmp	 Loacker.bmp	 16	 18	 1	 y	 1	 0	 762.15	 2.71	 2.71	 3.228614e+01	 
MRI_snacks_124	 1	 2	 01	 1	 7	 3.402078e+01	 BambaSweet.bmp	 Tortit.bmp	 55	 5	 0	 y	 4	 1	 871.35	 0.02	 4.89	 3.540318e+01	 
MRI_snacks_124	 1	 2	 01	 1	 8	 3.702009e+01	 CrunchBisquitWhite2.bmp	 DoritosGrill.bmp	 12	 16	 0	 y	 1	 1	 1328.03	 3.82	 2.71	 3.885397e+01	 
MRI_snacks_124	 1	 2	 01	 1	 9	 4.602161e+01	 Kitkat.bmp	 PesekZman.bmp	 7	 9	 0	 b	 1	 0	 1292.51	 4.84	 4.84	 4.782200e+01	 
MRI_snacks_124	 1	 2	 01	 1	 10	 4.902208e+01	 Dubonim.bmp	 Bounty.bmp	 51	 47	 1	 y	 2	 0	 747.04	 0.04	 0.04	 5.027266e+01	 
MRI_snacks_124	 1	 2	 01	 1	 11	 5.902390e+01	 BagaleShtuhim.bmp	 ChocolateParaMilk3.bmp	 49	 50	 1	 y	 2	 0	 1149.22	 0.04	 0.04	 6.067430e+01	 
MRI_snacks_124	 1	 2	 01	 1	 12	 6.402482e+01	 Twix.bmp	 HappyHippo.bmp	 14	 13	 1	 y	 1	 0	 909.31	 3.73	 3.80	 6.544190e+01	 
MRI_snacks_124	 1	 2	 01	 1	 13	 6.902561e+01	 ChocolateParaCookies5.bmp	 SkittlesSour4.bmp	 54	 45	 1	 b	 2	 1	 967.51	 0.04	 0.07	 7.049274e+01	 
MRI_snacks_124	 1	 2	 01	 1	 14	 7.702708e+01	 CrunchShokoVanil.bmp	 Twix.bmp	 10	 14	 0	 b	 1	 0	 1273.04	 4.82	 3.73	 7.880085e+01	 
MRI_snacks_124	 1	 2	 01	 1	 15	 8.402835e+01	 BisliBbq.bmp	 WerthersOriginal.bmp	 43	 53	 1	 y	 2	 0	 1337.77	 0.07	 0.04	 8.586758e+01	 
MRI_snacks_124	 1	 2	 01	 1	 16	 8.802896e+01	 Dubonim.bmp	 Keifli.bmp	 51	 52	 1	 b	 2	 1	 1173.16	 0.04	 0.04	 8.970094e+01	 
MRI_snacks_124	 1	 2	 01	 1	 17	 9.102947e+01	 PesekZman.bmp	 Loacker.bmp	 9	 18	 1	 y	 1	 0	 808.65	 4.84	 2.71	 9.233432e+01	 
MRI_snacks_124	 1	 2	 01	 1	 18	 9.603036e+01	 Twist.bmp	 BisliBbq.bmp	 44	 43	 0	 y	 2	 1	 1338.77	 0.07	 0.07	 9.786776e+01	 
MRI_snacks_124	 1	 2	 01	 1	 19	 9.903091e+01	 Dubonim.bmp	 Twist.bmp	 51	 44	 1	 b	 2	 1	 899.21	 0.04	 0.07	 1.004314e+02	 
MRI_snacks_124	 1	 2	 01	 1	 20	 1.070323e+02	 Kitkat.bmp	 Taami.bmp	 7	 11	 0	 b	 1	 0	 1071.86	 4.84	 4.78	 1.086012e+02	 
