Subject	StimName	StimNum	Rank	Wins	Loses	Total
BMI_bfr_119	101.jpg	1	8.181409e-01	10	0	10
BMI_bfr_119	102.jpg	2	2.716869e-01	2	7	9
BMI_bfr_119	103.jpg	3	8.691736e-01	9	0	9
BMI_bfr_119	104.jpg	4	2.825312e-01	2	8	10
BMI_bfr_119	105.jpg	5	5.562080e-01	5	4	9
BMI_bfr_119	106.jpg	6	6.830709e-01	7	3	10
BMI_bfr_119	107.jpg	7	3.419789e-01	2	8	10
BMI_bfr_119	108.jpg	8	3.773227e-01	3	7	10
BMI_bfr_119	109.jpg	9	9.316972e-01	10	0	10
BMI_bfr_119	110.jpg	10	4.221950e-01	5	5	10
BMI_bfr_119	111.jpg	11	6.082508e-01	7	3	10
BMI_bfr_119	112.jpg	12	2.657443e-01	1	9	10
BMI_bfr_119	113.jpg	13	8.117487e-01	9	1	10
BMI_bfr_119	114.jpg	14	5.779373e-01	6	4	10
BMI_bfr_119	115.jpg	15	6.411538e-01	7	3	10
BMI_bfr_119	116.jpg	16	3.376680e-01	4	5	9
BMI_bfr_119	117.jpg	17	2.674597e-01	1	9	10
BMI_bfr_119	118.jpg	18	7.797114e-01	9	1	10
BMI_bfr_119	119.jpg	19	7.405686e-01	8	1	9
BMI_bfr_119	120.jpg	20	3.803386e-01	3	6	9
BMI_bfr_119	121.jpg	21	3.751954e-01	3	7	10
BMI_bfr_119	122.jpg	22	3.959626e-01	3	6	9
BMI_bfr_119	123.jpg	23	3.071717e-01	3	7	10
BMI_bfr_119	124.jpg	24	2.823397e-01	2	8	10
BMI_bfr_119	125.jpg	25	1.949511e-01	1	9	10
BMI_bfr_119	126.jpg	26	5.726189e-01	6	4	10
BMI_bfr_119	127.jpg	27	7.814024e-01	9	1	10
BMI_bfr_119	128.jpg	28	6.330266e-01	6	3	9
BMI_bfr_119	129.jpg	29	2.496633e-01	2	8	10
BMI_bfr_119	130.jpg	30	8.606056e-01	10	0	10
BMI_bfr_119	131.jpg	31	5.563033e-01	6	4	10
BMI_bfr_119	132.jpg	32	2.749035e-01	2	8	10
BMI_bfr_119	133.jpg	33	3.784301e-01	4	6	10
BMI_bfr_119	134.jpg	34	8.002097e-01	9	1	10
BMI_bfr_119	135.jpg	35	4.575667e-01	5	5	10
BMI_bfr_119	136.jpg	36	3.808873e-01	4	6	10
BMI_bfr_119	137.jpg	37	9.452441e-01	10	0	10
BMI_bfr_119	138.jpg	38	4.579882e-01	4	6	10
BMI_bfr_119	139.jpg	39	1.049115e-01	0	10	10
BMI_bfr_119	140.jpg	40	5.665019e-01	5	5	10
BMI_bfr_119	141.jpg	41	1.730278e-01	1	9	10
BMI_bfr_119	142.jpg	42	5.755804e-01	6	3	9
BMI_bfr_119	143.jpg	43	7.345543e-01	8	2	10
BMI_bfr_119	144.jpg	44	2.762605e-01	2	8	10
BMI_bfr_119	145.jpg	45	3.620562e-01	4	6	10
BMI_bfr_119	146.jpg	46	7.777928e-01	7	3	10
BMI_bfr_119	147.jpg	47	3.106135e-01	3	7	10
BMI_bfr_119	148.jpg	48	3.627911e-01	3	7	10
BMI_bfr_119	149.jpg	49	2.801275e-01	2	8	10
BMI_bfr_119	150.jpg	50	5.085783e-01	5	5	10
BMI_bfr_119	151.jpg	51	8.555656e-01	9	1	10
BMI_bfr_119	152.jpg	52	6.556181e-01	6	4	10
BMI_bfr_119	153.jpg	53	6.265516e-01	6	3	9
BMI_bfr_119	154.jpg	54	6.191667e-01	7	3	10
BMI_bfr_119	155.jpg	55	4.142788e-01	4	5	9
BMI_bfr_119	156.jpg	56	2.686664e-01	1	9	10
BMI_bfr_119	157.jpg	57	8.695577e-01	10	0	10
BMI_bfr_119	158.jpg	58	8.901300e-02	0	10	10
BMI_bfr_119	159.jpg	59	2.892302e-01	1	8	9
BMI_bfr_119	160.jpg	60	4.104997e-01	5	5	10
