subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
BMI_bfr_106	 2	 48	 1	 0	 0	 1.320324e-02	 220.jpg	 u	 2.315928e+00	 0	 0	 
BMI_bfr_106	 2	 50	 2	 0	 0	 3.383569e+00	 222.jpg	 u	 1.345556e+00	 0	 0	 
BMI_bfr_106	 2	 80	 3	 0	 0	 5.786190e+00	 252.jpg	 u	 1.318935e+00	 0	 0	 
BMI_bfr_106	 2	 72	 4	 0	 0	 8.155473e+00	 244.jpg	 u	 1.005652e+00	 0	 0	 
BMI_bfr_106	 2	 88	 5	 0	 0	 1.020789e+01	 260.jpg	 u	 1.089263e+00	 0	 0	 
BMI_bfr_106	 2	 61	 6	 0	 0	 1.234360e+01	 233.jpg	 u	 1.209529e+00	 0	 0	 
BMI_bfr_106	 2	 79	 7	 0	 1	 1.461273e+01	 251.jpg	 i	 2.132396e+00	 0	 0	 
BMI_bfr_106	 2	 85	 8	 0	 1	 1.779973e+01	 257.jpg	 i	 1.593393e+00	 0	 0	 
BMI_bfr_106	 2	 59	 9	 0	 0	 2.045268e+01	 231.jpg	 u	 7.964532e-01	 0	 0	 
BMI_bfr_106	 2	 46	 10	 0	 0	 2.230470e+01	 218.jpg	 u	 1.472424e+00	 0	 0	 
BMI_bfr_106	 2	 83	 11	 0	 0	 2.482421e+01	 255.jpg	 u	 9.769166e-01	 0	 0	 
BMI_bfr_106	 2	 63	 12	 0	 0	 2.685991e+01	 235.jpg	 u	 1.557223e+00	 0	 0	 
BMI_bfr_106	 2	 44	 13	 0	 1	 2.946279e+01	 216.jpg	 i	 1.346344e+00	 0	 0	 
BMI_bfr_106	 2	 3	 14	 1	 1	 3.186544e+01	 105.jpg	 i	 6.396810e-01	 8	 1	 
BMI_bfr_106	 2	 30	 15	 0	 0	 3.355076e+01	 202.jpg	 u	 8.583603e-01	 0	 0	 
BMI_bfr_106	 2	 67	 16	 0	 0	 3.545290e+01	 239.jpg	 u	 1.524228e+00	 0	 0	 
BMI_bfr_106	 2	 26	 17	 1	 1	 3.802243e+01	 153.jpg	 i	 7.307054e-01	 12	 0	 
BMI_bfr_106	 2	 76	 18	 0	 0	 3.980767e+01	 248.jpg	 u	 1.033457e+00	 0	 0	 
BMI_bfr_106	 2	 13	 19	 1	 1	 4.189342e+01	 124.jpg	 i	 8.757039e-01	 18	 0	 
BMI_bfr_106	 2	 51	 20	 0	 1	 4.382885e+01	 223.jpg	 i	 9.162759e-01	 0	 0	 
BMI_bfr_106	 2	 82	 21	 0	 0	 4.579773e+01	 254.jpg	 u	 7.713930e-01	 0	 0	 
BMI_bfr_106	 2	 24	 22	 1	 1	 4.761645e+01	 147.jpg	 i	 6.806763e-01	 9	 1	 
BMI_bfr_106	 2	 37	 23	 0	 0	 4.935175e+01	 209.jpg	 u	 6.573791e-01	 0	 0	 
BMI_bfr_106	 2	 52	 24	 0	 0	 5.105364e+01	 224.jpg	 u	 7.314894e-01	 0	 0	 
BMI_bfr_106	 2	 20	 25	 1	 1	 5.283915e+01	 141.jpg	 i	 7.299790e-01	 44	 0	 
BMI_bfr_106	 2	 34	 26	 0	 0	 5.462436e+01	 206.jpg	 u	 7.767687e-01	 0	 0	 
BMI_bfr_106	 2	 49	 27	 0	 0	 5.645972e+01	 221.jpg	 u	 6.934064e-01	 0	 0	 
BMI_bfr_106	 2	 60	 28	 0	 1	 5.821177e+01	 232.jpg	 i	 1.141363e+00	 0	 0	 
BMI_bfr_106	 2	 71	 29	 0	 0	 6.039760e+01	 243.jpg	 u	 7.315302e-01	 0	 0	 
BMI_bfr_106	 2	 65	 30	 0	 0	 6.218297e+01	 237.jpg	 u	 8.741544e-01	 0	 0	 
BMI_bfr_106	 2	 33	 31	 0	 0	 6.410174e+01	 205.jpg	 u	 8.274107e-01	 0	 0	 
BMI_bfr_106	 2	 41	 32	 0	 0	 6.598718e+01	 213.jpg	 u	 1.037955e+00	 0	 0	 
BMI_bfr_106	 2	 77	 33	 0	 0	 6.807280e+01	 249.jpg	 u	 8.483125e-01	 0	 0	 
BMI_bfr_106	 2	 74	 34	 0	 0	 6.997497e+01	 246.jpg	 u	 9.381490e-01	 0	 0	 
BMI_bfr_106	 2	 36	 35	 0	 0	 7.196051e+01	 208.jpg	 u	 8.646079e-01	 0	 0	 
BMI_bfr_106	 2	 57	 36	 0	 0	 7.387933e+01	 229.jpg	 u	 1.313803e+00	 0	 0	 
BMI_bfr_106	 2	 27	 37	 1	 1	 7.624868e+01	 156.jpg	 i	 7.044423e-01	 47	 0	 
BMI_bfr_106	 2	 6	 38	 1	 1	 7.800056e+01	 109.jpg	 i	 6.885613e-01	 7	 0	 
BMI_bfr_106	 2	 42	 39	 0	 0	 7.973588e+01	 214.jpg	 u	 7.772446e-01	 0	 0	 
BMI_bfr_106	 2	 38	 40	 0	 0	 8.157127e+01	 210.jpg	 u	 7.338598e-01	 0	 0	 
BMI_bfr_106	 2	 2	 41	 1	 1	 8.335668e+01	 104.jpg	 i	 6.924525e-01	 6	 0	 
BMI_bfr_106	 2	 32	 42	 0	 0	 8.510864e+01	 204.jpg	 u	 1.244490e+00	 0	 0	 
BMI_bfr_106	 2	 19	 43	 1	 1	 8.741116e+01	 139.jpg	 i	 6.859662e-01	 54	 1	 
BMI_bfr_106	 2	 69	 44	 0	 0	 8.914646e+01	 241.jpg	 u	 6.866717e-01	 0	 0	 
BMI_bfr_106	 2	 39	 45	 0	 0	 9.088181e+01	 211.jpg	 u	 9.033292e-01	 0	 0	 
BMI_bfr_106	 2	 5	 46	 1	 1	 9.283390e+01	 108.jpg	 i	 6.232438e-01	 53	 0	 
