subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_344 0 2 1 1 0 Snickers.bmp PopTartsStrawberry.bmp 11 9 0 u 1 1 672.22 11.00 9.00 
BM2_344 0 2 1 2 9 Slimjim.bmp 100grand_small.bmp 51 53 1 i 2 1 839.83 51.00 53.00 
BM2_344 0 2 1 3 12 3Musketeers.bmp MilkyWay.bmp 48 49 1 i 2 1 822.84 48.00 49.00 
BM2_344 0 2 1 4 17 PopTartsStrawberry.bmp PopTartsCinnamon.bmp 9 15 1 u 1 0 888.59 9.00 15.00 
BM2_344 0 2 1 5 26 Milkduds.bmp Sourpatch.bmp 12 13 0 x 1 999 999000.00 12.00 13.00 
BM2_344 0 2 1 6 32 ChipsAhoy_small.bmp TeddyGrahamschocolate.bmp 38 19 0 u 4 1 1101.89 38.00 19.00 
BM2_344 0 2 1 7 35 Chocolate_mm.bmp PayDay.bmp 39 17 0 i 3 0 860.91 39.00 17.00 
BM2_344 0 2 1 8 48 Laffytaffyred_one.bmp Slimjim.bmp 46 51 0 i 2 0 736.15 46.00 51.00 
BM2_344 0 2 1 9 58 SnoBall.bmp MilkyWay.bmp 52 49 1 i 2 1 691.68 52.00 49.00 
BM2_344 0 2 1 10 63 Almondjoy.bmp Milano.bmp 8 14 0 u 1 1 676.74 8.00 14.00 
BM2_344 0 2 1 11 66 Almondjoy.bmp Reeses.bmp 8 10 0 i 1 0 835.64 8.00 10.00 
BM2_344 0 2 1 12 69 Goldfish.bmp Oreos.bmp 41 23 0 u 4 1 1035.48 41.00 23.00 
BM2_344 0 2 1 13 72 ChipsAhoy_small.bmp Granolabar.bmp 38 20 0 i 4 0 819.25 38.00 20.00 
BM2_344 0 2 1 14 82 Whatchamacallit.bmp KitKat_small.bmp 42 16 0 i 4 0 870.76 42.00 16.00 
BM2_344 0 2 1 15 85 Riprolls.bmp 3Musketeers.bmp 50 48 0 i 2 0 853.79 50.00 48.00 
BM2_344 0 2 1 16 95 Milkduds.bmp Reeses.bmp 12 10 0 i 1 0 1113.27 12.00 10.00 
BM2_344 0 2 1 17 98 PayDay.bmp FlamingCheetos.bmp 17 43 1 u 3 0 873.05 17.00 43.00 
BM2_344 0 2 1 18 101 100grand_small.bmp 3Musketeers.bmp 53 48 0 i 2 0 712.08 53.00 48.00 
BM2_344 0 2 1 19 105 Chocolate_mm.bmp Keeblerfudgestripes.bmp 39 22 0 i 3 0 972.09 39.00 22.00 
BM2_344 0 2 1 20 109 FlamingCheetos.bmp Nutterbutter.bmp 43 21 0 i 3 0 833.58 43.00 21.00 
BM2_344 0 2 1 21 113 Hersheymilk_several.bmp Chocolate_mm.bmp 18 39 1 u 3 0 1029.62 18.00 39.00 
BM2_344 0 2 1 22 119 Keeblerfudgestripes.bmp FlamingCheetos.bmp 22 43 1 u 3 0 740.39 22.00 43.00 
BM2_344 0 2 1 23 123 AnimalCrackers.bmp Riprolls.bmp 47 50 1 u 2 0 1273.14 47.00 50.00 
BM2_344 0 2 1 24 132 Snickers.bmp Reeses.bmp 11 10 0 u 1 1 807.67 11.00 10.00 
BM2_344 0 2 1 25 140 Riprolls.bmp SnoBall.bmp 50 52 0 u 2 1 984.43 50.00 52.00 
