subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight 
BM2_340 0 2 1 1 0 3Musketeers.bmp Toberlorone.bmp 51 50 1 u 2 0 843.14 51.00 50.00 
BM2_340 0 2 1 2 9 Ghiradelli_milk_Almonds.bmp FlamingCheetos.bmp 12 9 0 i 1 0 795.22 12.00 9.00 
BM2_340 0 2 1 3 12 RitzBitz2.bmp CheesyDoritos.bmp 14 15 1 i 1 1 775.91 14.00 15.00 
BM2_340 0 2 1 4 17 3Musketeers.bmp PayDay.bmp 51 46 1 u 2 0 1051.21 51.00 46.00 
BM2_340 0 2 1 5 26 Twix.bmp Doritosranch.bmp 43 17 0 i 3 0 649.54 43.00 17.00 
BM2_340 0 2 1 6 32 Ghiradelli_milk_Almonds.bmp RitzBitz2.bmp 12 14 0 u 1 1 1043.75 12.00 14.00 
BM2_340 0 2 1 7 35 Granolabar.bmp Laysclassic.bmp 10 8 1 i 1 1 712.44 10.00 8.00 
BM2_340 0 2 1 8 48 Butterfinger.bmp 100grand_small.bmp 53 48 0 u 2 1 931.15 53.00 48.00 
BM2_340 0 2 1 9 58 Butterfinger.bmp Whatchamacallit.bmp 53 52 0 u 2 1 960.36 53.00 52.00 
BM2_340 0 2 1 10 63 100grand_small.bmp PayDay.bmp 48 46 1 x 2 999 999000.00 48.00 46.00 
BM2_340 0 2 1 11 66 FlamingCheetos.bmp Laysclassic.bmp 9 8 1 i 1 1 811.42 9.00 8.00 
BM2_340 0 2 1 12 69 Snickers.bmp 100grand_small.bmp 49 48 0 u 2 1 562.92 49.00 48.00 
BM2_340 0 2 1 13 72 Twix.bmp Cheezits.bmp 43 18 0 u 3 1 601.93 43.00 18.00 
BM2_340 0 2 1 14 82 Chocolate_mm.bmp Dots_one.bmp 39 22 0 u 3 1 915.25 39.00 22.00 
BM2_340 0 2 1 15 85 Sourpatch.bmp Almondjoy.bmp 21 40 1 i 3 1 682.50 21.00 40.00 
BM2_340 0 2 1 16 95 PayDay.bmp Whatchamacallit.bmp 46 52 0 i 2 0 818.35 46.00 52.00 
BM2_340 0 2 1 17 98 Chocolate_mm.bmp Sourpatch.bmp 39 21 0 u 3 1 610.61 39.00 21.00 
BM2_340 0 2 1 18 101 Butterfinger.bmp Reeses.bmp 53 47 0 u 2 1 578.91 53.00 47.00 
BM2_340 0 2 1 19 105 Nutterbutter.bmp Sourpatch.bmp 44 21 0 i 3 0 1095.60 44.00 21.00 
BM2_340 0 2 1 20 109 Skittles.bmp Laffytaffyred_one.bmp 23 42 1 u 4 0 660.03 23.00 42.00 
BM2_340 0 2 1 21 113 Granolabar.bmp CheesyDoritos.bmp 10 15 1 i 1 1 659.01 10.00 15.00 
BM2_340 0 2 1 22 119 Toberlorone.bmp Reeses.bmp 50 47 0 i 2 0 793.23 50.00 47.00 
BM2_340 0 2 1 23 123 Fritos.bmp Riprolls.bmp 19 41 1 u 4 0 669.59 19.00 41.00 
BM2_340 0 2 1 24 132 RitzBitz2.bmp Ghiradelli_milk.bmp 14 11 1 u 1 0 850.46 14.00 11.00 
BM2_340 0 2 1 25 140 Whatchamacallit.bmp Snickers.bmp 52 49 1 i 2 1 723.86 52.00 49.00 
BM2_340 0 2 1 26 144 Sourpatch.bmp Twix.bmp 21 43 1 i 3 1 762.86 21.00 43.00 
BM2_340 0 2 1 27 147 Toberlorone.bmp 100grand_small.bmp 50 48 0 i 2 0 723.12 50.00 48.00 
BM2_340 0 2 1 28 151 KitKat_small.bmp Fritos.bmp 38 19 0 u 4 1 936.00 38.00 19.00 
BM2_340 0 2 1 29 154 Laysclassic.bmp HoHo.bmp 8 13 0 u 1 1 597.50 8.00 13.00 
BM2_340 0 2 1 30 158 Skittles.bmp KitKat_small.bmp 23 38 1 u 4 0 673.17 23.00 38.00 
BM2_340 0 2 1 31 161 Almondjoy.bmp Dots_one.bmp 40 22 0 u 3 1 547.18 40.00 22.00 
BM2_340 0 2 1 32 167 Toberlorone.bmp Whatchamacallit.bmp 50 52 0 i 2 0 631.46 50.00 52.00 
BM2_340 0 2 1 33 170 Dots_one.bmp Nutterbutter.bmp 22 44 1 i 3 1 660.91 22.00 44.00 
BM2_340 0 2 1 34 174 MilkyWay.bmp Skittles.bmp 45 23 0 u 4 1 672.59 45.00 23.00 
BM2_340 0 2 1 35 179 Chocolate_mm.bmp Cheezits.bmp 39 18 0 i 3 0 834.81 39.00 18.00 
BM2_340 0 2 1 36 182 Ghiradelli_milk.bmp FlamingCheetos.bmp 11 9 0 i 1 0 719.95 11.00 9.00 
BM2_340 0 2 1 37 185 Slimjim.bmp KitKat_small.bmp 20 38 1 i 4 1 685.39 20.00 38.00 
BM2_340 0 2 1 38 188 AnimalCrackers.bmp MilkyWay.bmp 16 45 1 i 4 1 754.16 16.00 45.00 
BM2_340 0 2 1 39 191 Slimjim.bmp Laffytaffyred_one.bmp 20 42 1 u 4 0 739.05 20.00 42.00 
BM2_340 0 2 1 40 195 Snickers.bmp Reeses.bmp 49 47 0 u 2 1 658.60 49.00 47.00 
BM2_340 0 2 1 41 200 Almondjoy.bmp Cheezits.bmp 40 18 0 u 3 1 757.14 40.00 18.00 
BM2_340 0 2 1 42 204 Doritosranch.bmp Chocolate_mm.bmp 17 39 1 u 3 0 609.57 17.00 39.00 
BM2_340 0 2 1 43 208 Almondjoy.bmp Doritosranch.bmp 40 17 0 i 3 0 547.29 40.00 17.00 
BM2_340 0 2 1 44 212 HoHo.bmp Ghiradelli_milk_Almonds.bmp 13 12 1 i 1 1 688.93 13.00 12.00 
BM2_340 0 2 1 45 218 AnimalCrackers.bmp Laffytaffyred_one.bmp 16 42 1 u 4 0 835.08 16.00 42.00 
BM2_340 0 2 1 46 224 Nutterbutter.bmp Cheezits.bmp 44 18 0 i 3 0 714.57 44.00 18.00 
BM2_340 0 2 1 47 229 Reeses.bmp PayDay.bmp 47 46 1 i 2 1 1007.26 47.00 46.00 
BM2_340 0 2 1 48 236 CheesyDoritos.bmp HoHo.bmp 15 13 0 u 1 1 672.39 15.00 13.00 
BM2_340 0 2 1 49 240 Granolabar.bmp Ghiradelli_milk.bmp 10 11 1 i 1 1 874.69 10.00 11.00 
BM2_340 0 2 1 50 250 Riprolls.bmp Skittles.bmp 41 23 0 i 4 0 649.90 41.00 23.00 
BM2_340 0 2 1 51 260 MilkyWay.bmp Fritos.bmp 45 19 0 u 4 1 951.17 45.00 19.00 
BM2_340 0 2 1 52 264 Slimjim.bmp MilkyWay.bmp 20 45 1 i 4 1 595.53 20.00 45.00 
BM2_340 0 2 1 53 271 AnimalCrackers.bmp Riprolls.bmp 16 41 1 u 4 0 795.22 16.00 41.00 
BM2_340 0 2 1 54 275 Fritos.bmp Laffytaffyred_one.bmp 19 42 1 u 4 0 735.61 19.00 42.00 
BM2_340 0 2 1 55 279 Ghiradelli_milk_Almonds.bmp Granolabar.bmp 12 10 0 u 1 1 707.97 12.00 10.00 
BM2_340 0 2 1 56 283 Nutterbutter.bmp Doritosranch.bmp 44 17 0 i 3 0 538.64 44.00 17.00 
BM2_340 0 2 1 57 286 KitKat_small.bmp AnimalCrackers.bmp 38 16 0 u 4 1 874.50 38.00 16.00 
BM2_340 0 2 1 58 289 3Musketeers.bmp Butterfinger.bmp 51 53 1 u 2 0 713.23 51.00 53.00 
BM2_340 0 2 1 59 293 3Musketeers.bmp Snickers.bmp 51 49 1 i 2 1 933.60 51.00 49.00 
BM2_340 0 2 1 60 296 HoHo.bmp Ghiradelli_milk.bmp 13 11 1 i 1 1 754.36 13.00 11.00 
BM2_340 0 2 1 61 299 Slimjim.bmp Riprolls.bmp 20 41 1 u 4 0 715.19 20.00 41.00 
