subjid runtrial onsettime Name resp_choc RT order
BM2_335 1 3.336939e-02 Oreos.bmp 1 2.556285e+00 1 
BM2_335 2 3.122928e+00 Toberlorone.bmp 1 1.322724e+00 1 
BM2_335 3 4.976925e+00 Keeblerfudgestripes.bmp 1 6.287243e-01 1 
BM2_335 4 6.143103e+00 AnimalCrackers.bmp 1 1.054548e+00 1 
BM2_335 5 7.728830e+00 Dots_one.bmp 0 1.116822e+00 1 
BM2_335 6 9.379926e+00 PeanutMMs.bmp 1 8.977239e-01 1 
BM2_335 7 1.081481e+01 HoHo.bmp 0 1.062849e+00 1 
BM2_335 8 1.241659e+01 PringlesRed.bmp 1 6.850589e-01 1 
BM2_335 9 1.363457e+01 Jollyrancherred.bmp 1 8.670792e-01 1 
BM2_335 10 1.503608e+01 Streusel.bmp 1 1.081568e+00 1 
BM2_335 11 1.665443e+01 Skittles.bmp 1 7.672190e-01 1 
BM2_335 12 1.795590e+01 PopTartsStrawberry.bmp 0 1.057754e+00 1 
BM2_335 13 1.955441e+01 Hersheykisses.bmp 0 6.512418e-01 1 
BM2_335 14 2.074217e+01 CheesyDoritos.bmp 1 6.234835e-01 1 
BM2_335 15 2.189033e+01 Cheetos.bmp 1 5.073263e-01 1 
BM2_335 16 2.292955e+01 Hersheymilk_several.bmp 1 5.001095e-01 1 
BM2_335 17 2.396231e+01 RitzBitz2.bmp 1 7.153396e-01 1 
BM2_335 18 2.521366e+01 Riprolls.bmp 1 1.287988e+00 1 
BM2_335 19 2.703397e+01 TeddyGrahamschocolate.bmp 0 8.676849e-01 1 
BM2_335 20 2.843386e+01 FrootLoops.bmp 1 4.357900e-01 1 
BM2_335 21 2.940125e+01 MrGoodbar.bmp 1 4.684071e-01 1 
BM2_335 22 3.040259e+01 Fritos.bmp 1 5.310658e-01 1 
BM2_335 23 3.147041e+01 3Musketeers.bmp 1 5.592476e-01 1 
BM2_335 24 3.255459e+01 Jollyranchergreen.bmp 1 4.830309e-01 1 
BM2_335 25 3.357267e+01 Lollipopred.bmp 1 4.889803e-01 1 
BM2_335 26 3.458729e+01 Twix.bmp 1 5.783153e-01 1 
BM2_335 27 3.569136e+01 Butterfinger.bmp 1 5.462402e-01 1 
BM2_335 28 3.677617e+01 Laysclassic.bmp 1 5.174790e-01 1 
BM2_335 29 3.782726e+01 ChipsAhoy_small.bmp 1 8.503940e-01 1 
BM2_335 30 3.921215e+01 PopTartsCinnamon.bmp 0 7.695077e-01 1 
BM2_335 31 4.051355e+01 Twinkie.bmp 0 7.081036e-01 1 
BM2_335 32 4.174784e+01 Almondjoy.bmp 1 8.258179e-01 1 
BM2_335 33 4.309929e+01 KitKat_small.bmp 1 5.303596e-01 1 
BM2_335 34 4.416743e+01 FlamingCheetos.bmp 1 5.182268e-01 1 
BM2_335 35 4.521861e+01 Doritosranch.bmp 1 3.710458e-01 1 
BM2_335 36 4.612121e+01 Nutterbutter.bmp 1 5.084388e-01 1 
BM2_335 37 4.715350e+01 Granolabar.bmp 1 7.721494e-01 1 
BM2_335 38 4.845229e+01 Chocolate_mm.bmp 1 6.493678e-01 1 
BM2_335 39 4.964005e+01 SourSkittles.bmp 1 4.616071e-01 1 
BM2_335 40 5.064112e+01 Funyuns_small.bmp 1 6.444829e-01 1 
BM2_335 41 5.182568e+01 BabyRuth.bmp 1 4.439747e-01 1 
BM2_335 42 5.279266e+01 Ghiradelli_milk_Almonds.bmp 1 4.609902e-01 1 
BM2_335 43 5.377730e+01 PayDay.bmp 1 6.283528e-01 1 
BM2_335 44 5.492870e+01 Slimjim.bmp 1 5.809506e-01 1 
BM2_335 45 5.604690e+01 Sourpatch.bmp 1 4.147574e-01 1 
BM2_335 46 5.699792e+01 SnoBall.bmp 1 1.071732e+00 1 
BM2_335 47 5.859656e+01 Cheezits.bmp 1 5.370431e-01 1 
BM2_335 48 5.966752e+01 Milkduds.bmp 1 6.741351e-01 1 
BM2_335 49 6.088229e+01 100grand_small.bmp 0 1.107358e+00 1 
BM2_335 50 6.252223e+01 Ghiradelli_milk.bmp 1 4.194235e-01 1 
BM2_335 51 6.347331e+01 Laffytaffyred_one.bmp 1 1.228346e+00 1 
BM2_335 52 6.524014e+01 MilkyWay.bmp 1 5.255158e-01 1 
BM2_335 53 6.629096e+01 Milano.bmp 1 5.706973e-01 1 
BM2_335 54 6.739314e+01 Reeses.bmp 1 4.605094e-01 1 
BM2_335 55 6.837738e+01 Whatchamacallit.bmp 1 3.722260e-01 1 
BM2_335 56 6.927475e+01 Snickers.bmp 1 2.749096e-01 1 
BM2_335 57 7.007554e+01 FigNewton_small.bmp 1 3.701105e-01 1 
BM2_335 58 7.097966e+01 Goldfish.bmp 1 4.419824e-01 1 
BM2_335 59 7.194711e+01 FamousAmos_small.bmp 1 1.378545e+00 1 
BM2_335 60 7.384930e+01 Cupcakes.bmp 0 6.523553e-01 1 
