subjid runtrial onsettime Name resp_choc RT order
BM2_349 1 3.338055e-02 MrGoodbar.bmp 0 1.811821e+00 1 
BM2_349 2 2.372005e+00 Funyuns_small.bmp 0 6.812005e-01 1 
BM2_349 3 3.590303e+00 Twinkie.bmp 0 8.389027e-01 1 
BM2_349 4 4.955349e+00 Jollyranchergreen.bmp 0 8.498549e-01 1 
BM2_349 5 6.343329e+00 Almondjoy.bmp 0 7.818261e-01 1 
BM2_349 6 7.661354e+00 Skittles.bmp 0 1.151851e+00 1 
BM2_349 7 9.346558e+00 HoHo.bmp 0 9.226459e-01 1 
BM2_349 8 1.079493e+01 Ghiradelli_milk_Almonds.bmp 0 7.542775e-01 1 
BM2_349 9 1.208279e+01 Lollipopred.bmp 0 7.064165e-01 1 
BM2_349 10 1.331436e+01 MilkyWay.bmp 1 6.466842e+00 1 
BM2_349 11 2.030800e+01 FlamingCheetos.bmp 0 1.241199e+00 1 
BM2_349 12 2.207381e+01 Milano.bmp 0 7.153940e-01 1 
BM2_349 13 2.332830e+01 Riprolls.bmp 0 6.209099e-01 1 
BM2_349 14 2.448123e+01 Laysclassic.bmp 0 6.679735e-01 1 
BM2_349 15 2.568146e+01 Cheetos.bmp 0 9.717397e-01 1 
BM2_349 16 2.717925e+01 3Musketeers.bmp 0 8.339540e-01 1 
BM2_349 17 2.855060e+01 FrootLoops.bmp 0 7.506085e-01 1 
BM2_349 18 2.983526e+01 Chocolate_mm.bmp 0 1.945949e+00 1 
BM2_349 19 3.230419e+01 Keeblerfudgestripes.bmp 0 9.010113e-01 1 
BM2_349 20 3.373952e+01 Hersheymilk_several.bmp 1 6.816818e-01 1 
BM2_349 21 3.495750e+01 Oreos.bmp 0 9.517014e-01 1 
BM2_349 22 3.644238e+01 Slimjim.bmp 1 6.108292e-01 1 
BM2_349 23 3.757635e+01 Nutterbutter.bmp 0 1.084851e+00 1 
BM2_349 24 3.919540e+01 BabyRuth.bmp 0 2.649757e+00 1 
BM2_349 25 4.238211e+01 PopTartsStrawberry.bmp 0 7.510953e-01 1 
BM2_349 26 4.366683e+01 Fritos.bmp 1 7.703737e-01 1 
BM2_349 27 4.496892e+01 SourSkittles.bmp 0 6.442848e-01 1 
BM2_349 28 4.615284e+01 Whatchamacallit.bmp 0 7.723619e-01 1 
BM2_349 29 4.745116e+01 PeanutMMs.bmp 0 1.258047e+00 1 
BM2_349 30 4.924124e+01 Doritosranch.bmp 1 7.959652e-01 1 
BM2_349 31 5.057433e+01 PayDay.bmp 0 6.948799e-01 1 
BM2_349 32 5.180900e+01 RitzBitz2.bmp 0 8.442024e-01 1 
BM2_349 33 5.317685e+01 ChipsAhoy_small.bmp 0 7.803497e-01 1 
BM2_349 34 5.449517e+01 Granolabar.bmp 0 6.700419e-01 1 
BM2_349 35 5.569720e+01 Cheezits.bmp 0 1.276004e+00 1 
BM2_349 36 5.749844e+01 PopTartsCinnamon.bmp 0 6.507665e-01 1 
BM2_349 37 5.868308e+01 100grand_small.bmp 1 6.901190e-01 1 
BM2_349 38 5.989790e+01 Goldfish.bmp 1 8.753025e-01 1 
BM2_349 39 6.129942e+01 Ghiradelli_milk.bmp 0 6.417803e-01 1 
BM2_349 40 6.246734e+01 FamousAmos_small.bmp 0 6.978676e-01 1 
BM2_349 41 6.368840e+01 Streusel.bmp 0 7.568091e-01 1 
BM2_349 42 6.496998e+01 SnoBall.bmp 0 1.203227e+00 1 
BM2_349 43 6.670833e+01 Laffytaffyred_one.bmp 0 6.488247e-01 1 
BM2_349 44 6.789294e+01 Reeses.bmp 0 7.362644e-01 1 
BM2_349 45 6.916066e+01 Hersheykisses.bmp 0 1.004527e+00 1 
BM2_349 46 7.069665e+01 Cupcakes.bmp 0 9.325581e-01 1 
BM2_349 47 7.216421e+01 Dots_one.bmp 0 7.609983e-01 1 
BM2_349 48 7.344913e+01 TeddyGrahamschocolate.bmp 0 2.452074e+00 1 
BM2_349 49 7.643548e+01 Snickers.bmp 0 8.737278e-01 1 
BM2_349 50 7.783390e+01 PringlesRed.bmp 0 7.553012e-01 1 
BM2_349 51 7.912176e+01 Butterfinger.bmp 1 7.874427e-01 1 
BM2_349 52 8.044048e+01 CheesyDoritos.bmp 0 9.407220e-01 1 
BM2_349 53 8.192158e+01 Toberlorone.bmp 0 8.916293e-01 1 
BM2_349 54 8.334467e+01 Sourpatch.bmp 0 6.525340e-01 1 
BM2_349 55 8.452922e+01 KitKat_small.bmp 0 8.599812e-01 1 
BM2_349 56 8.591246e+01 AnimalCrackers.bmp 0 7.247480e-01 1 
BM2_349 57 8.716340e+01 Jollyrancherred.bmp 0 7.618024e-01 1 
BM2_349 58 8.844863e+01 Milkduds.bmp 0 7.485761e-01 1 
BM2_349 59 8.973315e+01 Twix.bmp 0 9.600552e-01 1 
BM2_349 60 9.121813e+01 FigNewton_small.bmp 1 2.403074e+00 1 
