subjectID	 order	 itemIndABC	 runtrial	 isOld?	 subjectAnswer	 onsettime	 Name	 resp_choice	 RT	 bidInd	 isBeep?
p_131	 1	 10	 1	 1	 1	 3.137909e-02	 4641.jpg	 u	 1.548514e+00	 17	 0	 
p_131	 1	 48	 2	 0	 1	 2.664617e+00	 5623.jpg	 u	 5.792748e-01	 0	 0	 
p_131	 1	 42	 3	 0	 0	 4.314543e+00	 4598.jpg	 i	 9.933537e-01	 0	 0	 
p_131	 1	 43	 4	 0	 0	 6.381096e+00	 4599.jpg	 i	 6.227515e-01	 0	 0	 
p_131	 1	 56	 5	 0	 0	 8.081034e+00	 8531.jpg	 i	 5.228258e-01	 0	 0	 
p_131	 1	 16	 6	 1	 1	 9.681014e+00	 7390.jpg	 u	 7.148343e-01	 49	 0	 
p_131	 1	 49	 7	 0	 0	 1.148091e+01	 7250.jpg	 i	 5.149179e-01	 0	 0	 
p_131	 1	 25	 8	 1	 1	 1.308091e+01	 8500.jpg	 u	 6.748681e-01	 45	 1	 
p_131	 1	 46	 9	 0	 0	 1.483079e+01	 4624.jpg	 i	 4.929780e-01	 0	 0	 
p_131	 1	 39	 10	 0	 0	 1.639740e+01	 2346.jpg	 i	 7.823451e-01	 0	 0	 
p_131	 1	 27	 11	 1	 1	 1.826405e+01	 8510.jpg	 u	 6.597103e-01	 10	 1	 
p_131	 1	 14	 12	 1	 1	 1.999732e+01	 7260.jpg	 u	 6.383925e-01	 52	 1	 
p_131	 1	 45	 13	 0	 0	 2.171391e+01	 4616.jpg	 i	 5.377910e-01	 0	 0	 
p_131	 1	 32	 14	 0	 0	 2.333051e+01	 1999.jpg	 i	 6.651893e-01	 0	 0	 
p_131	 1	 38	 15	 0	 0	 2.508046e+01	 2300.jpg	 i	 6.591973e-01	 0	 0	 
p_131	 1	 22	 16	 1	 1	 2.681372e+01	 8158.jpg	 u	 7.019216e-01	 18	 1	 
p_131	 1	 19	 17	 1	 0	 2.859695e+01	 7482.jpg	 i	 4.706788e-01	 48	 0	 
p_131	 1	 33	 18	 0	 0	 3.014694e+01	 2091.jpg	 i	 6.967115e-01	 0	 0	 
p_131	 1	 29	 19	 0	 0	 3.191353e+01	 1340.jpg	 i	 5.780984e-01	 0	 0	 
p_131	 1	 9	 20	 1	 1	 3.356348e+01	 4628.jpg	 u	 6.241278e-01	 16	 0	 
p_131	 1	 13	 21	 1	 1	 3.526340e+01	 5829.jpg	 u	 6.041903e-01	 6	 0	 
p_131	 1	 41	 22	 0	 0	 3.694665e+01	 2391.jpg	 i	 6.329319e-01	 0	 0	 
p_131	 1	 8	 23	 1	 1	 3.866329e+01	 4619.jpg	 u	 7.402669e-01	 15	 1	 
p_131	 1	 53	 24	 0	 0	 4.047985e+01	 8300.jpg	 i	 8.436616e-01	 0	 0	 
p_131	 1	 21	 25	 1	 1	 4.239645e+01	 7508.jpg	 u	 6.710356e-01	 56	 0	 
p_131	 1	 54	 26	 0	 0	 4.414639e+01	 8350.jpg	 i	 6.651182e-01	 0	 0	 
p_131	 1	 47	 27	 0	 0	 4.589636e+01	 4700.jpg	 i	 4.831049e-01	 0	 0	 
p_131	 1	 52	 28	 0	 0	 4.746297e+01	 8162.jpg	 i	 5.324669e-01	 0	 0	 
p_131	 1	 23	 29	 1	 1	 4.907960e+01	 8208.jpg	 u	 6.118584e-01	 11	 0	 
p_131	 1	 18	 30	 1	 1	 5.076285e+01	 7480.jpg	 u	 6.565693e-01	 53	 1	 
p_131	 1	 37	 31	 0	 0	 5.249613e+01	 2208.jpg	 i	 5.232939e-01	 0	 0	 
p_131	 1	 35	 32	 0	 0	 5.409602e+01	 2158.jpg	 i	 6.033814e-01	 0	 0	 
p_131	 1	 1	 33	 1	 1	 5.577930e+01	 1540.jpg	 u	 7.120663e-01	 54	 0	 
p_131	 1	 12	 34	 1	 1	 5.756260e+01	 5814.jpg	 u	 5.607359e-01	 7	 1	 
p_131	 1	 17	 35	 1	 1	 5.919583e+01	 7470.jpg	 u	 4.634991e-01	 47	 1	 
p_131	 1	 30	 36	 0	 0	 6.072911e+01	 1722.jpg	 i	 5.622103e-01	 0	 0	 
p_131	 1	 5	 37	 1	 1	 6.236244e+01	 2030.jpg	 u	 6.408901e-01	 8	 0	 
p_131	 1	 28	 38	 1	 1	 6.407904e+01	 8540.jpg	 u	 7.002716e-01	 51	 0	 
p_131	 1	 50	 39	 0	 0	 6.586226e+01	 7405.jpg	 i	 6.130037e-01	 0	 0	 
p_131	 1	 11	 40	 1	 1	 6.754557e+01	 5626.jpg	 u	 5.136751e-01	 5	 0	 
p_131	 1	 44	 41	 0	 0	 6.914551e+01	 4600.jpg	 i	 5.457225e-01	 0	 0	 
p_131	 1	 26	 42	 1	 1	 7.076212e+01	 8502.jpg	 u	 4.971239e-01	 55	 0	 
p_131	 1	 2	 43	 1	 1	 7.234535e+01	 1660.jpg	 u	 5.778619e-01	 44	 1	 
p_131	 1	 55	 44	 0	 0	 7.399529e+01	 8490.jpg	 i	 5.279275e-01	 0	 0	 
p_131	 1	 7	 45	 1	 1	 7.559529e+01	 2550.jpg	 u	 5.119231e-01	 13	 1	 
p_131	 1	 3	 46	 1	 1	 7.717855e+01	 1720.jpg	 u	 5.606079e-01	 14	 0	 
p_131	 1	 6	 47	 1	 1	 7.881182e+01	 2352.1.jpg	 u	 6.713497e-01	 46	 0	 
p_131	 1	 4	 48	 1	 1	 8.056172e+01	 1721.jpg	 u	 5.214010e-01	 9	 0	 
p_131	 1	 31	 49	 0	 0	 8.216170e+01	 1811.jpg	 i	 6.014053e-01	 0	 0	 
p_131	 1	 15	 50	 1	 1	 8.384497e+01	 7291.jpg	 u	 6.461419e-01	 50	 1	 
p_131	 1	 51	 51	 0	 0	 8.556157e+01	 7450.jpg	 i	 5.454925e-01	 0	 0	 
p_131	 1	 20	 52	 1	 1	 8.717819e+01	 7499.jpg	 u	 4.808674e-01	 12	 1	 
p_131	 1	 24	 53	 1	 0	 8.874479e+01	 8340.jpg	 i	 5.142866e-01	 43	 0	 
p_131	 1	 34	 54	 0	 0	 9.034469e+01	 2150.jpg	 i	 5.943604e-01	 0	 0	 
p_131	 1	 36	 55	 0	 0	 9.201134e+01	 2160.jpg	 i	 8.156626e-01	 0	 0	 
p_131	 1	 40	 56	 0	 0	 9.391123e+01	 2373.jpg	 i	 5.157549e-01	 0	 0	 
