subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
bmem_snacks2_119	1	6	ClickBisquit2.bmp	50	1	1	2	1.171143e+00	2	2.641898e+00	1	2	4.358102e+00	2	1.014949e+00	
bmem_snacks2_119	1	21	SkittlesFruits2.bmp	45	2	1	2	6.927652e+00	2	1.885398e+00	1	2	9.346959e+00	2	1.186092e+00	
bmem_snacks2_119	1	15	KashitSour.bmp	47	3	1	2	1.208346e+01	2	2.521579e+00	1	3	1.515351e+01	3	3.315330e-01	
bmem_snacks2_119	1	31	BisliBbq.bmp	0	4	0	2	1.703899e+01	2	1.670044e+00	0	3	1.925818e+01	3	5.148658e-01	
bmem_snacks2_119	1	2	BisliOnion.bmp	49	5	1	2	2.132711e+01	2	1.949940e+00	0	2	2.381338e+01	2	4.076574e-01	
bmem_snacks2_119	1	32	BisliFalafel.bmp	0	6	0	2	2.578213e+01	2	1.190927e+00	0	3	2.751742e+01	3	4.636301e-01	
bmem_snacks2_119	1	29	Abadi2.bmp	0	7	0	4	2.953628e+01	4	2.756764e+00	0	5	3.284004e+01	5	1.421020e+00	
bmem_snacks2_119	1	49	MilkeyWay.bmp	0	8	0	999	3.582692e+01	999	999	0	4	3.936405e+01	4	4.489976e-01	
bmem_snacks2_119	1	24	Snickers.bmp	18	9	1	4	4.136629e+01	4	1.686769e+00	1	4	4.358555e+01	4	2.434914e-01	
bmem_snacks2_119	1	43	Hispusim.bmp	0	10	0	2	4.538754e+01	2	2.073515e+00	0	3	4.800714e+01	3	3.579070e-01	
bmem_snacks2_119	1	5	ChocolateParaCookies5.bmp	17	11	1	2	4.992591e+01	2	2.439124e+00	0	2	5.291264e+01	2	9.084143e-01	
bmem_snacks2_119	1	54	TapuchipsCrunch2.bmp	0	12	0	2	5.538208e+01	2	1.422957e+00	0	3	5.735092e+01	3	2.221361e-01	
bmem_snacks2_119	1	44	Kifkef.bmp	0	13	0	2	5.913625e+01	2	1.404798e+00	0	3	6.108847e+01	3	2.605856e-01	
bmem_snacks2_119	1	13	GumiWine2.bmp	56	14	1	2	6.290720e+01	2	2.049833e+00	0	3	6.549343e+01	3	2.876254e-01	
bmem_snacks2_119	1	46	KinderFingers.bmp	0	15	0	2	6.734551e+01	2	1.099536e+00	0	2	6.898071e+01	2	4.483457e-01	
bmem_snacks2_119	1	12	GumiSnakes3.bmp	46	16	1	2	7.098301e+01	2	1.214036e+00	0	2	7.273485e+01	2	3.501992e-01	
bmem_snacks2_119	1	28	WerthersOriginal.bmp	15	17	1	2	7.463701e+01	2	1.824040e+00	1	3	7.700636e+01	3	2.268619e-02	
bmem_snacks2_119	1	41	DoritosMenupahBbq.bmp	0	18	0	2	7.859153e+01	2	1.861517e+00	0	3	8.099413e+01	3	2.429015e-01	
bmem_snacks2_119	1	33	CheetosSpicey.bmp	0	19	0	2	8.279635e+01	2	1.040688e+00	0	3	8.438137e+01	3	4.636756e-01	
bmem_snacks2_119	1	22	SkittlesSour4.bmp	53	20	1	2	8.640027e+01	2	9.088089e-01	1	2	8.785192e+01	2	3.451278e-01	
bmem_snacks2_119	1	18	KinderBuenoWhite2.bmp	5	21	1	2	8.975401e+01	2	1.067026e+00	0	3	9.135578e+01	3	2.972751e-01	
bmem_snacks2_119	1	47	Lotus.bmp	0	22	0	2	9.320791e+01	2	1.901133e+00	0	2	9.564397e+01	2	9.770776e-01	
bmem_snacks2_119	1	14	Halva2.bmp	9	23	1	2	9.818021e+01	2	1.624838e+00	0	2	1.003492e+02	2	4.158711e-01	
bmem_snacks2_119	1	37	ClickCornflakes.bmp	0	24	0	2	1.023182e+02	2	9.828338e-01	0	2	1.038365e+02	2	1.592584e+00	
bmem_snacks2_119	1	8	ClickXLbrown4.bmp	12	25	1	2	1.069900e+02	2	2.799057e+00	1	2	1.103271e+02	2	3.579547e-01	
bmem_snacks2_119	1	17	KinderBuenoBrown3.bmp	6	26	1	999	1.122460e+02	999	999	0	3	1.157665e+02	3	4.385250e-01	
bmem_snacks2_119	1	26	Tictac.bmp	52	27	1	2	1.177688e+02	2	1.300211e+00	1	3	1.196041e+02	3	2.968908e-01	
bmem_snacks2_119	1	34	ChocolateChipsCookies.bmp	0	28	0	4	1.214563e+02	4	1.972772e+00	0	4	1.239758e+02	4	2.612574e-01	
bmem_snacks2_119	1	3	Bounty.bmp	43	29	1	3	1.257944e+02	3	1.770592e+00	0	3	1.280970e+02	3	4.600212e-01	
bmem_snacks2_119	1	40	Crunch4.bmp	0	30	0	4	1.301160e+02	4	2.089022e+00	0	4	1.327525e+02	4	3.725570e-01	
bmem_snacks2_119	1	25	Tapuchips.bmp	13	31	1	3	1.346878e+02	3	2.805211e+00	1	3	1.380249e+02	3	5.401359e-01	
bmem_snacks2_119	1	27	Tortit.bmp	14	32	1	2	1.401273e+02	2	1.965754e+00	0	2	1.426301e+02	2	3.669658e-01	
bmem_snacks2_119	1	48	MikeAndIke.bmp	0	33	0	4	1.445490e+02	4	1.832029e+00	0	3	1.469182e+02	3	3.908212e-01	
bmem_snacks2_119	1	10	DoritosNatural.bmp	8	34	1	2	1.488704e+02	2	1.854654e+00	0	3	1.512731e+02	3	3.639579e-01	
bmem_snacks2_119	1	1	Bamba.bmp	51	35	1	2	1.531919e+02	2	2.445159e+00	0	2	1.561786e+02	2	4.024131e-01	
bmem_snacks2_119	1	51	Oreo.bmp	0	36	0	2	1.581308e+02	2	1.626260e+00	0	3	1.602999e+02	3	2.891461e-01	
bmem_snacks2_119	1	56	bagaleShminiot.bmp	0	37	0	3	1.621520e+02	3	2.797027e+00	0	3	1.654891e+02	3	3.079624e-01	
bmem_snacks2_119	1	9	DoritosGrill.bmp	10	38	1	2	1.673578e+02	2	1.455215e+00	1	3	1.693601e+02	3	1.169395e-01	
bmem_snacks2_119	1	38	CookiesSmile.bmp	0	39	0	999	1.710286e+02	999	999	0	3	1.745493e+02	3	2.077920e-01	
bmem_snacks2_119	1	35	ChocolateParaNuts2.bmp	0	40	0	4	1.763179e+02	4	1.855127e+00	0	4	1.787206e+02	4	2.844942e-01	
bmem_snacks2_119	1	45	KifkefMaklotChocolate.bmp	0	41	0	2	1.805560e+02	2	2.121065e+00	0	2	1.832257e+02	2	3.633529e-01	
bmem_snacks2_119	1	23	Smarties.bmp	44	42	1	2	1.851445e+02	2	9.165803e-01	1	2	1.865961e+02	2	3.129271e-01	
bmem_snacks2_119	1	52	PitaCrunch.bmp	0	43	0	3	1.884649e+02	3	1.860178e+00	0	4	1.908675e+02	4	4.334985e-01	
bmem_snacks2_119	1	30	Argaliyot.bmp	0	44	0	5	1.928531e+02	5	2.215924e+00	0	5	1.956063e+02	5	3.267746e-01	
bmem_snacks2_119	1	7	ClickBlackWhite3.bmp	54	45	1	2	1.974917e+02	2	1.569365e+00	0	3	1.995940e+02	3	2.350501e-01	
bmem_snacks2_119	1	36	ChocolateWhite.bmp	0	46	0	2	2.013794e+02	2	2.745643e+00	0	3	2.046664e+02	3	9.867181e-02	
bmem_snacks2_119	1	20	Mentos.bmp	48	47	1	4	2.063182e+02	4	2.566817e+00	0	3	2.094217e+02	3	6.633346e-01	
bmem_snacks2_119	1	50	MnM2.bmp	0	48	0	4	2.116409e+02	4	1.396168e+00	0	3	2.135764e+02	3	2.926281e-01	
bmem_snacks2_119	1	16	KifkefMaklot2.bmp	55	49	1	2	2.154285e+02	2	1.896585e+00	0	3	2.178646e+02	3	4.924307e-01	
bmem_snacks2_119	1	42	DoritusMexicanNacho.bmp	0	50	0	3	2.199169e+02	3	9.841505e-01	0	4	2.214352e+02	4	4.418590e-01	
bmem_snacks2_119	1	11	DoritosSourSpicy.bmp	7	51	1	4	2.234375e+02	4	1.487537e+00	1	4	2.254731e+02	4	3.159549e-01	
bmem_snacks2_119	1	39	Corny.bmp	0	52	0	3	2.273420e+02	3	2.879024e+00	0	3	2.307624e+02	3	9.064781e-02	
bmem_snacks2_119	1	4	Cheetos.bmp	11	53	1	4	2.324143e+02	4	2.422751e+00	0	4	2.353842e+02	4	3.168097e-01	
bmem_snacks2_119	1	55	Toblerone.bmp	0	54	0	5	2.372530e+02	5	2.472014e+00	0	5	2.402731e+02	5	3.239283e-01	
bmem_snacks2_119	1	53	Pringles.bmp	0	55	0	3	2.421585e+02	3	1.718515e+00	0	3	2.444110e+02	3	4.900362e-01	
bmem_snacks2_119	1	19	Loacker.bmp	16	56	1	3	2.464634e+02	3	2.301660e+00	0	3	2.492999e+02	3	3.051397e-01	
