Trial	StimName	Liking	RT
1	146.jpg	3.62222222222	3556
2	142.jpg	1.73333333333	2321
3	104.jpg	4.88888888889	2436
4	117.jpg	1.8	2399
5	113.jpg	6.04444444444	2303
6	103.jpg	5.68888888889	2001
7	131.jpg	0.888888888889	2103
8	101.jpg	4.82222222222	2021
9	112.jpg	6.02222222222	1905
10	121.jpg	2.68888888889	2681
11	119.jpg	2.84444444444	2014
12	118.jpg	1.64444444444	1973
13	111.jpg	2.75555555556	2585
14	127.jpg	1.91111111111	1969
15	116.jpg	1.66666666667	3670
16	123.jpg	3.77777777778	2270
17	130.jpg	1.6	2886
18	159.jpg	0.488888888889	2389
19	115.jpg	5.51111111111	1916
20	143.jpg	4.24444444444	1336
21	129.jpg	6.4	1319
22	105.jpg	1.55555555556	2085
23	128.jpg	6.57777777778	1739
24	154.jpg	2.88888888889	1584
25	102.jpg	6.62222222222	1482
26	132.jpg	1.48888888889	1754
27	158.jpg	1.31111111111	2288
28	114.jpg	1.24444444444	1650
29	108.jpg	1.37777777778	2153
30	157.jpg	1.6	1617
31	153.jpg	1.48888888889	2250
32	125.jpg	5.88888888889	2605
33	140.jpg	1.73333333333	1686
34	139.jpg	6.66666666667	2218
35	156.jpg	6.64444444444	2370
36	133.jpg	1.22222222222	1784
37	141.jpg	2.8	2020
38	151.jpg	0.933333333333	1985
39	120.jpg	5.55555555556	1701
40	148.jpg	1.11111111111	2204
41	144.jpg	6.97777777778	1618
42	136.jpg	4.68888888889	2253
43	137.jpg	1.17777777778	1303
44	160.jpg	0.955555555556	1400
45	134.jpg	3.91111111111	3645
46	152.jpg	6.68888888889	2214
47	126.jpg	1.62222222222	2036
48	149.jpg	0.622222222222	2186
49	147.jpg	1.82222222222	2122
50	122.jpg	7.2	1820
51	150.jpg	1.75555555556	2087
52	106.jpg	2.02222222222	1484
53	135.jpg	4.91111111111	2121
54	110.jpg	2.68888888889	2649
55	107.jpg	5.4	2535
56	155.jpg	1.84444444444	2354
57	124.jpg	6.97777777778	2140
58	109.jpg	1.77777777778	2303
59	145.jpg	1.6	1783
60	138.jpg	2.42222222222	2186
