subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
bmem_snacks_118	2	53	Pringles.bmp	0	1	0	5	3.020285e-02	5	2.597272e+00	0	2	3.167137e+00	2	1.516355e+00	
bmem_snacks_118	2	16	Kitkat.bmp	11	2	1	1	6.237146e+00	1	1.246329e+00	1	3	8.022539e+00	3	9.889392e-01	
bmem_snacks_118	2	11	Dubonim.bmp	53	3	1	1	1.057530e+01	1	9.721979e-01	0	3	1.209378e+01	3	7.976990e-01	
bmem_snacks_118	2	23	SkittlesFruits2.bmp	43	4	1	1	1.444635e+01	1	1.013126e+00	1	3	1.599822e+01	3	6.772746e-01	
bmem_snacks_118	2	20	Mentos.bmp	44	5	1	1	1.823391e+01	1	9.695881e-01	0	3	1.973569e+01	3	6.997863e-01	
bmem_snacks_118	2	28	WerthersOriginal.bmp	45	6	1	1	2.198817e+01	1	1.135313e+00	0	3	2.365672e+01	3	3.947521e-01	
bmem_snacks_118	2	12	Egozi.bmp	52	7	1	1	2.560890e+01	1	8.825706e-01	0	3	2.702716e+01	3	5.523342e-01	
bmem_snacks_118	2	40	Crunch4.bmp	0	8	0	5	2.912954e+01	5	2.481950e+00	0	5	3.214957e+01	5	1.861909e+00	
bmem_snacks_118	2	42	DoritusMexicanNacho.bmp	0	9	0	1	3.557021e+01	1	1.425271e+00	0	3	3.753895e+01	3	1.448545e+00	
bmem_snacks_118	2	6	ChocolateParaMarir2.bmp	9	10	1	1	4.054229e+01	1	1.589187e+00	1	3	4.267801e+01	3	7.654691e-01	
bmem_snacks_118	2	3	BambaNugat.bmp	46	11	1	1	4.499735e+01	1	9.821218e-01	1	3	4.651564e+01	3	5.198403e-01	
bmem_snacks_118	2	29	Abadi2.bmp	0	12	0	5	4.858472e+01	5	2.290755e+00	0	5	5.142121e+01	5	1.326273e+00	
bmem_snacks_118	2	48	MikeAndIke.bmp	0	13	0	5	5.430788e+01	5	1.607592e+00	0	5	5.646027e+01	5	3.352063e-01	
bmem_snacks_118	2	55	Toblerone.bmp	0	14	0	5	5.834559e+01	5	1.369883e+00	0	5	6.024773e+01	5	2.757536e-01	
bmem_snacks_118	2	50	MnM2.bmp	0	15	0	5	6.208316e+01	5	8.723066e-01	0	5	6.350148e+01	5	3.019778e-01	
bmem_snacks_118	2	33	CheetosSpicey.bmp	0	16	0	5	6.535350e+01	5	1.977978e+00	0	5	6.787297e+01	5	2.985324e-01	
bmem_snacks_118	2	5	BisliOnion.bmp	47	17	1	1	6.972514e+01	1	1.070344e+00	0	3	7.132685e+01	3	5.486324e-01	
bmem_snacks_118	2	19	Mekupelet.bmp	14	18	1	1	7.342919e+01	1	7.262865e-01	1	3	7.469734e+01	3	3.861443e-01	
bmem_snacks_118	2	56	bagaleShminiot.bmp	0	19	0	1	7.663286e+01	1	1.434623e+00	0	3	7.860170e+01	3	3.137850e-01	
bmem_snacks_118	2	18	Mars.bmp	15	20	1	1	8.047045e+01	1	8.210327e-01	0	3	8.183870e+01	3	3.167805e-01	
bmem_snacks_118	2	2	Bamba.bmp	48	21	1	1	8.370762e+01	1	7.838688e-01	1	3	8.502563e+01	3	4.098659e-01	
bmem_snacks_118	2	17	Loacker.bmp	54	22	1	1	8.699452e+01	1	8.089631e-01	1	3	8.834598e+01	3	3.374983e-01	
bmem_snacks_118	2	52	PitaCrunch.bmp	0	23	0	5	9.023148e+01	5	2.075999e+00	0	5	9.285107e+01	5	7.763989e-01	
bmem_snacks_118	2	30	Argaliyot.bmp	0	24	0	5	9.518697e+01	5	1.496513e+00	0	5	9.722261e+01	5	3.488694e-01	
bmem_snacks_118	2	41	DoritosMenupahBbq.bmp	0	25	0	5	9.912479e+01	5	1.566690e+00	0	5	1.012272e+02	5	3.283251e-01	
bmem_snacks_118	2	44	Kifkef.bmp	0	26	0	5	1.031125e+02	5	1.890952e+00	0	5	1.055487e+02	5	2.628043e-01	
bmem_snacks_118	2	15	KinderBuenoWhite2.bmp	16	27	1	1	1.073674e+02	1	8.281213e-01	1	3	1.087356e+02	3	5.479111e-01	
