subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
bmem_snacks_107	1	38	CookiesSmile.bmp	0	1	0	5	3.000798e-02	5	1.126539e+00	0	5	1.698577e+00	5	4.019895e-01	
bmem_snacks_107	1	22	PesekZman.bmp	44	2	1	1	3.650749e+00	1	9.458235e-01	1	4	5.135755e+00	4	2.100794e+00	
bmem_snacks_107	1	3	ChocolateParaMarir2.bmp	9	3	1	1	8.789791e+00	1	1.158754e+00	0	4	1.049176e+01	4	1.200783e+00	
bmem_snacks_107	1	31	BisliBbq.bmp	0	4	0	5	1.324485e+01	5	1.671704e+00	0	5	1.544734e+01	5	1.341203e+00	
bmem_snacks_107	1	42	DoritusMexicanNacho.bmp	0	5	0	5	1.835054e+01	5	1.950046e+00	0	5	2.083663e+01	5	1.511913e+00	
bmem_snacks_107	1	10	GumiSnakes3.bmp	17	6	1	1	2.390680e+01	1	1.243169e+00	0	3	2.569207e+01	3	2.024490e+00	
bmem_snacks_107	1	32	BisliFalafel.bmp	0	7	0	999	2.926279e+01	999	999	0	2	3.280009e+01	2	1.132463e+00	
bmem_snacks_107	1	34	ChocolateChipsCookies.bmp	0	8	0	5	3.548650e+01	5	1.574048e+00	0	5	3.758886e+01	5	4.796931e-01	
bmem_snacks_107	1	24	SkittlesFruits2.bmp	15	9	1	1	3.962446e+01	1	1.156068e+00	1	1	4.130974e+01	1	9.188026e-01	
bmem_snacks_107	1	55	Toblerone.bmp	0	10	0	5	4.377907e+01	5	1.225469e+00	0	5	4.554778e+01	5	8.727707e-01	
bmem_snacks_107	1	16	KinderBuenoWhite2.bmp	5	11	1	1	4.796711e+01	1	1.405474e+00	0	2	4.990267e+01	2	1.037882e+00	
bmem_snacks_107	1	25	SkittlesSour4.bmp	16	12	1	1	5.248884e+01	1	8.837068e-01	0	3	5.390716e+01	3	1.177383e+00	
bmem_snacks_107	1	13	HappyHippo.bmp	43	13	1	1	5.664351e+01	1	1.041074e+00	0	2	5.822862e+01	2	8.399272e-01	
bmem_snacks_107	1	45	KifkefMaklotChocolate.bmp	0	14	0	5	6.061467e+01	5	1.349882e+00	0	5	6.250006e+01	5	1.624490e+00	
bmem_snacks_107	1	9	CrunchShokoVanil.bmp	56	15	1	1	6.568703e+01	1	1.093559e+00	0	3	6.732218e+01	3	7.143720e-01	
bmem_snacks_107	1	8	CrunchBisquitWhite2.bmp	13	16	1	1	6.959143e+01	1	1.029163e+00	1	2	7.115982e+01	2	1.548732e+00	
bmem_snacks_107	1	12	Halva2.bmp	46	17	1	1	7.426334e+01	1	1.165202e+00	0	2	7.596523e+01	2	1.807319e+00	
bmem_snacks_107	1	6	ClickBalls5.bmp	47	18	1	1	7.931896e+01	1	8.295870e-01	1	3	8.068719e+01	3	1.149348e+00	
