subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
bmem_snacks_110	2	40	Crunch4.bmp	0	1	0	1	2.997047e-02	1	1.672777e+00	0	3	2.249155e+00	3	2.253590e+00	
bmem_snacks_110	2	3	BisliGrill.bmp	15	2	1	1	6.053387e+00	1	1.401360e+00	0	2	7.988951e+00	2	1.537798e+00	
bmem_snacks_110	2	2	BagaleShtuhim.bmp	50	3	1	1	1.107567e+01	1	1.547073e+00	0	3	1.316131e+01	3	1.429460e+00	
bmem_snacks_110	2	51	Oreo.bmp	0	4	0	3	1.614799e+01	3	2.122755e+00	0	4	1.880103e+01	4	1.437718e+00	
bmem_snacks_110	2	44	Kifkef.bmp	0	5	0	2	2.178766e+01	2	2.131089e+00	0	3	2.445748e+01	3	5.972681e-01	
bmem_snacks_110	2	20	KashitSour.bmp	17	6	1	1	2.660977e+01	1	1.452978e+00	1	2	2.859536e+01	2	5.073873e-01	
bmem_snacks_110	2	17	HappyHippo.bmp	46	7	1	1	3.066424e+01	1	1.494506e+00	1	3	3.269992e+01	3	8.428314e-01	
bmem_snacks_110	2	48	MikeAndIke.bmp	0	8	0	4	3.510258e+01	4	2.296175e+00	0	4	3.793916e+01	4	1.347591e+00	
bmem_snacks_110	2	23	KinderBuenoWhite2.bmp	12	9	1	2	4.084232e+01	2	1.860428e+00	0	3	4.324511e+01	3	1.353645e+00	
bmem_snacks_110	2	19	Hit.bmp	43	10	1	2	4.614835e+01	2	1.946527e+00	1	4	4.863437e+01	4	1.852379e+00	
bmem_snacks_110	2	53	Pringles.bmp	0	11	0	5	5.203822e+01	5	2.016526e+00	0	5	5.459109e+01	5	4.956608e-01	
bmem_snacks_110	2	15	GumiSnakes3.bmp	8	12	1	1	5.664337e+01	1	1.715374e+00	1	2	5.889596e+01	2	1.286791e+00	
bmem_snacks_110	2	4	Cheetos.bmp	48	13	1	1	6.173242e+01	1	1.338333e+00	1	2	6.360122e+01	2	1.053524e+00	
bmem_snacks_110	2	31	BisliBbq.bmp	0	14	0	3	6.620411e+01	3	2.418636e+00	0	3	6.915740e+01	3	3.053526e-01	
bmem_snacks_110	2	33	CheetosSpicey.bmp	0	15	0	999	7.100948e+01	999	999	0	4	7.454673e+01	4	8.920180e-01	
bmem_snacks_110	2	27	Tortit.bmp	51	16	1	2	7.699954e+01	2	1.343202e+00	1	2	7.888508e+01	2	1.857665e+00	
bmem_snacks_110	2	21	KifkefMaklot2.bmp	49	17	1	2	8.230549e+01	2	1.773246e+00	1	4	8.462468e+01	4	1.206066e+00	
bmem_snacks_110	2	28	Twist.bmp	47	18	1	4	8.739452e+01	4	1.572244e+00	0	4	8.949689e+01	4	2.858658e-01	
bmem_snacks_110	2	47	Lotus.bmp	0	19	0	5	9.133220e+01	5	1.594545e+00	0	5	9.346799e+01	5	3.467578e-01	
bmem_snacks_110	2	11	ClickBlackWhite3.bmp	5	20	1	1	9.537008e+01	1	1.420662e+00	0	1	9.732225e+01	1	6.124974e-01	
bmem_snacks_110	2	1	BabyDoll.bmp	53	21	1	1	9.949136e+01	1	1.187383e+00	0	2	1.012099e+02	2	7.568348e-01	
bmem_snacks_110	2	26	Tictac.bmp	56	22	1	1	1.035292e+02	1	1.981521e+00	0	3	1.060488e+02	3	1.557991e+00	
bmem_snacks_110	2	39	Corny.bmp	0	23	0	5	1.091689e+02	5	1.325869e+00	0	4	1.110377e+02	4	1.833090e+00	
bmem_snacks_110	2	8	ChocolateParaSucariotKoftzot2.bmp	14	24	1	1	1.144247e+02	1	1.422026e+00	1	2	1.163770e+02	2	2.697702e-01	
bmem_snacks_110	2	29	Abadi2.bmp	0	25	0	4	1.181957e+02	4	2.435099e+00	0	4	1.211656e+02	4	7.531543e-01	
bmem_snacks_110	2	10	ClickBisquit2.bmp	16	26	1	1	1.234682e+02	1	1.906499e+00	1	3	1.259043e+02	3	1.878420e+00	
bmem_snacks_110	2	9	ClickBalls5.bmp	6	27	1	2	1.293415e+02	2	2.529295e+00	0	3	1.324117e+02	3	4.350318e-01	
bmem_snacks_110	2	45	KifkefMaklotChocolate.bmp	0	28	0	2	1.343972e+02	2	1.521593e+00	0	4	1.364495e+02	4	4.452824e-01	
bmem_snacks_110	2	18	HispusimShatiah.bmp	13	29	1	1	1.384516e+02	1	1.379122e+00	0	2	1.403704e+02	2	2.372314e+00	
bmem_snacks_110	2	52	PitaCrunch.bmp	0	30	0	5	1.442915e+02	5	1.515216e+00	0	5	1.463439e+02	5	2.148692e-01	
bmem_snacks_110	2	13	Dubonim.bmp	44	31	1	4	1.481124e+02	4	2.422306e+00	0	4	1.510658e+02	4	1.332985e+00	
bmem_snacks_110	2	34	ChocolateChipsCookies.bmp	0	32	0	4	1.539523e+02	4	1.726395e+00	0	4	1.562215e+02	4	3.372040e-01	
bmem_snacks_110	2	32	BisliFalafel.bmp	0	33	0	4	1.581071e+02	4	1.483700e+00	0	4	1.601259e+02	4	2.648047e-01	
bmem_snacks_110	2	7	ChocolateParaMilk3.bmp	10	34	1	1	1.619447e+02	1	1.334048e+00	0	2	1.638134e+02	2	9.533866e-01	
bmem_snacks_110	2	54	TapuchipsCrunch2.bmp	0	35	0	4	1.663162e+02	4	1.530510e+00	0	4	1.683852e+02	4	2.615779e-01	
bmem_snacks_110	2	35	ChocolateParaNuts2.bmp	0	36	0	3	1.702039e+02	3	2.506813e+00	0	4	1.732406e+02	4	6.861802e-01	
bmem_snacks_110	2	6	ChocolateParaMarir2.bmp	9	37	1	2	1.754765e+02	2	1.874251e+00	1	2	1.778958e+02	2	2.949053e-01	
bmem_snacks_110	2	5	ChocolateParaCookies5.bmp	7	38	1	1	1.797480e+02	1	1.194784e+00	0	2	1.814832e+02	2	3.955826e-01	
bmem_snacks_110	2	46	KinderFingers.bmp	0	39	0	4	1.834354e+02	4	1.595354e+00	0	4	1.855711e+02	4	4.596201e-01	
bmem_snacks_110	2	41	DoritosMenupahBbq.bmp	0	40	0	5	1.875900e+02	5	1.600774e+00	0	5	1.897257e+02	5	2.410531e-01	
bmem_snacks_110	2	36	ChocolateWhite.bmp	0	41	0	5	1.915278e+02	5	1.406979e+00	0	5	1.934632e+02	5	1.515322e-01	
bmem_snacks_110	2	25	Shugi.bmp	52	42	1	5	1.951652e+02	5	1.009537e+00	0	5	1.967169e+02	5	2.099142e-01	
bmem_snacks_110	2	55	Toblerone.bmp	0	43	0	5	1.984855e+02	5	1.697226e+00	0	5	2.007214e+02	5	1.653952e-01	
bmem_snacks_110	2	14	Egozi.bmp	18	44	1	3	2.024400e+02	3	2.278704e+00	0	3	2.052598e+02	3	6.269005e-01	
bmem_snacks_110	2	24	Loacker.bmp	55	45	1	3	2.074456e+02	3	1.441198e+00	0	3	2.094311e+02	3	2.396399e-01	
