subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
bmem_snacks_129	1	56	bagaleShminiot.bmp	0	1	0	5	3.006714e-02	5	2.192573e+00	0	5	2.766517e+00	5	7.681174e-01	
bmem_snacks_129	1	29	Abadi2.bmp	0	2	0	3	5.085704e+00	3	2.344930e+00	0	5	7.972312e+00	5	7.863282e-01	
bmem_snacks_129	1	6	ChocolateParaMilk3.bmp	43	3	1	1	1.030824e+01	1	2.026397e+00	0	3	1.287778e+01	3	9.528389e-01	
bmem_snacks_129	1	18	Mentos.bmp	5	4	1	3	1.538061e+01	3	2.930034e+00	0	5	1.885111e+01	5	1.155555e+00	
bmem_snacks_129	1	51	Oreo.bmp	0	5	0	5	2.155415e+01	5	1.636478e+00	0	5	2.372328e+01	5	2.513665e-01	
bmem_snacks_129	1	11	Dubonim.bmp	13	6	1	1	2.552530e+01	1	1.081333e+00	1	5	2.714375e+01	5	1.606897e+00	
bmem_snacks_129	1	27	Twix.bmp	53	7	1	1	3.031389e+01	1	1.940752e+00	1	3	3.280005e+01	3	1.190590e+00	
bmem_snacks_129	1	32	BisliFalafel.bmp	0	8	0	3	3.555317e+01	3	2.485463e+00	0	3	3.857325e+01	3	3.134169e-01	
bmem_snacks_129	1	2	BisliGrill.bmp	18	9	1	1	4.044192e+01	1	1.740717e+00	1	5	4.272787e+01	5	8.147671e-01	
bmem_snacks_129	1	40	Crunch4.bmp	0	10	0	5	4.509729e+01	5	1.845362e+00	0	5	4.748325e+01	5	3.313858e-01	
bmem_snacks_129	1	1	BambaSweet.bmp	45	11	1	1	4.936863e+01	1	1.294006e+00	1	3	5.120403e+01	3	1.746609e+00	
bmem_snacks_129	1	50	MnM2.bmp	0	12	0	5	5.450768e+01	5	2.274958e+00	0	5	5.732759e+01	5	3.190510e-01	
bmem_snacks_129	1	41	DoritosMenupahBbq.bmp	0	13	0	3	5.919632e+01	3	1.674309e+00	0	5	6.141548e+01	5	6.551583e-01	
bmem_snacks_129	1	3	Bounty.bmp	52	14	1	1	6.363455e+01	1	1.292087e+00	1	1	6.547001e+01	1	2.486350e-01	
bmem_snacks_129	1	35	ChocolateParaNuts2.bmp	0	15	0	3	6.727212e+01	3	2.702514e+00	0	5	7.050900e+01	5	5.216384e-01	
bmem_snacks_129	1	42	DoritusMexicanNacho.bmp	0	16	0	1	7.259468e+01	1	1.155957e+00	0	3	7.429657e+01	3	3.580717e-01	
bmem_snacks_129	1	28	WerthersOriginal.bmp	12	17	1	1	7.621539e+01	1	9.832473e-01	1	3	7.773377e+01	3	3.608746e-01	
bmem_snacks_129	1	7	ClickBlackWhite3.bmp	11	18	1	1	7.965263e+01	1	1.826006e+00	0	3	8.202188e+01	3	8.327854e-01	
bmem_snacks_129	1	12	Egozi.bmp	54	19	1	1	8.440793e+01	1	9.027031e-01	0	1	8.584278e+01	1	6.278634e-01	
bmem_snacks_129	1	45	KifkefMaklotChocolate.bmp	0	20	0	1	8.802859e+01	1	1.938046e+00	0	3	9.049806e+01	3	4.045819e-01	
bmem_snacks_129	1	43	Hispusim.bmp	0	21	0	3	9.246687e+01	3	2.435783e+00	0	3	9.543694e+01	3	2.736810e-01	
bmem_snacks_129	1	17	Mekupelet.bmp	56	22	1	3	9.727228e+01	3	1.302353e+00	0	5	9.910769e+01	5	1.869363e-01	
bmem_snacks_129	1	49	MilkeyWay.bmp	0	23	0	5	1.008429e+02	5	9.317155e-01	0	5	1.023113e+02	5	1.913630e-01	
bmem_snacks_129	1	4	Cheetos.bmp	10	24	1	1	1.040632e+02	1	1.295412e+00	1	3	1.058986e+02	3	3.880572e-01	
bmem_snacks_129	1	22	Taami.bmp	17	25	1	1	1.078509e+02	1	9.077512e-01	0	3	1.093025e+02	3	1.681504e-01	
bmem_snacks_129	1	26	Twist.bmp	44	26	1	1	1.110211e+02	1	8.095678e-01	1	1	1.123725e+02	1	9.813725e-02	
bmem_snacks_129	1	21	Smarties.bmp	46	27	1	1	1.140244e+02	1	8.941966e-01	0	1	1.154594e+02	1	1.392343e-01	
bmem_snacks_129	1	5	ChocolateParaMarir2.bmp	55	28	1	1	1.171613e+02	1	1.421326e+00	0	3	1.191134e+02	3	3.092349e-01	
bmem_snacks_129	1	33	CheetosSpicey.bmp	0	29	0	5	1.209822e+02	5	1.288396e+00	0	5	1.228009e+02	5	1.017027e-01	
