subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_067 arizona 2 1 MrGoodbar.bmp 2 4.801847e+00 1.258374e+00 b 8.40 29 36 1.026667
BMS_067 arizona 2 2 Toberlorone.bmp 3 1.440554e+01 1.739665e+00 y 18.01 1 54 2.553333
BMS_067 arizona 2 3 Granolabar.bmp 2 2.400923e+01 1.098025e+00 b 27.61 26 24 1.040000
BMS_067 arizona 2 4 3Musketeers.bmp 3 3.361292e+01 2.297340e+00 y 37.21 35 2 0.800000
BMS_067 arizona 2 5 Fritos.bmp 3 4.321657e+01 1.346682e+00 y 46.80 38 18 0.766667
BMS_067 arizona 2 6 Slimjim.bmp 1 5.280363e+01 1.359623e+00 b 56.41 13 49 1.506667
BMS_067 arizona 2 7 Lollipopred.bmp 1 6.240728e+01 1.908987e+00 y 66.01 47 32 0.706667
BMS_067 arizona 2 8 TeddyGrahamschocolate.bmp 2 7.201097e+01 2.430286e+00 y 75.61 7 53 1.740000
BMS_067 arizona 2 9 Cheetos.bmp 3 8.161471e+01 2.225570e+00 y 85.23 41 8 0.753333
BMS_067 arizona 2 10 Goldfish.bmp 3 9.120173e+01 3.600000e+00 x 94.84 53 23 0.020000
BMS_067 arizona 2 11 MrGoodbar.bmp 1 1.008054e+02 1.541891e+00 b 104.41 29 36 1.026667
BMS_067 arizona 2 12 Ghiradelli_milk_Almonds.bmp 1 1.104091e+02 1.041159e+00 b 114.01 4 22 2.246667
BMS_067 arizona 2 13 SourSkittles.bmp 2 1.200128e+02 1.734410e+00 y 123.61 30 51 1.026667
BMS_067 arizona 2 14 3Musketeers.bmp 2 1.296165e+02 1.781777e+00 b 133.20 35 2 0.800000
BMS_067 arizona 2 15 AnimalCrackers.bmp 1 1.392035e+02 1.297730e+00 b 142.80 19 4 1.333333
BMS_067 arizona 2 16 Ghiradelli_milk_Almonds.bmp 2 1.488072e+02 1.344113e+00 y 152.41 4 22 2.246667
BMS_067 arizona 2 17 FigNewton_small.bmp 2 1.584109e+02 2.280427e+00 b 162.01 10 16 1.520000
BMS_067 arizona 2 18 Lollipopred.bmp 3 1.680146e+02 1.580691e+00 y 171.62 47 32 0.706667
BMS_067 arizona 2 19 Sourpatch.bmp 3 1.776016e+02 2.269670e+00 y 181.20 16 52 1.486667
BMS_067 arizona 2 20 PayDay.bmp 3 1.872053e+02 1.659955e+00 y 190.81 31 39 1.006667
BMS_067 arizona 2 21 Granolabar.bmp 1 1.968090e+02 1.264282e+00 b 200.41 26 24 1.040000
BMS_067 arizona 2 22 Butterfinger.bmp 1 2.064127e+02 1.324591e+00 b 210.01 28 6 1.033333
BMS_067 arizona 2 23 PayDay.bmp 2 2.160164e+02 1.175905e+00 b 219.62 31 39 1.006667
BMS_067 arizona 2 24 Slimjim.bmp 2 2.256033e+02 1.436937e+00 b 229.20 13 49 1.506667
BMS_067 arizona 2 25 Sourpatch.bmp 1 2.352070e+02 1.220234e+00 b 238.81 16 52 1.486667
BMS_067 arizona 2 26 Reeses.bmp 3 2.448108e+02 1.618454e+00 b 248.41 27 45 1.040000
BMS_067 arizona 2 27 Jollyrancherred.bmp 2 2.544144e+02 1.943815e+00 y 258.02 56 27 0.013333
BMS_067 arizona 2 28 Twix.bmp 1 2.640015e+02 1.009668e+00 b 267.60 44 55 0.746667
BMS_067 arizona 2 29 MrGoodbar.bmp 3 2.736051e+02 2.344055e+00 y 277.21 29 36 1.026667
BMS_067 arizona 2 30 PeanutMMs.bmp 3 2.832088e+02 1.268360e+00 y 286.81 25 40 1.240000
BMS_067 arizona 2 31 PeanutMMs.bmp 2 2.928125e+02 1.291767e+00 y 296.41 25 40 1.240000
BMS_067 arizona 2 32 AnimalCrackers.bmp 3 3.024163e+02 3.224053e+00 y 306.02 19 4 1.333333
BMS_067 arizona 2 33 Slimjim.bmp 3 3.120032e+02 1.471051e+00 y 315.60 13 49 1.506667
BMS_067 arizona 2 34 100grand_small.bmp 3 3.216069e+02 1.364267e+00 y 325.21 32 1 1.000000
BMS_067 arizona 2 35 Toberlorone.bmp 2 3.312106e+02 2.607645e+00 b 334.81 1 54 2.553333
BMS_067 arizona 2 36 FigNewton_small.bmp 1 3.408143e+02 1.037958e+00 b 344.42 10 16 1.520000
