subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_093 arizona 1 1 Keeblerfudgestripes.bmp 2 4.801805e+00 2.215975e+00 y 8.40 38 28 0.846667
BMS_093 arizona 1 2 PringlesRed.bmp 2 1.440550e+01 1.095302e+00 y 18.01 53 43 0.086667
BMS_093 arizona 1 3 Ghiradelli_milk_Almonds.bmp 2 2.400919e+01 1.701596e+00 y 27.61 1 22 2.113333
BMS_093 arizona 1 4 CheesyDoritos.bmp 2 3.361293e+01 1.193863e+00 y 37.21 29 7 1.120000
BMS_093 arizona 1 5 Toberlorone.bmp 2 4.321662e+01 2.026184e+00 b 46.80 4 54 1.800000
BMS_093 arizona 1 6 Slimjim.bmp 3 5.280360e+01 3.031192e+00 g 56.40 56 49 0.013333
BMS_093 arizona 1 7 BabyRuth.bmp 1 6.240729e+01 2.763505e+00 y 66.01 19 5 1.306667
BMS_093 arizona 1 8 Ghiradelli_milk_Almonds.bmp 1 7.201098e+01 1.412805e+00 b 75.61 1 22 2.113333
BMS_093 arizona 1 9 Hersheymilk_several.bmp 1 8.161467e+01 2.518123e+00 y 85.22 47 26 0.393333
BMS_093 arizona 1 10 BabyRuth.bmp 3 9.120174e+01 1.933066e+00 y 94.80 19 5 1.306667
BMS_093 arizona 1 11 Keeblerfudgestripes.bmp 1 1.008054e+02 1.624374e+00 g 104.41 38 28 0.846667
BMS_093 arizona 1 12 Oreos.bmp 1 1.104091e+02 1.334724e+00 b 114.01 10 38 1.606667
BMS_093 arizona 1 13 Chocolate_mm.bmp 1 1.200128e+02 2.412983e+00 g 123.61 27 11 1.160000
BMS_093 arizona 1 14 SourSkittles.bmp 1 1.296165e+02 1.354288e+00 r 133.22 41 51 0.786667
BMS_093 arizona 1 15 RitzBitz2.bmp 3 1.392035e+02 2.403274e+00 g 142.80 44 47 0.740000
BMS_093 arizona 1 16 Doritosranch.bmp 2 1.488072e+02 1.634582e+00 y 152.41 50 13 0.220000
BMS_093 arizona 1 17 SourSkittles.bmp 3 1.584109e+02 2.981942e+00 r 162.01 41 51 0.786667
BMS_093 arizona 1 18 SourSkittles.bmp 2 1.680146e+02 1.827205e+00 y 171.62 41 51 0.786667
BMS_093 arizona 1 19 Skittles.bmp 3 1.776016e+02 1.664231e+00 y 181.20 7 48 1.660000
BMS_093 arizona 1 20 RitzBitz2.bmp 1 1.872053e+02 2.030540e+00 g 190.81 44 47 0.740000
BMS_093 arizona 1 21 3Musketeers.bmp 2 1.968090e+02 1.874804e+00 b 200.41 13 2 1.373333
BMS_093 arizona 1 22 Twix.bmp 3 2.064127e+02 1.574110e+00 y 210.01 16 55 1.360000
BMS_093 arizona 1 23 Skittles.bmp 1 2.160164e+02 2.150359e+00 y 219.62 7 48 1.660000
BMS_093 arizona 1 24 Slimjim.bmp 1 2.256034e+02 1.751400e+00 r 229.20 56 49 0.013333
BMS_093 arizona 1 25 CheesyDoritos.bmp 1 2.352071e+02 2.665748e+00 y 238.81 29 7 1.120000
BMS_093 arizona 1 26 Chocolate_mm.bmp 2 2.448108e+02 1.687057e+00 y 248.41 27 11 1.160000
BMS_093 arizona 1 27 Keeblerfudgestripes.bmp 3 2.544145e+02 3.397371e+00 r 258.02 38 28 0.846667
BMS_093 arizona 1 28 Crunch.bmp 2 2.640015e+02 1.596193e+00 b 267.60 35 12 0.920000
BMS_093 arizona 1 29 Chocolate_mm.bmp 3 2.736052e+02 1.762658e+00 y 277.21 27 11 1.160000
BMS_093 arizona 1 30 Ghiradelli_milk_Almonds.bmp 3 2.832089e+02 3.300936e+00 r 286.81 1 22 2.113333
BMS_093 arizona 1 31 PopTartsCinnamon.bmp 1 2.928126e+02 2.084232e+00 g 296.41 22 41 1.266667
BMS_093 arizona 1 32 Twix.bmp 1 3.024162e+02 2.057592e+00 b 306.02 16 55 1.360000
BMS_093 arizona 1 33 Cheetos.bmp 3 3.120033e+02 1.772564e+00 y 315.60 26 8 1.166667
BMS_093 arizona 1 34 3Musketeers.bmp 3 3.216070e+02 1.121861e+00 y 325.21 13 2 1.373333
BMS_093 arizona 1 35 Crunch.bmp 3 3.312106e+02 2.339083e+00 y 334.81 35 12 0.920000
BMS_093 arizona 1 36 PopTartsCinnamon.bmp 3 3.408144e+02 2.117402e+00 g 344.42 22 41 1.266667
