subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_063 arizona 1 1 Oreos.bmp 3 4.801805e+00 2.514322e+00 y 8.40 19 38 1.986667
BMS_063 arizona 1 2 Dots_one.bmp 1 1.440550e+01 3.106619e+00 g 18.01 47 14 1.340000
BMS_063 arizona 1 3 Almondjoy.bmp 2 2.400923e+01 2.951894e+00 b 27.61 50 3 1.066667
BMS_063 arizona 1 4 Redvines_small.bmp 2 3.361292e+01 2.453207e+00 y 37.21 38 44 1.633333
BMS_063 arizona 1 5 Lollipopred.bmp 2 4.321661e+01 2.849517e+00 y 46.80 31 32 1.780000
BMS_063 arizona 1 6 Keeblerfudgestripes.bmp 2 5.280363e+01 2.861408e+00 y 56.41 13 28 2.033333
BMS_063 arizona 1 7 100grand_small.bmp 2 6.240728e+01 1.926860e+00 b 66.01 32 1 1.766667
BMS_063 arizona 1 8 100grand_small.bmp 3 7.201101e+01 3.248128e+00 g 75.61 32 1 1.766667
BMS_063 arizona 1 9 Lollipopred.bmp 3 8.161466e+01 2.786430e+00 g 85.22 31 32 1.780000
BMS_063 arizona 1 10 FigNewton_small.bmp 1 9.120172e+01 3.099427e+00 g 94.80 28 16 1.793333
BMS_063 arizona 1 11 SourSkittles.bmp 3 1.008054e+02 2.169771e+00 g 104.41 30 51 1.786667
BMS_063 arizona 1 12 Dots_one.bmp 2 1.104091e+02 2.495929e+00 y 114.01 47 14 1.340000
BMS_063 arizona 1 13 PayDay.bmp 2 1.200128e+02 2.036403e+00 b 123.61 56 39 0.740000
BMS_063 arizona 1 14 Redvines_small.bmp 1 1.296165e+02 2.128661e+00 g 133.22 38 44 1.633333
BMS_063 arizona 1 15 Chocolate_mm.bmp 1 1.392035e+02 3.480681e+00 y 142.80 44 11 1.513333
BMS_063 arizona 1 16 Snickers.bmp 3 1.488072e+02 2.479952e+00 g 152.41 4 50 2.353333
BMS_063 arizona 1 17 FamousAmos_small.bmp 2 1.584108e+02 1.878321e+00 y 162.01 29 15 1.786667
BMS_063 arizona 1 18 Chocolate_mm.bmp 3 1.680145e+02 2.020622e+00 g 171.62 44 11 1.513333
BMS_063 arizona 1 19 FigNewton_small.bmp 2 1.776016e+02 1.665508e+00 b 181.20 28 16 1.793333
BMS_063 arizona 1 20 Cheezits.bmp 2 1.872053e+02 3.600000e+00 x 190.84 16 9 2.000000
BMS_063 arizona 1 21 Oreos.bmp 2 1.968090e+02 2.215175e+00 y 200.41 19 38 1.986667
BMS_063 arizona 1 22 Twix.bmp 3 2.064126e+02 3.082416e+00 y 210.01 27 55 1.813333
BMS_063 arizona 1 23 SourSkittles.bmp 2 2.160163e+02 1.436839e+00 y 219.62 30 51 1.786667
BMS_063 arizona 1 24 BabyRuth.bmp 3 2.256033e+02 2.645822e+00 g 229.20 10 5 2.060000
BMS_063 arizona 1 25 AnimalCrackers.bmp 3 2.352070e+02 2.599134e+00 y 238.81 7 4 2.166667
BMS_063 arizona 1 26 BabyRuth.bmp 1 2.448107e+02 2.973450e+00 r 248.41 10 5 2.060000
BMS_063 arizona 1 27 Keeblerfudgestripes.bmp 3 2.544144e+02 2.456752e+00 g 258.02 13 28 2.033333
BMS_063 arizona 1 28 PringlesRed.bmp 1 2.640181e+02 2.431004e+00 b 267.60 22 43 1.973333
BMS_063 arizona 1 29 AnimalCrackers.bmp 2 2.736051e+02 2.429048e+00 y 277.21 7 4 2.166667
BMS_063 arizona 1 30 PringlesRed.bmp 2 2.832088e+02 1.482315e+00 b 286.81 22 43 1.973333
BMS_063 arizona 1 31 TeddyGrahamschocolate.bmp 2 2.928125e+02 2.467669e+00 y 296.41 25 53 1.953333
BMS_063 arizona 1 32 Cheetos.bmp 2 3.024162e+02 1.994990e+00 y 306.02 35 8 1.733333
BMS_063 arizona 1 33 Lollipopred.bmp 1 3.120032e+02 2.650964e+00 r 315.60 31 32 1.780000
BMS_063 arizona 1 34 PayDay.bmp 3 3.216069e+02 3.600000e+00 x 325.24 56 39 0.740000
BMS_063 arizona 1 35 Slimjim.bmp 1 3.312106e+02 2.080542e+00 r 334.81 53 49 0.980000
BMS_063 arizona 1 36 Twix.bmp 2 3.408143e+02 2.349901e+00 b 344.42 27 55 1.813333
