subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_091 1 1 1 1 4.801847e+00 Chocolate_mm.bmp BabyRuth.bmp 21 22 1 b 2 1 0.984740 39 42 1.253333 1.053333 
BMS_091 1 1 1 2 1.080411e+01 Dots_one.bmp Butterfinger.bmp 22 21 0 b 2 0 0.634492 48 43 0.946667 1.046667 
BMS_091 1 1 1 3 1.680642e+01 Laysclassic.bmp Chocolate_mm.bmp 22 21 0 y 2 1 0.649177 40 39 1.253333 1.253333 
BMS_091 1 1 1 4 2.280873e+01 Butterfinger.bmp Nutterbutter.bmp 21 22 1 y 2 0 0.772872 43 46 1.046667 1.026667 
BMS_091 1 1 1 5 2.881108e+01 Whatchamacallit.bmp Dots_one.bmp 21 22 1 y 2 0 0.720528 45 48 1.040000 0.946667 
BMS_091 1 1 1 6 3.481339e+01 Nutterbutter.bmp Chocolate_mm.bmp 22 21 0 y 2 1 0.619219 46 39 1.026667 1.253333 
BMS_091 1 1 1 7 4.081569e+01 Lollipopred.bmp BabyRuth.bmp 21 22 1 b 2 1 0.904837 49 42 0.873333 1.053333 
BMS_091 1 1 1 8 4.680133e+01 TeddyGrahamschocolate.bmp SourSkittles.bmp 12 11 0 y 1 1 0.715225 9 14 2.026667 1.993333 
BMS_091 1 1 1 9 5.280364e+01 3Musketeers.bmp PopTartsStrawberry.bmp 11 12 1 y 1 0 0.784959 18 11 1.786667 2.013333 
BMS_091 1 1 1 10 5.880590e+01 Twix.bmp SourSkittles.bmp 12 11 0 y 1 1 1.006697 17 14 1.813333 1.993333 
BMS_091 1 1 1 11 6.480821e+01 Oreos.bmp PopTartsStrawberry.bmp 11 12 1 b 1 1 1.000404 12 11 2.006667 2.013333 
BMS_091 1 1 1 12 7.082720e+01 BabyRuth.bmp Butterfinger.bmp 22 21 0 y 2 1 0.592396 42 43 1.053333 1.046667 
BMS_091 1 1 1 13 7.681282e+01 Oreos.bmp Snickers.bmp 11 12 1 b 1 1 0.899789 12 15 2.006667 1.846667 
BMS_091 1 1 1 14 8.281513e+01 TeddyGrahamschocolate.bmp Oreos.bmp 12 11 0 y 1 1 0.809479 9 12 2.026667 2.006667 
BMS_091 1 1 1 15 8.881748e+01 Twix.bmp Oreos.bmp 12 11 0 b 1 0 1.453129 17 12 1.813333 2.006667 
BMS_091 1 1 1 16 9.480307e+01 Whatchamacallit.bmp Nutterbutter.bmp 21 22 1 y 2 0 1.007501 45 46 1.040000 1.026667 
BMS_091 1 1 1 17 1.008054e+02 Whatchamacallit.bmp BabyRuth.bmp 21 22 1 b 2 1 1.047177 45 42 1.040000 1.053333 
