Trial	StimName	Bid	RT
1	Granolabar.bmp	1.03333333333	3479
2	Fritos.bmp	0.813333333333	5090
3	3Musketeers.bmp	1.50666666667	3155
4	CheesyDoritos.bmp	2.47333333333	6296
5	PopTartsStrawberry.bmp	1.49333333333	8934
6	KitKat_small.bmp	1.23333333333	4098
7	Keeblerfudgestripes.bmp	2.48666666667	6826
8	Laysclassic.bmp	0.56	2574
9	Dots_one.bmp	1.04	3042
10	Crunch.bmp	1.17333333333	3406
11	FlamingCheetos.bmp	1.34666666667	5193
12	FigNewton_small.bmp	0.286666666667	3842
13	TeddyGrahamschocolate.bmp	1.76	3991
14	Nutterbutter.bmp	1.82666666667	4560
15	Reeses.bmp	1.5	4241
16	PringlesRed.bmp	0.846666666667	3757
17	Goldfish.bmp	1.34	5361
18	Ghiradelli_milk.bmp	2.01333333333	6730
19	Twix.bmp	1.69333333333	3457
20	Lollipopred.bmp	0.233333333333	2387
21	Snickers.bmp	1.48	4678
22	PopTartsCinnamon.bmp	1.01333333333	4009
23	Jollyrancherred.bmp	0.513333333333	2469
24	MrGoodbar.bmp	0.44	5563
25	PeanutMMs.bmp	1.40666666667	3320
26	Ghiradelli_milk_Almonds.bmp	1.02	3038
27	AnimalCrackers.bmp	1.68666666667	5461
28	Skittles.bmp	2.01333333333	3804
29	Oreos.bmp	2.56	4842
30	Toberlorone.bmp	2.50666666667	3442
31	Doritosranch.bmp	1.04	4825
32	PayDay.bmp	0.206666666667	2470
33	ChipsAhoy_small.bmp	2.53333333333	4093
34	Funyuns_small.bmp	0.18	2373
35	Milkduds.bmp	2.79333333333	3073
36	Chocolate_mm.bmp	2.42	2852
37	Slimjim.bmp	1.01333333333	2374
38	Hersheykisses.bmp	2.04	2188
39	Laffytaffyred_one.bmp	0.3	2573
40	SourSkittles.bmp	0.566666666667	2624
41	Riprolls.bmp	1.03333333333	2922
42	Cheetos.bmp	1.51333333333	2709
43	Redvines_small.bmp	1.02	2974
44	FamousAmos_small.bmp	2.52	3005
45	RitzBitz2.bmp	1.04	3139
46	Cheezits.bmp	2.68	3591
47	100grand_small.bmp	2.72666666667	3441
48	Almondjoy.bmp	0.166666666667	3508
49	Sourpatch.bmp	1.03333333333	3438
50	BabyRuth.bmp	0.506666666667	2424
51	MilkyWay.bmp	1.5	2854
52	Hersheymilk_several.bmp	0.506666666667	2807
53	Milano.bmp	2.97333333333	3343
54	Whatchamacallit.bmp	2.94666666667	2690
55	Butterfinger.bmp	1.98666666667	2639
56	FrootLoops.bmp	1.37333333333	4776
