subjid runtrial onsettime Name resp_beep RT order
BMS_092 1 1.030984e+00 Dots_one.bmp 1 3.613950e+00 2 
BMS_092 2 6.208598e+00 Toberlorone.bmp 1 1.532326e+00 2 
BMS_092 3 9.265169e+00 Butterfinger.bmp 1 1.363814e+00 2 
BMS_092 4 1.215472e+01 Laysclassic.bmp 1 9.381877e-01 2 
BMS_092 5 1.462669e+01 Whatchamacallit.bmp 0 1.378205e+00 2 
BMS_092 6 1.753277e+01 Laffytaffyred_one.bmp 1 1.608149e+00 2 
BMS_092 7 2.067299e+01 ChipsAhoy_small.bmp 1 1.227934e+00 2 
BMS_092 8 2.342900e+01 Keeblerfudgestripes.bmp 1 8.799183e-01 2 
BMS_092 9 2.583418e+01 Oreos.bmp 1 1.162754e+00 2 
BMS_092 10 2.852358e+01 Granolabar.bmp 1 1.017352e+00 2 
BMS_092 11 3.107880e+01 Lollipopred.bmp 1 1.542232e+00 2 
BMS_092 12 3.415233e+01 Ghiradelli_milk.bmp 1 1.452599e+00 2 
BMS_092 13 3.714221e+01 FamousAmos_small.bmp 1 1.126716e+00 2 
BMS_092 14 3.979783e+01 Milano.bmp 1 3.160254e+00 2 
BMS_092 15 4.449101e+01 SourSkittles.bmp 1 7.550852e-01 2 
BMS_092 16 4.677927e+01 Sourpatch.bmp 0 1.226824e+00 2 
BMS_092 17 4.953516e+01 PringlesRed.bmp 1 8.709290e-01 2 
BMS_092 18 5.194036e+01 3Musketeers.bmp 1 9.537324e-01 2 
BMS_092 19 5.442907e+01 PeanutMMs.bmp 0 1.585014e+00 2 
BMS_092 20 5.755285e+01 Snickers.bmp 0 1.005241e+00 2 
BMS_092 21 6.009122e+01 Ghiradelli_milk_Almonds.bmp 1 9.068730e-01 2 
BMS_092 22 6.252983e+01 Milkduds.bmp 1 1.180263e+00 2 
BMS_092 23 6.523567e+01 Riprolls.bmp 1 2.273283e+00 2 
BMS_092 24 6.904412e+01 BabyRuth.bmp 1 1.360844e+00 2 
BMS_092 25 7.193343e+01 PayDay.bmp 0 1.823533e+00 2 
BMS_092 26 7.529065e+01 Chocolate_mm.bmp 1 9.863146e-01 2 
BMS_092 27 7.781275e+01 TeddyGrahamschocolate.bmp 0 1.592210e+00 2 
BMS_092 28 8.093639e+01 MilkyWay.bmp 1 2.421027e+00 2 
BMS_092 29 8.489466e+01 Jollyrancherred.bmp 1 9.587839e-01 2 
BMS_092 30 8.738335e+01 Twix.bmp 1 1.118093e+00 2 
BMS_092 31 9.003907e+01 Reeses.bmp 1 1.470374e+00 2 
BMS_092 32 9.304555e+01 Cheezits.bmp 1 7.998976e-01 2 
BMS_092 33 9.538392e+01 RitzBitz2.bmp 1 1.101531e+00 2 
BMS_092 34 9.802293e+01 redvines_small.bmp 0 1.262521e+00 2 
BMS_092 35 1.008123e+02 AnimalCrackers.bmp 1 1.145179e+00 2 
BMS_092 36 1.034847e+02 CheesyDoritos.bmp 1 6.087589e-01 2 
BMS_092 37 1.056226e+02 Almondjoy.bmp 1 1.574859e+00 2 
BMS_092 38 1.087293e+02 FigNewton_small.bmp 1 8.121379e-01 2 
BMS_092 39 1.110677e+02 100grand_small.bmp 0 1.889767e+00 2 
BMS_092 40 1.144920e+02 FlamingCheetos.bmp 1 5.374934e-01 2 
BMS_092 41 1.165632e+02 Skittles.bmp 1 1.666221e+00 2 
BMS_092 42 1.197531e+02 FrootLoops.bmp 1 1.116395e+00 2 
BMS_092 43 1.224087e+02 Crunch.bmp 1 9.007797e-01 2 
BMS_092 44 1.248476e+02 Goldfish.bmp 1 6.698015e-01 2 
BMS_092 45 1.270520e+02 Funyuns_small.bmp 1 8.094132e-01 2 
BMS_092 46 1.293905e+02 KitKat_small.bmp 1 1.462990e+00 2 
BMS_092 47 1.323806e+02 Fritos.bmp 1 2.480892e+00 2 
BMS_092 48 1.363890e+02 Cheetos.bmp 1 1.120476e+00 2 
BMS_092 49 1.390446e+02 Hersheykisses.bmp 0 1.184867e+00 2 
BMS_092 50 1.417671e+02 MrGoodbar.bmp 1 1.366345e+00 2 
BMS_092 51 1.446736e+02 PopTartsStrawberry.bmp 1 9.398660e-01 2 
BMS_092 52 1.471453e+02 Nutterbutter.bmp 1 1.972155e+00 2 
BMS_092 53 1.506532e+02 Doritosranch.bmp 1 9.282771e-01 2 
BMS_092 54 1.531082e+02 Slimjim.bmp 1 9.692610e-01 2 
BMS_092 55 1.556138e+02 Hersheymilk_several.bmp 1 8.396554e-01 2 
BMS_092 56 1.579854e+02 PopTartsCinnamon.bmp 1 9.639980e-01 2 
