subjid runtrial onsettime Name resp_beep RT order
BMS_091 1 1.038968e+00 Slimjim.bmp 0 1.420350e+00 1 
BMS_091 2 4.094142e+00 Hersheymilk_several.bmp 0 6.771818e-01 1 
BMS_091 3 6.313553e+00 FrootLoops.bmp 0 6.977642e-01 1 
BMS_091 4 8.568059e+00 RitzBitz2.bmp 0 7.552580e-01 1 
BMS_091 5 1.085546e+01 Milkduds.bmp 0 6.438554e-01 1 
BMS_091 6 1.304206e+01 PopTartsStrawberry.bmp 0 7.372715e-01 1 
BMS_091 7 1.531306e+01 PringlesRed.bmp 0 6.982527e-01 1 
BMS_091 8 1.754993e+01 Crunch.bmp 0 7.973854e-01 1 
BMS_091 9 1.990320e+01 Hersheykisses.bmp 0 7.401211e-01 1 
BMS_091 10 2.217446e+01 Twix.bmp 0 1.148855e+00 1 
BMS_091 11 2.486226e+01 3Musketeers.bmp 0 6.770556e-01 1 
BMS_091 12 2.706512e+01 Oreos.bmp 1 9.302009e-01 1 
BMS_091 13 2.955267e+01 Fritos.bmp 0 9.706474e-01 1 
BMS_091 14 3.205672e+01 Riprolls.bmp 0 9.946025e-01 1 
BMS_091 15 3.459450e+01 Cheetos.bmp 0 8.408194e-01 1 
BMS_091 16 3.698267e+01 FigNewton_small.bmp 0 1.172644e+00 1 
BMS_091 17 3.968734e+01 MilkyWay.bmp 0 2.123984e+00 1 
BMS_091 18 4.334262e+01 Milano.bmp 0 8.526661e-01 1 
BMS_091 19 4.574667e+01 Goldfish.bmp 0 1.096654e+00 1 
BMS_091 20 4.836772e+01 Almondjoy.bmp 0 1.795600e+00 1 
BMS_091 21 5.168993e+01 Funyuns_small.bmp 0 1.297390e+00 1 
BMS_091 22 5.452893e+01 Butterfinger.bmp 0 4.962395e+00 1 
BMS_091 23 6.102325e+01 Sourpatch.bmp 0 1.052067e+00 1 
BMS_091 24 6.361092e+01 FlamingCheetos.bmp 0 8.003958e-01 1 
BMS_091 25 6.594724e+01 Laysclassic.bmp 0 1.712078e+00 1 
BMS_091 26 6.918598e+01 KitKat_small.bmp 0 5.137343e+00 1 
BMS_091 27 7.586482e+01 Lollipopred.bmp 1 6.824975e-01 1 
BMS_091 28 7.808446e+01 Nutterbutter.bmp 0 2.246862e+00 1 
BMS_091 29 8.185726e+01 Cheezits.bmp 0 1.402057e+00 1 
BMS_091 30 8.479646e+01 Keeblerfudgestripes.bmp 0 1.470862e+00 1 
BMS_091 31 8.780084e+01 Skittles.bmp 1 2.754478e+00 1 
BMS_091 32 9.209119e+01 AnimalCrackers.bmp 0 9.361313e-01 1 
BMS_091 33 9.456299e+01 MrGoodbar.bmp 0 6.563253e-01 1 
BMS_091 34 9.674992e+01 PayDay.bmp 0 5.574031e-01 1 
BMS_091 35 9.883694e+01 PopTartsCinnamon.bmp 0 8.063782e-01 1 
BMS_091 36 1.011742e+02 Whatchamacallit.bmp 1 4.045164e+00 1 
BMS_091 37 1.067494e+02 TeddyGrahamschocolate.bmp 0 5.898727e-01 1 
BMS_091 38 1.088695e+02 Doritosranch.bmp 0 1.085826e+00 1 
BMS_091 39 1.114904e+02 ChipsAhoy_small.bmp 1 7.448951e-01 1 
BMS_091 40 1.137611e+02 100grand_small.bmp 0 9.702145e-01 1 
BMS_091 41 1.162662e+02 Ghiradelli_milk_Almonds.bmp 0 6.331665e-01 1 
BMS_091 42 1.184357e+02 Granolabar.bmp 0 1.727655e+00 1 
BMS_091 43 1.217077e+02 Jollyrancherred.bmp 0 5.007655e+00 1 
BMS_091 44 1.282530e+02 Chocolate_mm.bmp 1 2.958316e+00 1 
BMS_091 45 1.327430e+02 Toberlorone.bmp 0 9.163148e-01 1 
BMS_091 46 1.351971e+02 BabyRuth.bmp 0 6.462276e-01 1 
BMS_091 47 1.373840e+02 PeanutMMs.bmp 0 6.595364e+00 1 
BMS_091 48 1.455143e+02 Dots_one.bmp 0 7.770368e-01 1 
BMS_091 49 1.478183e+02 Laffytaffyred_one.bmp 0 6.890313e-01 1 
BMS_091 50 1.500395e+02 Reeses.bmp 0 6.678139e-01 1 
BMS_091 51 1.522423e+02 CheesyDoritos.bmp 0 6.170528e-01 1 
BMS_091 52 1.543966e+02 FamousAmos_small.bmp 0 3.950747e+00 1 
BMS_091 53 1.599062e+02 SourSkittles.bmp 1 2.409111e+00 1 
BMS_091 54 1.638461e+02 Ghiradelli_milk.bmp 0 6.132137e-01 1 
BMS_091 55 1.660165e+02 redvines_small.bmp 0 1.138803e+00 1 
BMS_091 56 1.686868e+02 Snickers.bmp 0 6.124722e-01 1 
