subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_065 1 1 1 1 4.801846e+00 Crunch.bmp Milkduds.bmp 22 21 0 y 2 1 0.923115 46 49 0.733333 0.573333 
BMS_065 1 1 1 2 1.080415e+01 Riprolls.bmp Crunch.bmp 21 22 1 b 2 1 1.027811 43 46 1.000000 0.733333 
BMS_065 1 1 1 3 1.682313e+01 Sourpatch.bmp Crunch.bmp 21 22 1 b 2 1 0.968823 45 46 0.753333 0.733333 
BMS_065 1 1 1 4 2.280876e+01 3Musketeers.bmp Jollyrancherred.bmp 11 12 1 b 1 1 0.881107 12 9 1.946667 1.980000 
BMS_065 1 1 1 5 2.881111e+01 FamousAmos_small.bmp 3Musketeers.bmp 12 11 0 b 1 0 0.784855 17 12 1.606667 1.946667 
BMS_065 1 1 1 6 3.481338e+01 TeddyGrahamschocolate.bmp FamousAmos_small.bmp 11 12 1 y 1 0 1.086466 18 17 1.540000 1.606667 
BMS_065 1 1 1 7 4.081568e+01 PringlesRed.bmp CheesyDoritos.bmp 12 11 0 b 1 0 0.800282 11 8 1.973333 2.000000 
BMS_065 1 1 1 8 4.681803e+01 MrGoodbar.bmp RitzBitz2.bmp 21 22 1 y 2 0 1.247916 39 40 1.040000 1.033333 
BMS_065 1 1 1 9 5.280365e+01 Ghiradelli_milk_Almonds.bmp Milkduds.bmp 22 21 0 b 2 0 0.960322 42 49 1.026667 0.573333 
BMS_065 1 1 1 10 5.880593e+01 Laysclassic.bmp Jollyrancherred.bmp 11 12 1 b 1 1 1.048049 14 9 1.780000 1.980000 
BMS_065 1 1 1 11 6.480828e+01 Ghiradelli_milk_Almonds.bmp MrGoodbar.bmp 22 21 0 b 2 0 0.832697 42 39 1.026667 1.040000 
BMS_065 1 1 1 12 7.081058e+01 Jollyrancherred.bmp TeddyGrahamschocolate.bmp 12 11 0 b 1 0 1.499387 9 18 1.980000 1.540000 
BMS_065 1 1 1 13 7.681289e+01 Jollyrancherred.bmp CheesyDoritos.bmp 12 11 0 y 1 1 0.977065 9 8 1.980000 2.000000 
BMS_065 1 1 1 14 8.281516e+01 Laysclassic.bmp Twix.bmp 11 12 1 b 1 1 0.874805 14 15 1.780000 1.773333 
BMS_065 1 1 1 15 8.881746e+01 PringlesRed.bmp 3Musketeers.bmp 12 11 0 b 1 0 1.280504 11 12 1.973333 1.946667 
BMS_065 1 1 1 16 9.481977e+01 CheesyDoritos.bmp FamousAmos_small.bmp 11 12 1 y 1 0 1.180107 8 17 2.000000 1.606667 
BMS_065 1 1 1 17 1.008054e+02 Twix.bmp 3Musketeers.bmp 12 11 0 y 1 1 0.962484 15 12 1.773333 1.946667 
BMS_065 1 1 1 18 1.068078e+02 RitzBitz2.bmp Riprolls.bmp 22 21 0 y 2 1 1.154179 40 43 1.033333 1.000000 
BMS_065 1 1 1 19 1.128101e+02 PringlesRed.bmp Laysclassic.bmp 12 11 0 b 1 0 0.861922 11 14 1.973333 1.780000 
BMS_065 1 1 1 20 1.188123e+02 Sourpatch.bmp RitzBitz2.bmp 21 22 1 b 2 1 1.322638 45 40 0.753333 1.033333 
BMS_065 1 1 1 21 1.248147e+02 Milkduds.bmp BabyRuth.bmp 21 22 1 b 2 1 1.554310 49 48 0.573333 0.600000 
BMS_065 1 1 1 22 1.308169e+02 MrGoodbar.bmp BabyRuth.bmp 21 22 1 b 2 1 1.776041 39 48 1.040000 0.600000 
BMS_065 1 1 1 23 1.368026e+02 BabyRuth.bmp Sourpatch.bmp 22 21 0 y 2 1 1.046294 48 45 0.600000 0.753333 
BMS_065 1 1 1 24 1.428049e+02 Twix.bmp TeddyGrahamschocolate.bmp 12 11 0 y 1 1 1.129114 15 18 1.773333 1.540000 
BMS_065 1 1 1 25 1.488072e+02 FamousAmos_small.bmp Laysclassic.bmp 12 11 0 b 1 0 1.125794 17 14 1.606667 1.780000 
BMS_065 1 1 1 26 1.548095e+02 RitzBitz2.bmp Milkduds.bmp 22 21 0 b 2 0 1.191451 40 49 1.033333 0.573333 
BMS_065 1 1 1 27 1.608118e+02 Ghiradelli_milk_Almonds.bmp Riprolls.bmp 22 21 0 b 2 0 1.018208 42 43 1.026667 1.000000 
BMS_065 1 1 1 28 1.668141e+02 MrGoodbar.bmp Crunch.bmp 21 22 1 b 2 1 1.260888 39 46 1.040000 0.733333 
BMS_065 1 1 1 29 1.728164e+02 Riprolls.bmp BabyRuth.bmp 21 22 1 b 2 1 1.094542 43 48 1.000000 0.600000 
BMS_065 1 1 1 30 1.788020e+02 CheesyDoritos.bmp Twix.bmp 11 12 1 b 1 1 0.984931 8 15 2.000000 1.773333 
BMS_065 1 1 1 31 1.848044e+02 TeddyGrahamschocolate.bmp PringlesRed.bmp 11 12 1 y 1 0 0.783511 18 11 1.540000 1.973333 
BMS_065 1 1 1 32 1.908067e+02 Sourpatch.bmp Ghiradelli_milk_Almonds.bmp 21 22 1 y 2 0 1.043304 45 42 0.753333 1.026667 
BMS_065 1 1 2 33 1.968090e+02 TeddyGrahamschocolate.bmp PringlesRed.bmp 11 12 1 y 1 0 0.677028 18 11 1.540000 1.973333 
BMS_065 1 1 2 34 2.028113e+02 Riprolls.bmp BabyRuth.bmp 21 22 1 b 2 1 1.056724 43 48 1.000000 0.600000 
BMS_065 1 1 2 35 2.088136e+02 3Musketeers.bmp Jollyrancherred.bmp 11 12 1 b 1 1 0.900310 12 9 1.946667 1.980000 
BMS_065 1 1 2 36 2.148159e+02 Ghiradelli_milk_Almonds.bmp MrGoodbar.bmp 22 21 0 b 2 0 0.917096 42 39 1.026667 1.040000 
BMS_065 1 1 2 37 2.208016e+02 Sourpatch.bmp RitzBitz2.bmp 21 22 1 y 2 0 1.163395 45 40 0.753333 1.033333 
BMS_065 1 1 2 38 2.268205e+02 Crunch.bmp Sourpatch.bmp 22 21 0 y 2 1 1.187478 46 45 0.733333 0.753333 
