subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_083 arizona 2 1 SourSkittles.bmp 3 4.818561e+00 3.437648e+00 y 8.40 56 51 0.013333
BMS_083 arizona 2 2 3Musketeers.bmp 3 1.440554e+01 2.134668e+00 y 18.01 28 2 1.586667
BMS_083 arizona 2 3 BabyRuth.bmp 1 2.400923e+01 2.666994e+00 g 27.61 38 5 0.973333
BMS_083 arizona 2 4 Reeses.bmp 3 3.361292e+01 2.791307e+00 y 37.21 53 45 0.040000
BMS_083 arizona 2 5 Laysclassic.bmp 2 4.321661e+01 1.656603e+00 y 46.82 29 31 1.533333
BMS_083 arizona 2 6 3Musketeers.bmp 2 5.280364e+01 2.424585e+00 b 56.41 28 2 1.586667
BMS_083 arizona 2 7 Almondjoy.bmp 2 6.240732e+01 1.558914e+00 b 66.01 35 3 1.160000
BMS_083 arizona 2 8 CheesyDoritos.bmp 3 7.201102e+01 1.927195e+00 y 75.61 27 7 1.686667
BMS_083 arizona 2 9 FamousAmos_small.bmp 1 8.161471e+01 2.235515e+00 b 85.22 10 15 2.740000
BMS_083 arizona 2 10 MilkyWay.bmp 3 9.121844e+01 3.239755e+00 g 94.80 30 35 1.453333
BMS_083 arizona 2 11 PopTartsCinnamon.bmp 1 1.008054e+02 2.929789e+00 r 104.41 47 41 0.313333
BMS_083 arizona 2 12 MilkyWay.bmp 2 1.104092e+02 2.247069e+00 b 114.01 30 35 1.453333
BMS_083 arizona 2 13 TeddyGrahamschocolate.bmp 3 1.200128e+02 3.600000e+00 x 123.63 13 53 2.480000
BMS_083 arizona 2 14 Riprolls.bmp 1 1.296165e+02 2.198739e+00 r 133.22 44 46 0.553333
BMS_083 arizona 2 15 Almondjoy.bmp 1 1.392035e+02 1.721726e+00 r 142.80 35 3 1.160000
BMS_083 arizona 2 16 Toberlorone.bmp 2 1.488072e+02 2.985040e+00 b 152.41 4 54 2.986667
BMS_083 arizona 2 17 Chocolate_mm.bmp 3 1.584109e+02 2.422336e+00 y 162.01 7 11 2.946667
BMS_083 arizona 2 18 TeddyGrahamschocolate.bmp 2 1.680146e+02 1.979638e+00 y 171.62 13 53 2.480000
BMS_083 arizona 2 19 PopTartsCinnamon.bmp 3 1.776183e+02 3.600000e+00 x 181.24 47 41 0.313333
BMS_083 arizona 2 20 Dots_one.bmp 3 1.872053e+02 2.135933e+00 r 190.81 26 14 1.720000
BMS_083 arizona 2 21 Hersheykisses.bmp 3 1.968090e+02 3.561208e+00 g 200.41 1 25 2.993333
BMS_083 arizona 2 22 Toberlorone.bmp 1 2.064127e+02 1.386559e+00 b 210.01 4 54 2.986667
BMS_083 arizona 2 23 Slimjim.bmp 3 2.160164e+02 2.520860e+00 r 219.62 32 49 1.313333
BMS_083 arizona 2 24 Granolabar.bmp 3 2.256034e+02 2.646803e+00 g 229.20 50 24 0.126667
BMS_083 arizona 2 25 SourSkittles.bmp 2 2.352071e+02 2.275139e+00 y 238.81 56 51 0.013333
BMS_083 arizona 2 26 Cheetos.bmp 1 2.448108e+02 2.509433e+00 y 248.41 19 8 2.080000
BMS_083 arizona 2 27 SourSkittles.bmp 1 2.544145e+02 3.400722e+00 g 258.02 56 51 0.013333
BMS_083 arizona 2 28 Dots_one.bmp 2 2.640182e+02 1.984067e+00 y 267.60 26 14 1.720000
BMS_083 arizona 2 29 Laysclassic.bmp 1 2.736052e+02 2.908977e+00 y 277.21 29 31 1.533333
BMS_083 arizona 2 30 Hersheymilk_several.bmp 3 2.832089e+02 3.600000e+00 x 286.84 16 26 2.213333
BMS_083 arizona 2 31 3Musketeers.bmp 1 2.928126e+02 1.667650e+00 y 296.41 28 2 1.586667
BMS_083 arizona 2 32 Cheezits.bmp 3 3.024163e+02 1.916959e+00 y 306.02 25 9 1.773333
BMS_083 arizona 2 33 FamousAmos_small.bmp 3 3.120033e+02 2.174991e+00 y 315.60 10 15 2.740000
BMS_083 arizona 2 34 Riprolls.bmp 2 3.216070e+02 2.206260e+00 b 325.21 44 46 0.553333
BMS_083 arizona 2 35 Funyuns_small.bmp 2 3.312107e+02 1.437563e+00 y 334.81 22 20 2.053333
BMS_083 arizona 2 36 Doritosranch.bmp 2 3.408144e+02 1.179750e+00 y 344.42 31 13 1.440000
