subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_090 arizona 2 1 Snickers.bmp 3 4.801804e+00 2.338234e+00 r 8.40 16 50 1.986667
BMS_090 arizona 2 2 KitKat_small.bmp 3 1.440549e+01 1.776556e+00 r 18.01 31 29 1.486667
BMS_090 arizona 2 3 PopTartsCinnamon.bmp 2 2.400923e+01 1.358820e+00 b 27.61 30 41 1.493333
BMS_090 arizona 2 4 Hersheykisses.bmp 2 3.361292e+01 1.784133e+00 b 37.21 50 25 0.520000
BMS_090 arizona 2 5 Butterfinger.bmp 3 4.321657e+01 1.587481e+00 r 46.80 22 6 1.820000
BMS_090 arizona 2 6 RitzBitz2.bmp 3 5.280359e+01 1.442461e+00 r 56.40 28 47 1.540000
BMS_090 arizona 2 7 TeddyGrahamschocolate.bmp 2 6.240732e+01 1.604653e+00 b 66.01 32 53 1.473333
BMS_090 arizona 2 8 Crunch.bmp 1 7.201101e+01 1.853035e+00 g 75.61 41 12 1.160000
BMS_090 arizona 2 9 KitKat_small.bmp 1 8.161470e+01 1.454199e+00 b 85.22 31 29 1.486667
BMS_090 arizona 2 10 FigNewton_small.bmp 1 9.120172e+01 1.276333e+00 r 94.80 56 16 0.233333
BMS_090 arizona 2 11 FrootLoops.bmp 2 1.008054e+02 1.347643e+00 y 104.41 47 19 0.786667
BMS_090 arizona 2 12 FlamingCheetos.bmp 1 1.104091e+02 1.369000e+00 b 114.01 1 17 2.726667
BMS_090 arizona 2 13 TeddyGrahamschocolate.bmp 1 1.200128e+02 1.559318e+00 y 123.61 32 53 1.473333
BMS_090 arizona 2 14 FrootLoops.bmp 1 1.296165e+02 1.837576e+00 r 133.20 47 19 0.786667
BMS_090 arizona 2 15 PopTartsCinnamon.bmp 1 1.392035e+02 1.964584e+00 g 142.80 30 41 1.493333
BMS_090 arizona 2 16 Fritos.bmp 2 1.488072e+02 1.291817e+00 y 152.41 19 18 1.966667
BMS_090 arizona 2 17 Slimjim.bmp 1 1.584108e+02 1.769143e+00 r 162.01 53 49 0.440000
BMS_090 arizona 2 18 Almondjoy.bmp 2 1.680146e+02 1.608489e+00 y 171.62 4 3 2.393333
BMS_090 arizona 2 19 PringlesRed.bmp 2 1.776016e+02 1.250364e+00 y 181.20 27 43 1.626667
BMS_090 arizona 2 20 Crunch.bmp 3 1.872052e+02 1.456822e+00 r 190.81 41 12 1.160000
BMS_090 arizona 2 21 Crunch.bmp 2 1.968089e+02 1.836023e+00 y 200.41 41 12 1.160000
BMS_090 arizona 2 22 Granolabar.bmp 1 2.064127e+02 1.881398e+00 y 210.01 25 24 1.793333
BMS_090 arizona 2 23 Ghiradelli_milk.bmp 1 2.160163e+02 2.040748e+00 g 219.62 29 21 1.506667
BMS_090 arizona 2 24 Almondjoy.bmp 1 2.256033e+02 1.359637e+00 b 229.20 4 3 2.393333
BMS_090 arizona 2 25 MilkyWay.bmp 1 2.352070e+02 1.445039e+00 y 238.81 38 35 1.193333
BMS_090 arizona 2 26 KitKat_small.bmp 2 2.448108e+02 1.319277e+00 y 248.41 31 29 1.486667
BMS_090 arizona 2 27 Slimjim.bmp 3 2.544144e+02 1.858667e+00 r 258.02 53 49 0.440000
BMS_090 arizona 2 28 RitzBitz2.bmp 2 2.640015e+02 1.312588e+00 y 267.60 28 47 1.540000
BMS_090 arizona 2 29 SourSkittles.bmp 2 2.736051e+02 1.302953e+00 y 277.21 26 51 1.773333
BMS_090 arizona 2 30 Almondjoy.bmp 3 2.832088e+02 1.827267e+00 r 286.81 4 3 2.393333
BMS_090 arizona 2 31 SourSkittles.bmp 3 2.928125e+02 1.584570e+00 r 296.41 26 51 1.773333
BMS_090 arizona 2 32 MrGoodbar.bmp 1 3.024162e+02 1.909824e+00 g 306.02 35 36 1.260000
BMS_090 arizona 2 33 Granolabar.bmp 3 3.120032e+02 2.217878e+00 y 315.60 25 24 1.793333
BMS_090 arizona 2 34 PringlesRed.bmp 1 3.216070e+02 1.634091e+00 g 325.21 27 43 1.626667
BMS_090 arizona 2 35 TeddyGrahamschocolate.bmp 3 3.312106e+02 1.489438e+00 r 334.81 32 53 1.473333
BMS_090 arizona 2 36 SourSkittles.bmp 1 3.408143e+02 1.862826e+00 g 344.42 26 51 1.773333
