subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_081 arizona 2 1 Redvines_small.bmp 2 4.801886e+00 2.331568e+00 y 8.40 50 44 1.106667
BMS_081 arizona 2 2 Oreos.bmp 1 1.440558e+01 2.007883e+00 b 18.01 10 38 2.320000
BMS_081 arizona 2 3 Riprolls.bmp 1 2.400923e+01 1.790216e+00 g 27.61 44 46 1.346667
BMS_081 arizona 2 4 SourSkittles.bmp 3 3.362960e+01 3.600000e+00 x 37.23 38 51 1.686667
BMS_081 arizona 2 5 Goldfish.bmp 1 4.321661e+01 2.986856e+00 y 46.80 28 23 1.906667
BMS_081 arizona 2 6 Chocolate_mm.bmp 1 5.280367e+01 2.678800e+00 y 56.41 13 11 2.273333
BMS_081 arizona 2 7 Jollyrancherred.bmp 1 6.240736e+01 2.884010e+00 y 66.01 29 27 1.866667
BMS_081 arizona 2 8 PeanutMMs.bmp 3 7.201105e+01 3.260426e+00 g 75.61 19 40 2.046667
BMS_081 arizona 2 9 Granolabar.bmp 2 8.161470e+01 2.823772e+00 y 85.22 41 24 1.633333
BMS_081 arizona 2 10 Reeses.bmp 1 9.120172e+01 1.594732e+00 b 94.80 1 45 2.873333
BMS_081 arizona 2 11 PringlesRed.bmp 3 1.008055e+02 3.321033e+00 g 104.41 25 43 1.946667
BMS_081 arizona 2 12 Granolabar.bmp 1 1.104091e+02 2.262369e+00 y 114.01 41 24 1.633333
BMS_081 arizona 2 13 Crunch.bmp 2 1.200128e+02 2.489640e+00 b 123.61 30 12 1.840000
BMS_081 arizona 2 14 Laysclassic.bmp 1 1.296165e+02 3.245000e+00 g 133.20 47 31 1.133333
BMS_081 arizona 2 15 Redvines_small.bmp 1 1.392035e+02 1.703929e+00 r 142.80 50 44 1.106667
BMS_081 arizona 2 16 RitzBitz2.bmp 3 1.488072e+02 3.600000e+00 x 152.44 31 47 1.833333
BMS_081 arizona 2 17 PopTartsCinnamon.bmp 2 1.584109e+02 1.931604e+00 b 162.01 7 41 2.460000
BMS_081 arizona 2 18 Reeses.bmp 2 1.680146e+02 1.909865e+00 b 171.62 1 45 2.873333
BMS_081 arizona 2 19 Laysclassic.bmp 3 1.776016e+02 3.169871e+00 y 181.20 47 31 1.133333
BMS_081 arizona 2 20 Almondjoy.bmp 1 1.872220e+02 2.384510e+00 r 190.81 56 3 0.853333
BMS_081 arizona 2 21 PringlesRed.bmp 2 1.968090e+02 2.505515e+00 b 200.41 25 43 1.946667
BMS_081 arizona 2 22 Laysclassic.bmp 2 2.064127e+02 2.313772e+00 y 210.01 47 31 1.133333
BMS_081 arizona 2 23 Redvines_small.bmp 3 2.160330e+02 1.797446e+00 g 219.60 50 44 1.106667
BMS_081 arizona 2 24 Toberlorone.bmp 1 2.256034e+02 3.422116e+00 y 229.20 32 54 1.813333
BMS_081 arizona 2 25 100grand_small.bmp 3 2.352071e+02 3.010404e+00 g 238.81 27 1 1.906667
BMS_081 arizona 2 26 Crunch.bmp 3 2.448108e+02 3.110578e+00 g 248.41 30 12 1.840000
BMS_081 arizona 2 27 Keeblerfudgestripes.bmp 2 2.544145e+02 2.568898e+00 y 258.02 16 28 2.140000
BMS_081 arizona 2 28 Riprolls.bmp 2 2.640181e+02 2.103353e+00 b 267.60 44 46 1.346667
BMS_081 arizona 2 29 Nutterbutter.bmp 1 2.736052e+02 1.931296e+00 b 277.21 26 37 1.940000
BMS_081 arizona 2 30 PringlesRed.bmp 1 2.832089e+02 2.537642e+00 y 286.81 25 43 1.946667
BMS_081 arizona 2 31 RitzBitz2.bmp 2 2.928126e+02 3.577907e+00 y 296.43 31 47 1.833333
BMS_081 arizona 2 32 Almondjoy.bmp 3 3.024162e+02 3.014257e+00 g 306.02 56 3 0.853333
BMS_081 arizona 2 33 Granolabar.bmp 3 3.120033e+02 2.525243e+00 g 315.60 41 24 1.633333
BMS_081 arizona 2 34 100grand_small.bmp 2 3.216069e+02 2.152557e+00 b 325.21 27 1 1.906667
BMS_081 arizona 2 35 PopTartsCinnamon.bmp 3 3.312106e+02 2.765844e+00 y 334.81 7 41 2.460000
BMS_081 arizona 2 36 RitzBitz2.bmp 1 3.408144e+02 3.600000e+00 x 344.43 31 47 1.833333
