subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_067 1 1 1 1 4.801846e+00 FrootLoops.bmp PopTartsStrawberry.bmp 12 11 0 b 1 0 0.764328 15 8 1.493333 1.726667 
BMS_067 1 1 1 2 1.080415e+01 KitKat_small.bmp FamousAmos_small.bmp 21 22 1 b 2 1 0.923031 45 42 0.740000 0.753333 
BMS_067 1 1 1 3 1.680646e+01 PopTartsCinnamon.bmp Laysclassic.bmp 12 11 0 b 1 0 1.084720 11 14 1.520000 1.500000 
BMS_067 1 1 1 4 2.280881e+01 PopTartsStrawberry.bmp PopTartsCinnamon.bmp 11 12 1 b 1 1 1.070367 8 11 1.726667 1.520000 
BMS_067 1 1 1 5 2.881108e+01 KitKat_small.bmp PringlesRed.bmp 21 22 1 y 2 0 1.349966 45 48 0.740000 0.493333 
BMS_067 1 1 1 6 3.481343e+01 FamousAmos_small.bmp Redvines_small.bmp 22 21 0 b 2 0 0.894743 42 49 0.753333 0.026667 
BMS_067 1 1 1 7 4.081569e+01 Laffytaffyred_one.bmp MilkyWay.bmp 21 22 1 y 2 0 0.920436 43 40 0.753333 0.760000 
BMS_067 1 1 1 8 4.680137e+01 Skittles.bmp Whatchamacallit.bmp 22 21 0 y 2 1 1.062797 46 39 0.740000 0.766667 
BMS_067 1 1 1 9 5.280368e+01 ChipsAhoy_small.bmp Funyuns_small.bmp 12 11 0 y 1 1 0.923485 17 12 1.473333 1.506667 
BMS_067 1 1 1 10 5.880594e+01 ChipsAhoy_small.bmp PopTartsStrawberry.bmp 12 11 0 y 1 1 1.165081 17 8 1.473333 1.726667 
BMS_067 1 1 1 11 6.480825e+01 Funyuns_small.bmp PopTartsCinnamon.bmp 11 12 1 b 1 1 0.760925 12 11 1.506667 1.520000 
BMS_067 1 1 1 12 7.081060e+01 Redvines_small.bmp MilkyWay.bmp 21 22 1 y 2 0 0.870570 49 40 0.026667 0.760000 
BMS_067 1 1 1 13 7.681287e+01 RitzBitz2.bmp PopTartsStrawberry.bmp 12 11 0 y 1 1 1.357321 9 8 1.720000 1.726667 
BMS_067 1 1 1 14 8.281517e+01 RitzBitz2.bmp Funyuns_small.bmp 12 11 0 y 1 1 0.821012 9 12 1.720000 1.506667 
BMS_067 1 1 1 15 8.881748e+01 ChipsAhoy_small.bmp Oreos.bmp 12 11 0 y 1 1 1.202733 17 18 1.473333 1.473333 
BMS_067 1 1 1 16 9.480312e+01 FrootLoops.bmp Oreos.bmp 12 11 0 y 1 1 1.129075 15 18 1.493333 1.473333 
BMS_067 1 1 1 17 1.008055e+02 Oreos.bmp PopTartsCinnamon.bmp 11 12 1 b 1 1 0.988730 18 11 1.473333 1.520000 
BMS_067 1 1 1 18 1.068078e+02 Whatchamacallit.bmp PringlesRed.bmp 21 22 1 b 2 1 1.204434 39 48 0.766667 0.493333 
BMS_067 1 1 1 19 1.128100e+02 Whatchamacallit.bmp FamousAmos_small.bmp 21 22 1 b 2 1 0.998063 39 42 0.766667 0.753333 
BMS_067 1 1 1 20 1.188123e+02 RitzBitz2.bmp Laysclassic.bmp 12 11 0 y 1 1 0.918854 9 14 1.720000 1.500000 
BMS_067 1 1 1 21 1.248147e+02 Skittles.bmp KitKat_small.bmp 22 21 0 y 2 1 1.585498 46 45 0.740000 0.740000 
BMS_067 1 1 1 22 1.308170e+02 KitKat_small.bmp MilkyWay.bmp 21 22 1 b 2 1 0.909241 45 40 0.740000 0.760000 
BMS_067 1 1 1 23 1.368026e+02 Redvines_small.bmp PringlesRed.bmp 21 22 1 y 2 0 0.991598 49 48 0.026667 0.493333 
BMS_067 1 1 1 24 1.428049e+02 Redvines_small.bmp Skittles.bmp 21 22 1 y 2 0 1.049219 49 46 0.026667 0.740000 
BMS_067 1 1 1 25 1.488073e+02 Laysclassic.bmp FrootLoops.bmp 11 12 1 b 1 1 0.984938 14 15 1.500000 1.493333 
BMS_067 1 1 1 26 1.548095e+02 Skittles.bmp Laffytaffyred_one.bmp 22 21 0 b 2 0 0.872686 46 43 0.740000 0.753333 
BMS_067 1 1 1 27 1.608119e+02 ChipsAhoy_small.bmp Laysclassic.bmp 12 11 0 y 1 1 0.674330 17 14 1.473333 1.500000 
BMS_067 1 1 1 28 1.668141e+02 MilkyWay.bmp Whatchamacallit.bmp 22 21 0 y 2 1 0.835983 40 39 0.760000 0.766667 
BMS_067 1 1 1 29 1.728164e+02 Oreos.bmp RitzBitz2.bmp 11 12 1 b 1 1 1.005759 18 9 1.473333 1.720000 
BMS_067 1 1 1 30 1.788021e+02 Laffytaffyred_one.bmp PringlesRed.bmp 21 22 1 y 2 0 0.723119 43 48 0.753333 0.493333 
BMS_067 1 1 1 31 1.848044e+02 Laffytaffyred_one.bmp FamousAmos_small.bmp 21 22 1 y 2 0 1.050771 43 42 0.753333 0.753333 
BMS_067 1 1 1 32 1.908067e+02 FrootLoops.bmp Funyuns_small.bmp 12 11 0 y 1 1 0.638470 15 12 1.493333 1.506667 
BMS_067 1 1 2 33 1.968090e+02 Laysclassic.bmp FrootLoops.bmp 11 12 1 b 1 1 0.721182 14 15 1.500000 1.493333 
BMS_067 1 1 2 34 2.028113e+02 Redvines_small.bmp FamousAmos_small.bmp 21 22 1 y 2 0 0.764876 49 42 0.026667 0.753333 
BMS_067 1 1 2 35 2.088137e+02 RitzBitz2.bmp Laysclassic.bmp 12 11 0 y 1 1 0.583541 9 14 1.720000 1.500000 
BMS_067 1 1 2 36 2.148160e+02 Oreos.bmp PopTartsCinnamon.bmp 11 12 1 b 1 1 1.015242 18 11 1.473333 1.520000 
BMS_067 1 1 2 37 2.208016e+02 Laffytaffyred_one.bmp Skittles.bmp 21 22 1 y 2 0 0.916592 43 46 0.753333 0.740000 
BMS_067 1 1 2 38 2.268039e+02 Funyuns_small.bmp ChipsAhoy_small.bmp 11 12 1 b 1 1 0.624340 12 17 1.506667 1.473333 
