subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_065 arizona 2 1 PopTartsStrawberry.bmp 2 4.801803e+00 1.743530e+00 b 8.40 44 42 0.806667
BMS_065 arizona 2 2 Hersheykisses.bmp 2 1.440553e+01 1.520797e+00 b 18.01 31 25 1.126667
BMS_065 arizona 2 3 PayDay.bmp 3 2.400918e+01 2.445055e+00 g 27.61 10 39 1.980000
BMS_065 arizona 2 4 Doritosranch.bmp 3 3.361292e+01 1.745327e+00 g 37.21 53 13 0.473333
BMS_065 arizona 2 5 Hersheykisses.bmp 3 4.321657e+01 2.009783e+00 y 46.80 31 25 1.126667
BMS_065 arizona 2 6 Fritos.bmp 3 5.280362e+01 2.376723e+00 g 56.40 25 18 1.300000
BMS_065 arizona 2 7 MilkyWay.bmp 3 6.240727e+01 1.975077e+00 y 66.01 13 35 1.873333
BMS_065 arizona 2 8 100grand_small.bmp 3 7.201097e+01 2.556375e+00 g 75.61 50 1 0.566667
BMS_065 arizona 2 9 Hersheymilk_several.bmp 1 8.161470e+01 2.308644e+00 y 85.22 27 26 1.266667
BMS_065 arizona 2 10 Goldfish.bmp 3 9.120172e+01 2.533630e+00 r 94.80 32 23 1.073333
BMS_065 arizona 2 11 Reeses.bmp 1 1.008054e+02 2.079948e+00 b 104.41 16 45 1.733333
BMS_065 arizona 2 12 Keeblerfudgestripes.bmp 1 1.104091e+02 2.764286e+00 y 114.01 30 28 1.200000
BMS_065 arizona 2 13 Skittles.bmp 1 1.200128e+02 1.794543e+00 b 123.61 4 48 2.293333
BMS_065 arizona 2 14 Butterfinger.bmp 3 1.296164e+02 2.185910e+00 g 133.22 35 6 1.053333
BMS_065 arizona 2 15 Almondjoy.bmp 2 1.392035e+02 1.674899e+00 b 142.80 56 3 0.340000
BMS_065 arizona 2 16 MilkyWay.bmp 1 1.488072e+02 2.993087e+00 b 152.41 13 35 1.873333
BMS_065 arizona 2 17 100grand_small.bmp 1 1.584108e+02 2.728518e+00 g 162.01 50 1 0.566667
BMS_065 arizona 2 18 MilkyWay.bmp 2 1.680312e+02 1.595147e+00 b 171.62 13 35 1.873333
BMS_065 arizona 2 19 PopTartsStrawberry.bmp 3 1.776016e+02 2.396756e+00 g 181.20 44 42 0.806667
BMS_065 arizona 2 20 Whatchamacallit.bmp 1 1.872053e+02 2.656074e+00 g 190.81 47 56 0.686667
BMS_065 arizona 2 21 Milano.bmp 1 1.968089e+02 2.569433e+00 y 200.41 29 33 1.266667
BMS_065 arizona 2 22 Lollipopred.bmp 1 2.064126e+02 2.608744e+00 y 210.01 28 32 1.266667
BMS_065 arizona 2 23 Almondjoy.bmp 3 2.160163e+02 3.204058e+00 g 219.62 56 3 0.340000
BMS_065 arizona 2 24 Butterfinger.bmp 2 2.256033e+02 1.992047e+00 b 229.20 35 6 1.053333
BMS_065 arizona 2 25 PopTartsCinnamon.bmp 3 2.352071e+02 3.217304e+00 g 238.81 19 41 1.506667
BMS_065 arizona 2 26 FrootLoops.bmp 1 2.448107e+02 2.400550e+00 y 248.41 38 19 1.053333
BMS_065 arizona 2 27 Cheezits.bmp 2 2.544144e+02 2.111928e+00 y 258.02 1 9 2.560000
BMS_065 arizona 2 28 Toberlorone.bmp 2 2.640181e+02 2.941249e+00 b 267.60 41 54 1.033333
BMS_065 arizona 2 29 Hersheykisses.bmp 1 2.736051e+02 2.169132e+00 y 277.21 31 25 1.126667
BMS_065 arizona 2 30 Hersheymilk_several.bmp 3 2.832088e+02 2.902570e+00 y 286.81 27 26 1.266667
BMS_065 arizona 2 31 Toberlorone.bmp 1 2.928125e+02 2.536742e+00 g 296.41 41 54 1.033333
BMS_065 arizona 2 32 FrootLoops.bmp 3 3.024162e+02 2.160088e+00 y 306.02 38 19 1.053333
BMS_065 arizona 2 33 Reeses.bmp 2 3.120032e+02 1.580082e+00 b 315.60 16 45 1.733333
BMS_065 arizona 2 34 Nutterbutter.bmp 1 3.216069e+02 2.779472e+00 g 325.21 26 37 1.286667
BMS_065 arizona 2 35 Skittles.bmp 3 3.312106e+02 2.284754e+00 y 334.81 4 48 2.293333
BMS_065 arizona 2 36 Fritos.bmp 2 3.408143e+02 2.520060e+00 y 344.42 25 18 1.300000
