subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_084 1 2 1 1 4.801804e+00 MrGoodbar.bmp Almondjoy.bmp 21 22 1 y 2 0 1.315952 46 43 0.053333 0.053333 
BMS_084 1 2 1 2 1.080411e+01 Doritosranch.bmp Snickers.bmp 11 12 1 b 1 1 0.776653 9 14 1.053333 1.040000 
BMS_084 1 2 1 3 1.680642e+01 MrGoodbar.bmp 3Musketeers.bmp 21 22 1 b 2 1 1.263338 46 49 0.053333 0.046667 
BMS_084 1 2 1 4 2.280877e+01 Oreos.bmp BabyRuth.bmp 12 11 0 b 1 0 1.056994 18 11 0.853333 1.040000 
BMS_084 1 2 1 5 2.881104e+01 Doritosranch.bmp Cheezits.bmp 11 12 1 b 1 1 0.886583 9 8 1.053333 1.106667 
BMS_084 1 2 1 6 3.481334e+01 MrGoodbar.bmp Funyuns_small.bmp 21 22 1 b 2 1 0.942431 46 45 0.053333 0.053333 
BMS_084 1 2 1 7 4.081565e+01 Cheezits.bmp Twix.bmp 12 11 0 b 1 0 0.654124 8 17 1.106667 1.026667 
BMS_084 1 2 1 8 4.681800e+01 Riprolls.bmp 3Musketeers.bmp 21 22 1 y 2 0 0.868745 42 49 0.060000 0.046667 
BMS_084 1 2 1 9 5.280359e+01 Twix.bmp Oreos.bmp 11 12 1 b 1 1 0.620033 17 18 1.026667 0.853333 
BMS_084 1 2 1 10 5.880590e+01 BabyRuth.bmp Snickers.bmp 11 12 1 y 1 0 0.924872 11 14 1.040000 1.040000 
BMS_084 1 2 1 11 6.480825e+01 Riprolls.bmp SourSkittles.bmp 21 22 1 y 2 0 1.030547 42 39 0.060000 0.073333 
BMS_084 1 2 1 12 7.081056e+01 MrGoodbar.bmp SourSkittles.bmp 21 22 1 y 2 0 1.156214 46 39 0.053333 0.073333 
BMS_084 1 2 1 13 7.681282e+01 Doritosranch.bmp CheesyDoritos.bmp 11 12 1 y 1 0 0.926958 9 12 1.053333 1.040000 
BMS_084 1 2 1 14 8.281513e+01 FigNewton_small.bmp Snickers.bmp 11 12 1 b 1 1 1.211625 15 14 1.033333 1.040000 
BMS_084 1 2 1 15 8.881744e+01 SourSkittles.bmp Toberlorone.bmp 22 21 0 b 2 0 1.348326 39 40 0.073333 0.073333 
BMS_084 1 2 1 16 9.480312e+01 Oreos.bmp Doritosranch.bmp 12 11 0 y 1 1 1.555652 18 9 0.853333 1.053333 
BMS_084 1 2 1 17 1.008054e+02 Oreos.bmp FigNewton_small.bmp 12 11 0 y 1 1 0.827385 18 15 0.853333 1.033333 
BMS_084 1 2 1 18 1.068077e+02 Funyuns_small.bmp Riprolls.bmp 22 21 0 y 2 1 1.170075 45 42 0.053333 0.060000 
BMS_084 1 2 1 19 1.128100e+02 Almondjoy.bmp PopTartsCinnamon.bmp 22 21 0 y 2 1 0.993699 43 48 0.053333 0.053333 
BMS_084 1 2 1 20 1.188123e+02 FigNewton_small.bmp Cheezits.bmp 11 12 1 b 1 1 1.137326 15 8 1.033333 1.106667 
BMS_084 1 2 1 21 1.248146e+02 Almondjoy.bmp Riprolls.bmp 22 21 0 b 2 0 1.185157 43 42 0.053333 0.060000 
BMS_084 1 2 1 22 1.308170e+02 Almondjoy.bmp Toberlorone.bmp 22 21 0 y 2 1 1.893826 43 40 0.053333 0.073333 
BMS_084 1 2 1 23 1.368026e+02 Snickers.bmp Twix.bmp 12 11 0 y 1 1 0.948225 14 17 1.040000 1.026667 
BMS_084 1 2 1 24 1.428049e+02 CheesyDoritos.bmp FigNewton_small.bmp 12 11 0 y 1 1 1.097896 12 15 1.040000 1.033333 
BMS_084 1 2 1 25 1.488072e+02 Cheezits.bmp BabyRuth.bmp 12 11 0 b 1 0 0.714559 8 11 1.106667 1.040000 
BMS_084 1 2 1 26 1.548095e+02 PopTartsCinnamon.bmp 3Musketeers.bmp 21 22 1 b 2 1 1.433257 48 49 0.053333 0.046667 
BMS_084 1 2 1 27 1.608118e+02 3Musketeers.bmp Toberlorone.bmp 22 21 0 y 2 1 1.366983 49 40 0.046667 0.073333 
BMS_084 1 2 1 28 1.668141e+02 Twix.bmp CheesyDoritos.bmp 11 12 1 b 1 1 1.078684 17 12 1.026667 1.040000 
BMS_084 1 2 1 29 1.728164e+02 Funyuns_small.bmp Toberlorone.bmp 22 21 0 y 2 1 0.690235 45 40 0.053333 0.073333 
BMS_084 1 2 1 30 1.788020e+02 PopTartsCinnamon.bmp Funyuns_small.bmp 21 22 1 b 2 1 0.762744 48 45 0.053333 0.053333 
BMS_084 1 2 1 31 1.848044e+02 SourSkittles.bmp PopTartsCinnamon.bmp 22 21 0 y 2 1 1.561396 39 48 0.073333 0.053333 
BMS_084 1 2 1 32 1.908067e+02 CheesyDoritos.bmp BabyRuth.bmp 12 11 0 b 1 0 0.859123 12 11 1.040000 1.040000 
BMS_084 1 2 2 33 1.968090e+02 BabyRuth.bmp CheesyDoritos.bmp 11 12 1 y 1 0 0.769827 11 12 1.040000 1.040000 
BMS_084 1 2 2 34 2.028113e+02 Snickers.bmp FigNewton_small.bmp 12 11 0 y 1 1 1.191477 14 15 1.040000 1.033333 
BMS_084 1 2 2 35 2.088136e+02 Cheezits.bmp Doritosranch.bmp 12 11 0 b 1 0 1.318170 8 9 1.106667 1.053333 
