subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_072 1 2 1 1 4.801886e+00 Funyuns_small.bmp MilkyWay.bmp 22 21 0 b 2 0 1.397622 45 48 0.040000 0.040000 
BMS_072 1 2 1 2 1.080419e+01 Funyuns_small.bmp Hersheykisses.bmp 22 21 0 y 2 1 0.921342 45 46 0.040000 0.040000 
BMS_072 1 2 1 3 1.680650e+01 Granolabar.bmp KitKat_small.bmp 12 11 0 y 1 1 0.768038 12 17 0.486667 0.213333 
BMS_072 1 2 1 4 2.280877e+01 Redvines_small.bmp Slimjim.bmp 22 21 0 y 2 1 1.143751 39 42 0.046667 0.046667 
BMS_072 1 2 1 5 2.881108e+01 Hersheykisses.bmp PayDay.bmp 21 22 1 b 2 1 0.769462 46 49 0.040000 0.040000 
BMS_072 1 2 1 6 3.481343e+01 MilkyWay.bmp Redvines_small.bmp 21 22 1 b 2 1 0.920102 48 39 0.040000 0.046667 
BMS_072 1 2 1 7 4.081569e+01 Granolabar.bmp Sourpatch.bmp 12 11 0 y 1 1 0.665853 12 11 0.486667 0.500000 
BMS_072 1 2 1 8 4.681800e+01 KitKat_small.bmp Chocolate_mm.bmp 11 12 1 b 1 1 0.771521 17 18 0.213333 0.193333 
BMS_072 1 2 1 9 5.280367e+01 AnimalCrackers.bmp KitKat_small.bmp 12 11 0 y 1 1 0.577820 14 17 0.320000 0.213333 
BMS_072 1 2 1 10 5.880598e+01 Slimjim.bmp 3Musketeers.bmp 21 22 1 b 2 1 1.205556 42 43 0.046667 0.040000 
BMS_072 1 2 1 11 6.480825e+01 MilkyWay.bmp PayDay.bmp 21 22 1 b 2 1 0.707294 48 49 0.040000 0.040000 
BMS_072 1 2 1 12 7.081060e+01 Reeses.bmp Funyuns_small.bmp 21 22 1 b 2 1 1.025946 40 45 0.046667 0.040000 
BMS_072 1 2 1 13 7.681286e+01 Hersheykisses.bmp Redvines_small.bmp 21 22 1 b 2 1 0.659749 46 39 0.040000 0.046667 
BMS_072 1 2 1 14 8.281521e+01 Twix.bmp Milkduds.bmp 11 12 1 b 1 1 0.897326 15 8 0.300000 0.646667 
BMS_072 1 2 1 15 8.881748e+01 ChipsAhoy_small.bmp Chocolate_mm.bmp 11 12 1 b 1 1 1.008060 9 18 0.606667 0.193333 
BMS_072 1 2 1 16 9.480311e+01 3Musketeers.bmp Hersheykisses.bmp 22 21 0 y 2 1 0.783426 43 46 0.040000 0.040000 
BMS_072 1 2 1 17 1.008054e+02 Sourpatch.bmp Milkduds.bmp 11 12 1 b 1 1 0.896127 11 8 0.500000 0.646667 
BMS_072 1 2 1 18 1.068078e+02 3Musketeers.bmp MilkyWay.bmp 22 21 0 y 2 1 1.087783 43 48 0.040000 0.040000 
BMS_072 1 2 1 19 1.128100e+02 Twix.bmp Granolabar.bmp 11 12 1 b 1 1 0.729506 15 12 0.300000 0.486667 
BMS_072 1 2 1 20 1.188123e+02 Sourpatch.bmp AnimalCrackers.bmp 11 12 1 b 1 1 0.887202 11 14 0.500000 0.320000 
BMS_072 1 2 1 21 1.248147e+02 Sourpatch.bmp Chocolate_mm.bmp 11 12 1 b 1 1 0.723860 11 18 0.500000 0.193333 
BMS_072 1 2 1 22 1.308170e+02 Milkduds.bmp KitKat_small.bmp 12 11 0 y 1 1 0.867548 8 17 0.646667 0.213333 
BMS_072 1 2 1 23 1.368026e+02 Granolabar.bmp ChipsAhoy_small.bmp 12 11 0 y 1 1 0.722938 12 9 0.486667 0.606667 
BMS_072 1 2 1 24 1.428049e+02 Reeses.bmp Redvines_small.bmp 21 22 1 b 2 1 0.996661 40 39 0.046667 0.046667 
BMS_072 1 2 1 25 1.488072e+02 Reeses.bmp 3Musketeers.bmp 21 22 1 b 2 1 0.751341 40 43 0.046667 0.040000 
BMS_072 1 2 1 26 1.548095e+02 AnimalCrackers.bmp Twix.bmp 12 11 0 y 1 1 0.622965 14 15 0.320000 0.300000 
BMS_072 1 2 1 27 1.608118e+02 Funyuns_small.bmp Slimjim.bmp 22 21 0 y 2 1 1.217712 45 42 0.040000 0.046667 
BMS_072 1 2 1 28 1.668142e+02 AnimalCrackers.bmp ChipsAhoy_small.bmp 12 11 0 y 1 1 0.593386 14 9 0.320000 0.606667 
BMS_072 1 2 1 29 1.728164e+02 Slimjim.bmp PayDay.bmp 21 22 1 b 2 1 0.834122 42 49 0.046667 0.040000 
BMS_072 1 2 1 30 1.788021e+02 Milkduds.bmp ChipsAhoy_small.bmp 12 11 0 y 1 1 0.656484 8 9 0.646667 0.606667 
BMS_072 1 2 1 31 1.848044e+02 PayDay.bmp Reeses.bmp 22 21 0 y 2 1 0.727072 49 40 0.040000 0.046667 
BMS_072 1 2 1 32 1.908067e+02 Chocolate_mm.bmp Twix.bmp 12 11 0 y 1 1 0.703790 18 15 0.193333 0.300000 
BMS_072 1 2 2 33 1.968090e+02 Reeses.bmp 3Musketeers.bmp 21 22 1 b 2 1 0.798546 40 43 0.046667 0.040000 
BMS_072 1 2 2 34 2.028113e+02 Twix.bmp Chocolate_mm.bmp 11 12 1 b 1 1 0.609258 15 18 0.300000 0.193333 
BMS_072 1 2 2 35 2.088137e+02 Milkduds.bmp Sourpatch.bmp 12 11 0 b 1 0 0.770895 8 11 0.646667 0.500000 
BMS_072 1 2 2 36 2.148160e+02 Hersheykisses.bmp Redvines_small.bmp 21 22 1 b 2 1 0.698601 46 39 0.040000 0.046667 
BMS_072 1 2 2 37 2.208016e+02 MilkyWay.bmp 3Musketeers.bmp 21 22 1 b 2 1 1.028983 48 43 0.040000 0.040000 
BMS_072 1 2 2 38 2.268039e+02 MilkyWay.bmp Redvines_small.bmp 21 22 1 b 2 1 0.519619 48 39 0.040000 0.046667 
BMS_072 1 2 2 39 2.328062e+02 3Musketeers.bmp Slimjim.bmp 22 21 0 b 2 0 1.176349 43 42 0.040000 0.046667 
BMS_072 1 2 2 40 2.388085e+02 3Musketeers.bmp Hersheykisses.bmp 22 21 0 y 2 1 0.801041 43 46 0.040000 0.040000 
