subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_080 arizona 1 1 Laysclassic.bmp 1 4.801888e+00 2.110887e+00 y 8.40 27 31 2.020000
BMS_080 arizona 1 2 Funyuns_small.bmp 2 1.440558e+01 2.031204e+00 y 18.01 47 20 1.066667
BMS_080 arizona 1 3 Funyuns_small.bmp 1 2.400923e+01 2.031546e+00 g 27.61 47 20 1.066667
BMS_080 arizona 1 4 100grand_small.bmp 1 3.361292e+01 1.971860e+00 y 37.21 22 1 2.146667
BMS_080 arizona 1 5 Whatchamacallit.bmp 3 4.321662e+01 2.275147e+00 b 46.80 30 56 2.000000
BMS_080 arizona 1 6 Granolabar.bmp 1 5.280368e+01 1.679101e+00 b 56.41 28 24 2.006667
BMS_080 arizona 1 7 Chocolate_mm.bmp 2 6.240733e+01 1.292379e+00 y 66.01 44 11 1.386667
BMS_080 arizona 1 8 Oreos.bmp 2 7.201102e+01 1.417765e+00 y 75.61 10 38 2.653333
BMS_080 arizona 1 9 AnimalCrackers.bmp 2 8.161476e+01 1.464023e+00 y 85.22 41 4 1.506667
BMS_080 arizona 1 10 Ghiradelli_milk.bmp 2 9.120173e+01 2.921063e+00 y 94.80 1 21 2.993333
BMS_080 arizona 1 11 Skittles.bmp 2 1.008055e+02 1.008323e+00 y 104.41 13 48 2.520000
BMS_080 arizona 1 12 Hersheymilk_several.bmp 1 1.104091e+02 1.923675e+00 b 114.01 16 26 2.353333
BMS_080 arizona 1 13 Hersheymilk_several.bmp 2 1.200129e+02 1.419942e+00 b 123.61 16 26 2.353333
BMS_080 arizona 1 14 Slimjim.bmp 1 1.296165e+02 1.797250e+00 r 133.22 56 49 0.093333
BMS_080 arizona 1 15 Milano.bmp 3 1.392035e+02 1.683265e+00 y 142.80 7 33 2.753333
BMS_080 arizona 1 16 Fritos.bmp 1 1.488072e+02 1.751587e+00 g 152.41 50 18 1.060000
BMS_080 arizona 1 17 Granolabar.bmp 2 1.584109e+02 1.796887e+00 b 162.01 28 24 2.006667
BMS_080 arizona 1 18 Slimjim.bmp 3 1.680146e+02 2.151185e+00 g 171.62 56 49 0.093333
BMS_080 arizona 1 19 Cheetos.bmp 1 1.776016e+02 1.910184e+00 y 181.20 31 8 1.906667
BMS_080 arizona 1 20 Doritosranch.bmp 1 1.872054e+02 1.624438e+00 b 190.81 26 13 2.073333
BMS_080 arizona 1 21 Ghiradelli_milk_Almonds.bmp 2 1.968090e+02 1.486799e+00 y 200.41 4 22 2.966667
BMS_080 arizona 1 22 PopTartsStrawberry.bmp 2 2.064127e+02 1.860102e+00 b 210.01 35 42 1.720000
BMS_080 arizona 1 23 AnimalCrackers.bmp 3 2.160164e+02 2.428408e+00 r 219.62 41 4 1.506667
BMS_080 arizona 1 24 Slimjim.bmp 2 2.256035e+02 1.641357e+00 b 229.20 56 49 0.093333
BMS_080 arizona 1 25 Riprolls.bmp 3 2.352071e+02 2.284708e+00 b 238.81 38 46 1.586667
BMS_080 arizona 1 26 Granolabar.bmp 3 2.448108e+02 1.823013e+00 y 248.41 28 24 2.006667
BMS_080 arizona 1 27 Oreos.bmp 3 2.544145e+02 1.704238e+00 y 258.02 10 38 2.653333
BMS_080 arizona 1 28 Whatchamacallit.bmp 2 2.640015e+02 1.622286e+00 b 267.60 30 56 2.000000
BMS_080 arizona 1 29 Ghiradelli_milk.bmp 3 2.736052e+02 2.333611e+00 g 277.21 1 21 2.993333
BMS_080 arizona 1 30 Skittles.bmp 3 2.832089e+02 1.619918e+00 y 286.81 13 48 2.520000
BMS_080 arizona 1 31 Crunch.bmp 1 2.928126e+02 2.153190e+00 y 296.41 32 12 1.820000
BMS_080 arizona 1 32 Fritos.bmp 3 3.024163e+02 2.187485e+00 r 306.02 50 18 1.060000
BMS_080 arizona 1 33 MilkyWay.bmp 3 3.120033e+02 1.539467e+00 g 315.60 19 35 2.280000
BMS_080 arizona 1 34 Fritos.bmp 2 3.216070e+02 1.185823e+00 y 325.21 50 18 1.060000
BMS_080 arizona 1 35 Laysclassic.bmp 2 3.312274e+02 9.284562e-01 y 334.81 27 31 2.020000
BMS_080 arizona 1 36 Doritosranch.bmp 2 3.408144e+02 1.524445e+00 y 344.42 26 13 2.073333
