subjid runtrial onsettime Name resp_beep RT order
BMS_082 1 1.029911e+00 SourSkittles.bmp 1 1.342273e+00 2 
BMS_082 2 3.936124e+00 FlamingCheetos.bmp 1 6.200527e-01 2 
BMS_082 3 6.090742e+00 Hersheykisses.bmp 1 8.014348e-01 2 
BMS_082 4 8.429460e+00 Jollyrancherred.bmp 1 5.587163e-01 2 
BMS_082 5 1.051719e+01 Chocolate_mm.bmp 1 6.549878e-01 2 
BMS_082 6 1.270499e+01 Slimjim.bmp 1 6.991898e-01 2 
BMS_082 7 1.494309e+01 Laffytaffyred_one.bmp 0 6.690891e-01 2 
BMS_082 8 1.714788e+01 Goldfish.bmp 1 7.042949e-01 2 
BMS_082 9 1.938604e+01 Oreos.bmp 1 5.781469e-01 2 
BMS_082 10 2.149064e+01 Doritosranch.bmp 1 6.815195e-01 2 
BMS_082 11 2.369556e+01 Hersheymilk_several.bmp 1 5.726205e-01 2 
BMS_082 12 2.579984e+01 Dots_one.bmp 1 7.723411e-01 2 
BMS_082 13 2.810508e+01 redvines_small.bmp 1 2.219098e+00 2 
BMS_082 14 3.186290e+01 Funyuns_small.bmp 1 9.172768e-01 2 
BMS_082 15 3.431818e+01 ChipsAhoy_small.bmp 1 1.429992e+00 2 
BMS_082 16 3.727448e+01 Crunch.bmp 1 6.976922e-01 2 
BMS_082 17 3.949628e+01 Ghiradelli_milk_Almonds.bmp 1 9.318928e-01 2 
BMS_082 18 4.196795e+01 3Musketeers.bmp 1 1.468227e+00 2 
BMS_082 19 4.497440e+01 FigNewton_small.bmp 0 1.365779e+00 2 
BMS_082 20 4.786373e+01 PringlesRed.bmp 1 8.044496e-01 2 
BMS_082 21 5.020239e+01 FrootLoops.bmp 1 6.657882e-01 2 
BMS_082 22 5.240714e+01 Granolabar.bmp 0 1.221013e+00 2 
BMS_082 23 5.516306e+01 PeanutMMs.bmp 1 1.217114e+00 2 
BMS_082 24 5.791900e+01 FamousAmos_small.bmp 1 8.371852e-01 2 
BMS_082 25 6.029077e+01 Laysclassic.bmp 1 7.934040e-01 2 
BMS_082 26 6.261242e+01 TeddyGrahamschocolate.bmp 1 6.797556e-01 2 
BMS_082 27 6.481738e+01 Skittles.bmp 0 1.762793e+00 2 
BMS_082 28 6.810760e+01 Sourpatch.bmp 1 7.605782e-01 2 
BMS_082 29 7.039587e+01 Keeblerfudgestripes.bmp 1 6.883072e-01 2 
BMS_082 30 7.261731e+01 Milano.bmp 1 5.468691e-01 2 
BMS_082 31 7.468843e+01 Butterfinger.bmp 1 7.397491e-01 2 
BMS_082 32 7.695999e+01 BabyRuth.bmp 1 1.028188e+00 2 
BMS_082 33 7.951549e+01 AnimalCrackers.bmp 1 6.726810e-01 2 
BMS_082 34 8.171987e+01 Riprolls.bmp 1 1.692303e+00 2 
BMS_082 35 8.494385e+01 Milkduds.bmp 1 8.123295e-01 2 
BMS_082 36 8.728181e+01 Twix.bmp 1 5.943718e-01 2 
BMS_082 37 8.940344e+01 KitKat_small.bmp 1 6.967338e-01 2 
BMS_082 38 9.162489e+01 Almondjoy.bmp 1 8.032854e-01 2 
BMS_082 39 9.396261e+01 Reeses.bmp 1 8.255613e-01 2 
BMS_082 40 9.631834e+01 Ghiradelli_milk.bmp 1 6.698397e-01 2 
BMS_082 41 9.852251e+01 100grand_small.bmp 1 6.656636e-01 2 
BMS_082 42 1.007278e+02 Cheezits.bmp 0 5.163368e-01 2 
BMS_082 43 1.027823e+02 PayDay.bmp 0 1.957929e+00 2 
BMS_082 44 1.062730e+02 Whatchamacallit.bmp 0 3.883156e+00 2 
BMS_082 45 1.116847e+02 MilkyWay.bmp 1 1.911439e+00 2 
BMS_082 46 1.151255e+02 Lollipopred.bmp 1 7.587131e-01 2 
BMS_082 47 1.174138e+02 Nutterbutter.bmp 1 1.046342e+00 2 
BMS_082 48 1.199858e+02 PopTartsCinnamon.bmp 1 1.234329e+00 2 
BMS_082 49 1.227586e+02 Toberlorone.bmp 1 8.455800e-01 2 
BMS_082 50 1.251303e+02 PopTartsStrawberry.bmp 1 7.058352e-01 2 
BMS_082 51 1.273688e+02 Fritos.bmp 1 1.267353e+00 2 
BMS_082 52 1.301746e+02 MrGoodbar.bmp 1 7.096368e-01 2 
BMS_082 53 1.324127e+02 CheesyDoritos.bmp 1 6.954641e-01 2 
BMS_082 54 1.346342e+02 RitzBitz2.bmp 1 8.819663e-01 2 
BMS_082 55 1.370560e+02 Cheetos.bmp 1 7.801372e-01 2 
BMS_082 56 1.393610e+02 Snickers.bmp 1 1.563173e+00 2 
