subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_088 ariozona 1 1 Laffytaffyred_one.bmp 2 4.801847e+00 1.848553e+00 b 8.40 53 30 0.100000
BMS_088 ariozona 1 2 Dots_one.bmp 3 1.440558e+01 2.694828e+00 y 18.01 47 14 0.140000
BMS_088 ariozona 1 3 Hersheykisses.bmp 3 2.400923e+01 1.444178e+00 y 27.61 22 25 1.066667
BMS_088 ariozona 1 4 PayDay.bmp 1 3.361297e+01 1.980430e+00 r 37.21 50 39 0.113333
BMS_088 ariozona 1 5 Whatchamacallit.bmp 1 4.321662e+01 1.712799e+00 g 46.80 25 56 1.066667
BMS_088 ariozona 1 6 MilkyWay.bmp 2 5.280368e+01 1.703737e+00 b 56.41 41 35 1.033333
BMS_088 ariozona 1 7 Nutterbutter.bmp 1 6.240737e+01 2.147044e+00 g 66.01 32 37 1.053333
BMS_088 ariozona 1 8 Fritos.bmp 2 7.201106e+01 1.533229e+00 y 75.61 30 18 1.053333
BMS_088 ariozona 1 9 Funyuns_small.bmp 3 8.161471e+01 1.879705e+00 y 85.22 38 20 1.040000
BMS_088 ariozona 1 10 PopTartsStrawberry.bmp 3 9.120173e+01 1.778693e+00 y 94.80 27 42 1.060000
BMS_088 ariozona 1 11 Whatchamacallit.bmp 2 1.008054e+02 1.756924e+00 b 104.41 25 56 1.066667
BMS_088 ariozona 1 12 3Musketeers.bmp 2 1.104091e+02 1.378301e+00 b 114.01 19 2 1.080000
BMS_088 ariozona 1 13 Ghiradelli_milk_Almonds.bmp 1 1.200129e+02 2.286571e+00 b 123.61 4 22 2.026667
BMS_088 ariozona 1 14 PopTartsStrawberry.bmp 1 1.296165e+02 2.483823e+00 g 133.20 27 42 1.060000
BMS_088 ariozona 1 15 Cheetos.bmp 3 1.392036e+02 2.205853e+00 y 142.80 13 8 1.966667
BMS_088 ariozona 1 16 PayDay.bmp 3 1.488072e+02 2.136207e+00 g 152.41 50 39 0.113333
BMS_088 ariozona 1 17 Skittles.bmp 3 1.584110e+02 1.740480e+00 y 162.01 28 48 1.060000
BMS_088 ariozona 1 18 Fritos.bmp 1 1.680146e+02 2.380823e+00 g 171.62 30 18 1.053333
BMS_088 ariozona 1 19 BabyRuth.bmp 2 1.776017e+02 1.748751e+00 b 181.20 26 5 1.060000
BMS_088 ariozona 1 20 Laffytaffyred_one.bmp 3 1.872053e+02 3.326113e+00 g 190.81 53 30 0.100000
BMS_088 ariozona 1 21 PayDay.bmp 2 1.968090e+02 1.681395e+00 b 200.41 50 39 0.113333
BMS_088 ariozona 1 22 Ghiradelli_milk_Almonds.bmp 2 2.064127e+02 1.611730e+00 y 210.01 4 22 2.026667
BMS_088 ariozona 1 23 TeddyGrahamschocolate.bmp 3 2.160164e+02 2.379921e+00 y 219.62 29 53 1.060000
BMS_088 ariozona 1 24 Ghiradelli_milk_Almonds.bmp 3 2.256034e+02 2.891007e+00 y 229.20 4 22 2.026667
BMS_088 ariozona 1 25 PopTartsStrawberry.bmp 2 2.352071e+02 1.669227e+00 b 238.81 27 42 1.060000
BMS_088 ariozona 1 26 Cheezits.bmp 1 2.448108e+02 2.108629e+00 g 248.41 16 9 1.093333
BMS_088 ariozona 1 27 Almondjoy.bmp 2 2.544145e+02 1.744954e+00 b 258.02 56 3 0.073333
BMS_088 ariozona 1 28 Funyuns_small.bmp 2 2.640015e+02 1.506924e+00 y 267.60 38 20 1.040000
BMS_088 ariozona 1 29 Milkduds.bmp 2 2.736052e+02 1.329237e+00 y 277.21 7 34 2.013333
BMS_088 ariozona 1 30 PeanutMMs.bmp 2 2.832089e+02 1.364548e+00 y 286.81 1 40 2.060000
BMS_088 ariozona 1 31 Whatchamacallit.bmp 3 2.928126e+02 2.718745e+00 g 296.41 25 56 1.066667
BMS_088 ariozona 1 32 Dots_one.bmp 2 3.024163e+02 1.068160e+00 y 306.02 47 14 0.140000
BMS_088 ariozona 1 33 Hersheykisses.bmp 1 3.120033e+02 1.455139e+00 b 315.60 22 25 1.066667
BMS_088 ariozona 1 34 KitKat_small.bmp 3 3.216070e+02 1.622356e+00 y 325.21 44 29 1.020000
BMS_088 ariozona 1 35 BabyRuth.bmp 3 3.312107e+02 2.777784e+00 y 334.81 26 5 1.060000
BMS_088 ariozona 1 36 KitKat_small.bmp 1 3.408144e+02 2.425066e+00 y 344.42 44 29 1.020000
