subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_081 1 1 1 1 4.801847e+00 ChipsAhoy_small.bmp AnimalCrackers.bmp 12 11 0 b 1 0 1.202679 15 12 2.193333 2.286667 
BMS_081 1 1 1 2 1.080411e+01 CheesyDoritos.bmp Laffytaffyred_one.bmp 22 21 0 y 2 1 1.764384 46 49 1.160000 1.120000 
BMS_081 1 1 1 3 1.680642e+01 BabyRuth.bmp CheesyDoritos.bmp 21 22 1 b 2 1 1.281114 45 46 1.300000 1.160000 
BMS_081 1 1 1 4 2.280877e+01 Twix.bmp Milano.bmp 12 11 0 b 1 0 1.047671 17 8 2.140000 2.386667 
BMS_081 1 1 1 5 2.881103e+01 Hersheykisses.bmp TeddyGrahamschocolate.bmp 12 11 0 y 1 1 0.966456 9 18 2.333333 2.113333 
BMS_081 1 1 1 6 3.481338e+01 AnimalCrackers.bmp Hersheykisses.bmp 11 12 1 b 1 1 1.541158 12 9 2.286667 2.333333 
BMS_081 1 1 1 7 4.081565e+01 Skittles.bmp MrGoodbar.bmp 21 22 1 y 2 0 1.533896 39 40 1.680000 1.666667 
BMS_081 1 1 1 8 4.680128e+01 Laffytaffyred_one.bmp MrGoodbar.bmp 21 22 1 y 2 0 1.036244 49 40 1.120000 1.666667 
BMS_081 1 1 1 9 5.280363e+01 3Musketeers.bmp Hersheymilk_several.bmp 12 11 0 b 1 0 1.183913 11 14 2.300000 2.226667 
BMS_081 1 1 1 10 5.880590e+01 Fritos.bmp Laffytaffyred_one.bmp 22 21 0 y 2 1 1.701643 42 49 1.373333 1.120000 
BMS_081 1 1 1 11 6.480820e+01 Milano.bmp Hersheykisses.bmp 11 12 1 b 1 1 0.995339 8 9 2.386667 2.333333 
BMS_081 1 1 1 12 7.081051e+01 Skittles.bmp CheesyDoritos.bmp 21 22 1 b 2 1 1.101038 39 46 1.680000 1.160000 
BMS_081 1 1 1 13 7.681286e+01 Fritos.bmp BabyRuth.bmp 22 21 0 y 2 1 0.885691 42 45 1.373333 1.300000 
BMS_081 1 1 1 14 8.281513e+01 Twix.bmp AnimalCrackers.bmp 12 11 0 b 1 0 1.458413 17 12 2.140000 2.286667 
BMS_081 1 1 1 15 8.881743e+01 BabyRuth.bmp MrGoodbar.bmp 21 22 1 b 2 1 1.806124 45 40 1.300000 1.666667 
BMS_081 1 1 1 16 9.481974e+01 AnimalCrackers.bmp 3Musketeers.bmp 11 12 1 y 1 0 0.976791 12 11 2.286667 2.300000 
BMS_081 1 1 1 17 1.008054e+02 Milano.bmp ChipsAhoy_small.bmp 11 12 1 b 1 1 0.746173 8 15 2.386667 2.193333 
BMS_081 1 1 1 18 1.068077e+02 Skittles.bmp Lollipopred.bmp 21 22 1 b 2 1 1.151853 39 48 1.680000 1.133333 
BMS_081 1 1 1 19 1.128100e+02 BabyRuth.bmp Lollipopred.bmp 21 22 1 b 2 1 0.950525 45 48 1.300000 1.133333 
BMS_081 1 1 1 20 1.188123e+02 TeddyGrahamschocolate.bmp Twix.bmp 11 12 1 y 1 0 1.638246 18 17 2.113333 2.140000 
BMS_081 1 1 1 21 1.248313e+02 Hersheymilk_several.bmp Twix.bmp 11 12 1 y 1 0 1.123270 14 17 2.226667 2.140000 
BMS_081 1 1 1 22 1.308170e+02 Fritos.bmp Skittles.bmp 22 21 0 y 2 1 0.913611 42 39 1.373333 1.680000 
BMS_081 1 1 1 23 1.368026e+02 Lollipopred.bmp Laffytaffyred_one.bmp 22 21 0 y 2 1 0.844957 48 49 1.133333 1.120000 
BMS_081 1 1 1 24 1.428049e+02 Hersheymilk_several.bmp ChipsAhoy_small.bmp 11 12 1 y 1 0 1.114707 14 15 2.226667 2.193333 
BMS_081 1 1 1 25 1.488072e+02 CheesyDoritos.bmp Milkduds.bmp 22 21 0 y 2 1 0.869323 46 43 1.160000 1.360000 
BMS_081 1 1 1 26 1.548095e+02 3Musketeers.bmp Milano.bmp 12 11 0 b 1 0 1.029092 11 8 2.300000 2.386667 
BMS_081 1 1 1 27 1.608118e+02 Lollipopred.bmp Milkduds.bmp 22 21 0 y 2 1 0.702746 48 43 1.133333 1.360000 
BMS_081 1 1 1 28 1.668141e+02 Hersheykisses.bmp Hersheymilk_several.bmp 12 11 0 b 1 0 1.900441 9 14 2.333333 2.226667 
BMS_081 1 1 1 29 1.728164e+02 TeddyGrahamschocolate.bmp ChipsAhoy_small.bmp 11 12 1 y 1 0 1.584077 18 15 2.113333 2.193333 
BMS_081 1 1 1 30 1.788021e+02 TeddyGrahamschocolate.bmp 3Musketeers.bmp 11 12 1 y 1 0 1.279494 18 11 2.113333 2.300000 
BMS_081 1 1 1 31 1.848043e+02 MrGoodbar.bmp Milkduds.bmp 22 21 0 b 2 0 1.196225 40 43 1.666667 1.360000 
BMS_081 1 1 1 32 1.908066e+02 Fritos.bmp Milkduds.bmp 22 21 0 y 2 1 0.878921 42 43 1.373333 1.360000 
BMS_081 1 1 2 33 1.968089e+02 Lollipopred.bmp Skittles.bmp 22 21 0 y 2 1 0.834615 48 39 1.133333 1.680000 
BMS_081 1 1 2 34 2.028113e+02 Milkduds.bmp Fritos.bmp 21 22 1 b 2 1 1.061267 43 42 1.360000 1.373333 
BMS_081 1 1 2 35 2.088136e+02 Fritos.bmp BabyRuth.bmp 22 21 0 y 2 1 0.902969 42 45 1.373333 1.300000 
BMS_081 1 1 2 36 2.148159e+02 ChipsAhoy_small.bmp Milano.bmp 12 11 0 y 1 1 0.988642 15 8 2.193333 2.386667 
BMS_081 1 1 2 37 2.208015e+02 TeddyGrahamschocolate.bmp 3Musketeers.bmp 11 12 1 y 1 0 0.964047 18 11 2.113333 2.300000 
BMS_081 1 1 2 38 2.268038e+02 MrGoodbar.bmp Laffytaffyred_one.bmp 22 21 0 b 2 0 1.066728 40 49 1.666667 1.120000 
BMS_081 1 1 2 39 2.328061e+02 Twix.bmp AnimalCrackers.bmp 12 11 0 b 1 0 1.693431 17 12 2.140000 2.286667 
BMS_081 1 1 2 40 2.388085e+02 Milano.bmp Twix.bmp 11 12 1 b 1 1 0.656078 8 17 2.386667 2.140000 
BMS_081 1 1 2 41 2.448107e+02 Hersheykisses.bmp TeddyGrahamschocolate.bmp 12 11 0 y 1 1 1.227832 9 18 2.333333 2.113333 
