subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_092 arizona 1 1 FlamingCheetos.bmp 1 4.801847e+00 2.863059e+00 y 8.40 53 17 0.513333
BMS_092 arizona 1 2 Goldfish.bmp 3 1.440558e+01 3.128310e+00 r 18.01 13 23 2.960000
BMS_092 arizona 1 3 Lollipopred.bmp 2 2.400923e+01 3.083669e+00 b 27.61 50 32 1.020000
BMS_092 arizona 1 4 3Musketeers.bmp 3 3.361292e+01 2.239976e+00 g 37.21 22 2 2.940000
BMS_092 arizona 1 5 Lollipopred.bmp 3 4.321666e+01 2.242247e+00 r 46.80 50 32 1.020000
BMS_092 arizona 1 6 Cheetos.bmp 2 5.280363e+01 1.384259e+00 y 56.41 28 8 2.020000
BMS_092 arizona 1 7 Cheezits.bmp 1 6.240732e+01 1.923564e+00 b 66.01 4 9 2.980000
BMS_092 arizona 1 8 Lollipopred.bmp 1 7.201102e+01 2.450890e+00 g 75.61 50 32 1.020000
BMS_092 arizona 1 9 Chocolate_mm.bmp 2 8.161475e+01 1.582155e+00 y 85.22 25 11 2.526667
BMS_092 arizona 1 10 FrootLoops.bmp 3 9.120173e+01 2.423175e+00 r 94.80 38 19 1.986667
BMS_092 arizona 1 11 Doritosranch.bmp 3 1.008055e+02 2.115408e+00 g 104.41 56 13 0.066667
BMS_092 arizona 1 12 PopTartsStrawberry.bmp 2 1.104091e+02 2.989804e+00 b 114.01 32 42 2.006667
BMS_092 arizona 1 13 Twix.bmp 3 1.200128e+02 3.600000e+00 x 123.63 27 55 2.446667
BMS_092 arizona 1 14 Twix.bmp 1 1.296165e+02 1.913379e+00 r 133.20 27 55 2.446667
BMS_092 arizona 1 15 PopTartsStrawberry.bmp 1 1.392035e+02 2.133396e+00 y 142.80 32 42 2.006667
BMS_092 arizona 1 16 Slimjim.bmp 2 1.488072e+02 1.339707e+00 y 152.41 16 49 2.960000
BMS_092 arizona 1 17 Goldfish.bmp 2 1.584109e+02 1.094024e+00 y 162.01 13 23 2.960000
BMS_092 arizona 1 18 Slimjim.bmp 1 1.680146e+02 2.078325e+00 b 171.62 16 49 2.960000
BMS_092 arizona 1 19 KitKat_small.bmp 3 1.776017e+02 2.168275e+00 y 181.20 31 29 2.006667
BMS_092 arizona 1 20 Keeblerfudgestripes.bmp 1 1.872053e+02 2.486571e+00 b 190.81 35 28 1.993333
BMS_092 arizona 1 21 AnimalCrackers.bmp 2 1.968090e+02 1.732855e+00 y 200.41 44 4 1.053333
BMS_092 arizona 1 22 PeanutMMs.bmp 3 2.064127e+02 1.751196e+00 y 210.01 10 40 2.973333
BMS_092 arizona 1 23 BabyRuth.bmp 3 2.160164e+02 2.273546e+00 g 219.62 26 5 2.513333
BMS_092 arizona 1 24 Laysclassic.bmp 3 2.256034e+02 1.658487e+00 y 229.20 1 31 2.986667
BMS_092 arizona 1 25 Crunch.bmp 3 2.352071e+02 2.127795e+00 r 238.81 41 12 1.306667
BMS_092 arizona 1 26 TeddyGrahamschocolate.bmp 3 2.448108e+02 2.535142e+00 g 248.41 19 53 2.953333
BMS_092 arizona 1 27 Hersheykisses.bmp 2 2.544145e+02 1.754412e+00 b 258.02 30 25 2.006667
BMS_092 arizona 1 28 Cheetos.bmp 1 2.640015e+02 2.115377e+00 y 267.60 28 8 2.020000
BMS_092 arizona 1 29 Cheezits.bmp 3 2.736052e+02 1.718709e+00 y 277.21 4 9 2.980000
BMS_092 arizona 1 30 BabyRuth.bmp 1 2.832089e+02 2.154026e+00 y 286.81 26 5 2.513333
BMS_092 arizona 1 31 AnimalCrackers.bmp 3 2.928126e+02 1.812294e+00 r 296.41 44 4 1.053333
BMS_092 arizona 1 32 Twix.bmp 2 3.024163e+02 1.587632e+00 b 306.02 27 55 2.446667
BMS_092 arizona 1 33 Sourpatch.bmp 2 3.120033e+02 1.207648e+00 y 315.60 29 52 2.013333
BMS_092 arizona 1 34 Chocolate_mm.bmp 3 3.216070e+02 1.617923e+00 y 325.21 25 11 2.526667
BMS_092 arizona 1 35 MrGoodbar.bmp 1 3.312107e+02 2.228275e+00 g 334.81 47 36 1.040000
BMS_092 arizona 1 36 Crunch.bmp 2 3.408144e+02 1.336581e+00 b 344.42 41 12 1.306667
