subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_073 arizona 1 1 MrGoodbar.bmp 2 4.801888e+00 1.714857e+00 y 8.40 28 36 1.093333
BMS_073 arizona 1 2 ChipsAhoy_small.bmp 1 1.440558e+01 2.993157e+00 g 18.01 26 10 1.440000
BMS_073 arizona 1 3 Goldfish.bmp 1 2.400923e+01 1.397512e+00 b 27.61 13 23 2.926667
BMS_073 arizona 1 4 Cheezits.bmp 3 3.361296e+01 3.600000e+00 x 37.23 1 9 2.980000
BMS_073 arizona 1 5 PopTartsStrawberry.bmp 2 4.321665e+01 1.704090e+00 b 46.80 25 42 1.506667
BMS_073 arizona 1 6 Keeblerfudgestripes.bmp 2 5.280363e+01 1.167013e+00 y 56.41 4 28 2.966667
BMS_073 arizona 1 7 Keeblerfudgestripes.bmp 3 6.240732e+01 1.965421e+00 r 66.01 4 28 2.966667
BMS_073 arizona 1 8 Slimjim.bmp 3 7.201101e+01 2.263731e+00 r 75.61 56 49 0.046667
BMS_073 arizona 1 9 FlamingCheetos.bmp 2 8.161470e+01 1.565047e+00 y 85.22 53 17 0.060000
BMS_073 arizona 1 10 FigNewton_small.bmp 1 9.120176e+01 1.576976e+00 y 94.80 30 16 1.066667
BMS_073 arizona 1 11 PopTartsStrawberry.bmp 1 1.008054e+02 2.149332e+00 y 104.41 25 42 1.506667
BMS_073 arizona 1 12 Slimjim.bmp 1 1.104091e+02 1.639612e+00 r 114.01 56 49 0.046667
BMS_073 arizona 1 13 3Musketeers.bmp 2 1.200128e+02 1.951019e+00 b 123.61 41 2 1.026667
BMS_073 arizona 1 14 Fritos.bmp 2 1.296165e+02 1.082223e+00 y 133.20 47 18 0.106667
BMS_073 arizona 1 15 Fritos.bmp 3 1.392035e+02 2.233247e+00 g 142.80 47 18 0.106667
BMS_073 arizona 1 16 100grand_small.bmp 3 1.488239e+02 1.963863e+00 r 152.41 44 1 0.613333
BMS_073 arizona 1 17 Twix.bmp 3 1.584109e+02 2.274830e+00 g 162.01 32 55 1.066667
BMS_073 arizona 1 18 Keeblerfudgestripes.bmp 1 1.680146e+02 2.035181e+00 b 171.62 4 28 2.966667
BMS_073 arizona 1 19 Hersheymilk_several.bmp 2 1.776016e+02 1.973167e+00 b 181.20 50 26 0.080000
BMS_073 arizona 1 20 Doritosranch.bmp 1 1.872053e+02 1.014427e+00 b 190.81 7 13 2.953333
BMS_073 arizona 1 21 Hersheymilk_several.bmp 3 1.968090e+02 2.325661e+00 y 200.41 50 26 0.080000
BMS_073 arizona 1 22 BabyRuth.bmp 2 2.064127e+02 1.601078e+00 b 210.01 22 5 1.960000
BMS_073 arizona 1 23 RitzBitz2.bmp 3 2.160164e+02 2.595359e+00 g 219.62 16 47 2.006667
BMS_073 arizona 1 24 3Musketeers.bmp 3 2.256034e+02 1.643385e+00 y 229.20 41 2 1.026667
BMS_073 arizona 1 25 Hersheykisses.bmp 2 2.352071e+02 1.323646e+00 b 238.81 35 25 1.053333
BMS_073 arizona 1 26 Cheezits.bmp 2 2.448108e+02 9.849691e-01 b 248.41 1 9 2.980000
BMS_073 arizona 1 27 Hersheymilk_several.bmp 1 2.544145e+02 2.089260e+00 g 258.02 50 26 0.080000
BMS_073 arizona 1 28 Granolabar.bmp 3 2.640181e+02 2.969622e+00 g 267.60 19 24 1.993333
BMS_073 arizona 1 29 Granolabar.bmp 2 2.736052e+02 2.544556e+00 y 277.21 19 24 1.993333
BMS_073 arizona 1 30 MrGoodbar.bmp 1 2.832089e+02 1.868913e+00 b 286.81 28 36 1.093333
BMS_073 arizona 1 31 100grand_small.bmp 2 2.928126e+02 1.743178e+00 b 296.41 44 1 0.613333
BMS_073 arizona 1 32 Goldfish.bmp 3 3.024163e+02 2.609485e+00 r 306.02 13 23 2.926667
BMS_073 arizona 1 33 SourSkittles.bmp 2 3.120033e+02 1.586481e+00 y 315.60 38 51 1.046667
BMS_073 arizona 1 34 Laysclassic.bmp 3 3.216070e+02 1.970828e+00 y 325.21 31 31 1.066667
BMS_073 arizona 1 35 Twix.bmp 1 3.312106e+02 1.319132e+00 b 334.81 32 55 1.066667
BMS_073 arizona 1 36 Cheetos.bmp 2 3.408144e+02 1.403399e+00 y 344.42 29 8 1.086667
