subjid runtrial onsettime Name resp_beep RT order
BMS_085 1 1.033493e+00 Doritosranch.bmp 0 1.899218e+00 1 
BMS_085 2 4.473785e+00 Twix.bmp 1 3.174904e+00 1 
BMS_085 3 9.184087e+00 FrootLoops.bmp 0 1.000577e+00 1 
BMS_085 4 1.172316e+01 PringlesRed.bmp 0 9.414991e-01 1 
BMS_085 5 1.419487e+01 Laffytaffyred_one.bmp 0 8.937926e-01 1 
BMS_085 6 1.661699e+01 ChipsAhoy_small.bmp 0 1.239679e+00 1 
BMS_085 7 1.938919e+01 Cheetos.bmp 0 9.475098e-01 1 
BMS_085 8 2.186120e+01 3Musketeers.bmp 0 3.665907e+00 1 
BMS_085 9 2.705563e+01 PeanutMMs.bmp 0 1.079492e+00 1 
BMS_085 10 2.966186e+01 RitzBitz2.bmp 0 2.265257e+00 1 
BMS_085 11 3.345300e+01 Keeblerfudgestripes.bmp 0 2.370119e+00 1 
BMS_085 12 3.736163e+01 Oreos.bmp 1 1.261485e+00 1 
BMS_085 13 4.015113e+01 Slimjim.bmp 0 1.343982e+00 1 
BMS_085 14 4.302361e+01 Milkduds.bmp 0 1.519489e+00 1 
BMS_085 15 4.608001e+01 Funyuns_small.bmp 0 8.151065e-01 1 
BMS_085 16 4.841855e+01 Butterfinger.bmp 0 2.564571e+00 1 
BMS_085 17 5.251071e+01 FigNewton_small.bmp 0 1.064407e+00 1 
BMS_085 18 5.509972e+01 Skittles.bmp 0 6.993977e-01 1 
BMS_085 19 5.733776e+01 redvines_small.bmp 0 2.257691e+00 1 
BMS_085 20 6.112925e+01 Ghiradelli_milk_Almonds.bmp 0 1.114206e+00 1 
BMS_085 21 6.376826e+01 Almondjoy.bmp 0 6.992016e-01 1 
BMS_085 22 6.600648e+01 CheesyDoritos.bmp 0 1.308979e+00 1 
BMS_085 23 6.884593e+01 Snickers.bmp 1 3.177126e+00 1 
BMS_085 24 7.355601e+01 100grand_small.bmp 0 8.350559e-01 1 
BMS_085 25 7.592807e+01 Riprolls.bmp 0 8.069916e-01 1 
BMS_085 26 7.826610e+01 Cheezits.bmp 0 6.129670e-01 1 
BMS_085 27 8.040410e+01 Ghiradelli_milk.bmp 0 7.949927e-01 1 
BMS_085 28 8.272575e+01 Chocolate_mm.bmp 0 1.705309e+00 1 
BMS_085 29 8.596606e+01 Lollipopred.bmp 0 1.937002e+00 1 
BMS_085 30 8.944020e+01 TeddyGrahamschocolate.bmp 0 2.046857e+00 1 
BMS_085 31 9.301483e+01 AnimalCrackers.bmp 1 1.000229e+00 1 
BMS_085 32 9.555336e+01 Whatchamacallit.bmp 0 1.237698e+00 1 
BMS_085 33 9.832600e+01 SourSkittles.bmp 0 5.610661e-01 1 
BMS_085 34 1.004138e+02 PopTartsStrawberry.bmp 1 1.441234e+00 1 
BMS_085 35 1.033869e+02 Hersheykisses.bmp 0 1.084165e+00 1 
BMS_085 36 1.060093e+02 Nutterbutter.bmp 0 1.333795e+00 1 
BMS_085 37 1.088816e+02 Reeses.bmp 0 7.254604e-01 1 
BMS_085 38 1.111369e+02 MrGoodbar.bmp 0 7.101995e-01 1 
BMS_085 39 1.133742e+02 PayDay.bmp 0 6.488135e-01 1 
BMS_085 40 1.155464e+02 BabyRuth.bmp 0 1.652680e+00 1 
BMS_085 41 1.187366e+02 FamousAmos_small.bmp 0 1.014459e+00 1 
BMS_085 42 1.212757e+02 Goldfish.bmp 0 7.233762e-01 1 
BMS_085 43 1.235301e+02 FlamingCheetos.bmp 1 8.049984e-01 1 
BMS_085 44 1.258686e+02 Fritos.bmp 0 7.784301e-01 1 
BMS_085 45 1.281738e+02 Jollyrancherred.bmp 0 9.212842e-01 1 
BMS_085 46 1.306289e+02 Hersheymilk_several.bmp 1 1.426184e+00 1 
BMS_085 47 1.335853e+02 KitKat_small.bmp 0 9.098113e-01 1 
BMS_085 48 1.360241e+02 PopTartsCinnamon.bmp 1 1.806938e+00 1 
BMS_085 49 1.393644e+02 Laysclassic.bmp 0 8.587084e-01 1 
BMS_085 50 1.417532e+02 Sourpatch.bmp 0 5.898952e-01 1 
BMS_085 51 1.438740e+02 Dots_one.bmp 0 7.970502e-01 1 
BMS_085 52 1.461957e+02 Crunch.bmp 0 1.331337e+00 1 
BMS_085 53 1.490519e+02 Milano.bmp 0 8.431728e-01 1 
BMS_085 54 1.514239e+02 Granolabar.bmp 1 8.391386e-01 1 
BMS_085 55 1.537955e+02 Toberlorone.bmp 0 7.875945e-01 1 
BMS_085 56 1.561171e+02 MilkyWay.bmp 0 2.481128e+00 1 
