subjid runtrial onsettime Name resp_beep RT order
BMS_066 1 1.028763e+00 Dots_one.bmp 0 3.043822e+00 2 
BMS_066 2 5.639309e+00 ChipsAhoy_small.bmp 1 1.105273e+00 2 
BMS_066 3 8.278267e+00 Reeses.bmp 0 2.970318e+00 2 
BMS_066 4 1.278804e+01 Fritos.bmp 1 6.845399e-01 2 
BMS_066 5 1.500948e+01 Twix.bmp 1 6.551042e-01 2 
BMS_066 6 1.719748e+01 Sourpatch.bmp 1 4.271042e-01 2 
BMS_066 7 1.915211e+01 Whatchamacallit.bmp 1 5.524708e-01 2 
BMS_066 8 2.123957e+01 Almondjoy.bmp 1 5.050105e-01 2 
BMS_066 9 2.327729e+01 Crunch.bmp 1 3.632928e-01 2 
BMS_066 10 2.516467e+01 CheesyDoritos.bmp 1 1.163912e+00 2 
BMS_066 11 2.785383e+01 Butterfinger.bmp 1 1.298753e+00 2 
BMS_066 12 3.067655e+01 PopTartsCinnamon.bmp 1 5.720314e-01 2 
BMS_066 13 3.278106e+01 Cheetos.bmp 0 9.075190e-01 2 
BMS_066 14 3.521994e+01 Lollipopred.bmp 1 5.246397e-01 2 
BMS_066 15 3.727409e+01 FlamingCheetos.bmp 1 5.984939e-01 2 
BMS_066 16 3.941203e+01 MilkyWay.bmp 0 1.356550e+00 2 
BMS_066 17 4.230158e+01 Snickers.bmp 0 6.349990e-01 2 
BMS_066 18 4.447333e+01 KitKat_small.bmp 1 8.312493e-01 2 
BMS_066 19 4.682799e+01 Granolabar.bmp 1 7.645859e-01 2 
BMS_066 20 4.911665e+01 PeanutMMs.bmp 0 1.011927e+00 2 
BMS_066 21 5.165451e+01 Milkduds.bmp 0 1.058068e+00 2 
BMS_066 22 5.424396e+01 Laysclassic.bmp 1 6.366003e-01 2 
BMS_066 23 5.641530e+01 Doritosranch.bmp 1 4.972854e-01 2 
BMS_066 24 5.843640e+01 AnimalCrackers.bmp 1 1.108180e+00 2 
BMS_066 25 6.107534e+01 Milano.bmp 0 7.732407e-01 2 
BMS_066 26 6.338030e+01 Skittles.bmp 1 6.202839e-01 2 
BMS_066 27 6.553489e+01 Goldfish.bmp 1 2.057695e+00 2 
BMS_066 28 6.912639e+01 SourSkittles.bmp 1 1.130197e+00 2 
BMS_066 29 7.178171e+01 MrGoodbar.bmp 0 1.130871e+00 2 
BMS_066 30 7.443743e+01 FamousAmos_small.bmp 0 6.671461e-01 2 
BMS_066 31 7.664189e+01 Hersheymilk_several.bmp 1 8.066933e-01 2 
BMS_066 32 7.898054e+01 RitzBitz2.bmp 1 7.880396e-01 2 
BMS_066 33 8.130251e+01 Riprolls.bmp 1 7.300689e-01 2 
BMS_066 34 8.355702e+01 PringlesRed.bmp 1 1.323564e+00 2 
BMS_066 35 8.641322e+01 Jollyrancherred.bmp 0 1.451364e+00 2 
BMS_066 36 8.940298e+01 Ghiradelli_milk.bmp 1 7.575971e-01 2 
BMS_066 37 9.169145e+01 PayDay.bmp 1 1.093130e+00 2 
BMS_066 38 9.431390e+01 Slimjim.bmp 0 2.406681e+00 2 
BMS_066 39 9.825471e+01 Keeblerfudgestripes.bmp 1 7.618469e-01 2 
BMS_066 40 1.005436e+02 Funyuns_small.bmp 1 7.129425e-01 2 
BMS_066 41 1.027817e+02 BabyRuth.bmp 1 6.428639e-01 2 
BMS_066 42 1.049531e+02 Nutterbutter.bmp 1 9.274820e-01 2 
BMS_066 43 1.074086e+02 3Musketeers.bmp 1 8.079848e-01 2 
BMS_066 44 1.097471e+02 PopTartsStrawberry.bmp 1 7.575046e-01 2 
BMS_066 45 1.120353e+02 TeddyGrahamschocolate.bmp 1 5.493206e-01 2 
BMS_066 46 1.141228e+02 Oreos.bmp 1 1.397776e+00 2 
BMS_066 47 1.170460e+02 Chocolate_mm.bmp 1 3.705598e-01 2 
BMS_066 48 1.189502e+02 redvines_small.bmp 0 2.138361e+00 2 
BMS_066 49 1.226245e+02 Toberlorone.bmp 0 2.856073e+00 2 
BMS_066 50 1.270172e+02 100grand_small.bmp 0 9.993363e-01 2 
BMS_066 51 1.295561e+02 Ghiradelli_milk_Almonds.bmp 1 7.084831e-01 2 
BMS_066 52 1.317945e+02 Hersheykisses.bmp 1 6.940396e-01 2 
BMS_066 53 1.340153e+02 FigNewton_small.bmp 1 5.292392e-01 2 
BMS_066 54 1.360701e+02 FrootLoops.bmp 1 4.050522e+00 2 
BMS_066 55 1.416488e+02 Cheezits.bmp 0 9.277600e-01 2 
BMS_066 56 1.441042e+02 Laffytaffyred_one.bmp 1 1.488355e+00 2 
