subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_064 1 2 1 1 4.801886e+00 SourSkittles.bmp Redvines_small.bmp 22 21 0 b 2 0 1.050499 43 48 0.880000 0.773333 
BMS_064 1 2 1 2 1.080419e+01 CheesyDoritos.bmp Nutterbutter.bmp 11 12 1 y 1 0 0.839194 15 8 1.240000 1.340000 
BMS_064 1 2 1 3 1.680650e+01 SourSkittles.bmp Hersheymilk_several.bmp 22 21 0 y 2 1 1.337890 43 46 0.880000 0.806667 
BMS_064 1 2 1 4 2.280876e+01 FrootLoops.bmp Nutterbutter.bmp 11 12 1 b 1 1 1.031631 11 8 1.300000 1.340000 
BMS_064 1 2 1 5 2.881111e+01 Chocolate_mm.bmp Sourpatch.bmp 21 22 1 b 2 1 1.025298 40 45 0.886667 0.826667 
BMS_064 1 2 1 6 3.481338e+01 CheesyDoritos.bmp TeddyGrahamschocolate.bmp 11 12 1 b 1 1 1.082013 15 14 1.240000 1.253333 
BMS_064 1 2 1 7 4.081573e+01 MrGoodbar.bmp Riprolls.bmp 22 21 0 b 2 0 1.273669 49 42 0.686667 0.880000 
BMS_064 1 2 1 8 4.680132e+01 Sourpatch.bmp Redvines_small.bmp 22 21 0 b 2 0 1.223077 45 48 0.826667 0.773333 
BMS_064 1 2 1 9 5.280362e+01 RitzBitz2.bmp Oreos.bmp 12 11 0 y 1 1 1.022772 12 9 1.273333 1.333333 
BMS_064 1 2 1 10 5.880597e+01 Reeses.bmp Nutterbutter.bmp 11 12 1 y 1 0 0.824423 17 8 1.186667 1.340000 
BMS_064 1 2 1 11 6.480828e+01 Riprolls.bmp Butterfinger.bmp 21 22 1 y 2 0 1.417113 42 39 0.880000 0.886667 
BMS_064 1 2 1 12 7.081054e+01 Redvines_small.bmp MrGoodbar.bmp 21 22 1 y 2 0 1.004865 48 49 0.773333 0.686667 
BMS_064 1 2 1 13 7.681285e+01 Reeses.bmp Crunch.bmp 11 12 1 y 1 0 1.008618 17 18 1.186667 1.173333 
BMS_064 1 2 1 14 8.281516e+01 Riprolls.bmp SourSkittles.bmp 21 22 1 y 2 0 0.992252 42 43 0.880000 0.880000 
BMS_064 1 2 1 15 8.881750e+01 RitzBitz2.bmp FrootLoops.bmp 12 11 0 y 1 1 0.988911 12 11 1.273333 1.300000 
BMS_064 1 2 1 16 9.480309e+01 Butterfinger.bmp Hersheymilk_several.bmp 22 21 0 y 2 1 0.982314 39 46 0.886667 0.806667 
BMS_064 1 2 1 17 1.008054e+02 Butterfinger.bmp Redvines_small.bmp 22 21 0 b 2 0 0.957958 39 48 0.886667 0.773333 
BMS_064 1 2 1 18 1.068077e+02 RitzBitz2.bmp Reeses.bmp 12 11 0 b 1 0 0.930688 12 17 1.273333 1.186667 
BMS_064 1 2 1 19 1.128101e+02 Hersheymilk_several.bmp MrGoodbar.bmp 21 22 1 b 2 1 1.074342 46 49 0.806667 0.686667 
BMS_064 1 2 1 20 1.188123e+02 FrootLoops.bmp TeddyGrahamschocolate.bmp 11 12 1 b 1 1 0.765069 11 14 1.300000 1.253333 
BMS_064 1 2 1 21 1.248146e+02 Reeses.bmp TeddyGrahamschocolate.bmp 11 12 1 b 1 1 0.813780 17 14 1.186667 1.253333 
