subjid runtrial onsettime Name resp_beep RT order
BMS_081 1 1.028184e+00 Dots_one.bmp 0 2.169731e+00 1 
BMS_081 2 4.753125e+00 FlamingCheetos.bmp 0 2.076800e+00 1 
BMS_081 3 8.360877e+00 Doritosranch.bmp 0 1.157038e+00 1 
BMS_081 4 1.105000e+01 Sourpatch.bmp 0 1.115913e+00 1 
BMS_081 5 1.370571e+01 KitKat_small.bmp 0 1.724205e+00 1 
BMS_081 6 1.696273e+01 MrGoodbar.bmp 0 2.187158e+00 1 
BMS_081 7 2.068741e+01 Jollyrancherred.bmp 0 1.438482e+00 1 
BMS_081 8 2.366080e+01 PopTartsCinnamon.bmp 0 1.825096e+00 1 
BMS_081 9 2.701773e+01 Milano.bmp 1 1.860167e+00 1 
BMS_081 10 3.040858e+01 Milkduds.bmp 1 1.333312e+00 1 
BMS_081 11 3.328119e+01 FamousAmos_small.bmp 0 1.084702e+00 1 
BMS_081 12 3.590351e+01 Twix.bmp 0 4.049962e+00 1 
BMS_081 13 4.148225e+01 Ghiradelli_milk_Almonds.bmp 0 1.607130e+00 1 
BMS_081 14 4.462211e+01 Cheetos.bmp 0 1.547295e+00 1 
BMS_081 15 4.769583e+01 Laysclassic.bmp 0 1.161563e+00 1 
BMS_081 16 5.038468e+01 ChipsAhoy_small.bmp 0 1.072713e+00 1 
BMS_081 17 5.299029e+01 Laffytaffyred_one.bmp 1 9.391059e-01 1 
BMS_081 18 5.546226e+01 FigNewton_small.bmp 0 1.075142e+00 1 
BMS_081 19 5.806786e+01 Riprolls.bmp 0 9.735378e-01 1 
BMS_081 20 6.057329e+01 Snickers.bmp 0 1.252081e+00 1 
BMS_081 21 6.336214e+01 Slimjim.bmp 0 7.992571e-01 1 
BMS_081 22 6.570099e+01 AnimalCrackers.bmp 1 9.404103e-01 1 
BMS_081 23 6.817294e+01 Nutterbutter.bmp 0 1.396460e+00 1 
BMS_081 24 7.109592e+01 Butterfinger.bmp 0 1.377480e+00 1 
BMS_081 25 7.400220e+01 Almondjoy.bmp 0 9.272039e-01 1 
BMS_081 26 7.645748e+01 Hersheymilk_several.bmp 0 1.223916e+00 1 
BMS_081 27 7.921342e+01 Cheezits.bmp 0 1.923974e+00 1 
BMS_081 28 8.267087e+01 Keeblerfudgestripes.bmp 0 9.065138e-01 1 
BMS_081 29 8.510886e+01 PopTartsStrawberry.bmp 0 1.036524e+00 1 
BMS_081 30 8.768166e+01 Whatchamacallit.bmp 0 1.639735e+00 1 
BMS_081 31 9.085515e+01 PeanutMMs.bmp 0 1.666247e+00 1 
BMS_081 32 9.404535e+01 SourSkittles.bmp 0 9.720453e-01 1 
BMS_081 33 9.655074e+01 Crunch.bmp 0 9.626564e-01 1 
BMS_081 34 9.903935e+01 Hersheykisses.bmp 0 1.778048e+00 1 
BMS_081 35 1.023466e+02 FrootLoops.bmp 0 1.070843e+00 1 
BMS_081 36 1.049524e+02 Chocolate_mm.bmp 0 1.240956e+00 1 
BMS_081 37 1.077242e+02 Granolabar.bmp 0 2.942002e+00 1 
BMS_081 38 1.122010e+02 MilkyWay.bmp 0 1.137238e+00 1 
BMS_081 39 1.148735e+02 TeddyGrahamschocolate.bmp 1 1.552734e+00 1 
BMS_081 40 1.179635e+02 Reeses.bmp 0 3.354964e+00 1 
BMS_081 41 1.228569e+02 PayDay.bmp 1 3.640893e+00 1 
BMS_081 42 1.280349e+02 redvines_small.bmp 0 1.302840e+00 1 
BMS_081 43 1.308746e+02 RitzBitz2.bmp 0 1.047148e+00 1 
BMS_081 44 1.334469e+02 Toberlorone.bmp 0 9.709312e-01 1 
BMS_081 45 1.359525e+02 Lollipopred.bmp 0 1.009252e+00 1 
BMS_081 46 1.384910e+02 BabyRuth.bmp 0 2.118751e+00 1 
BMS_081 47 1.421489e+02 Oreos.bmp 1 2.932941e+00 1 
BMS_081 48 1.466089e+02 Ghiradelli_milk.bmp 0 7.689485e-01 1 
BMS_081 49 1.489134e+02 Goldfish.bmp 0 1.616454e+00 1 
BMS_081 50 1.520534e+02 Fritos.bmp 0 7.085097e-01 1 
BMS_081 51 1.542913e+02 Funyuns_small.bmp 0 9.665324e-01 1 
BMS_081 52 1.567968e+02 PringlesRed.bmp 0 1.269092e+00 1 
BMS_081 53 1.596035e+02 Skittles.bmp 1 1.086389e+00 1 
BMS_081 54 1.622258e+02 CheesyDoritos.bmp 0 3.842086e+00 1 
BMS_081 55 1.676040e+02 3Musketeers.bmp 0 1.207906e+00 1 
BMS_081 56 1.703429e+02 100grand_small.bmp 0 1.726126e+00 1 
