subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_089 arizona 2 1 100grand_small.bmp 1 4.801845e+00 2.339989e+00 y 8.40 31 1 1.626667
BMS_089 arizona 2 2 PringlesRed.bmp 3 1.440550e+01 2.528345e+00 g 18.01 47 43 1.273333
BMS_089 arizona 2 3 Redvines_small.bmp 2 2.400923e+01 1.500588e+00 y 27.61 56 44 0.813333
BMS_089 arizona 2 4 FamousAmos_small.bmp 2 3.361292e+01 1.137918e+00 y 37.21 25 15 1.720000
BMS_089 arizona 2 5 CheesyDoritos.bmp 1 4.321661e+01 1.801231e+00 b 46.82 28 7 1.653333
BMS_089 arizona 2 6 Lollipopred.bmp 1 5.280359e+01 1.676252e+00 b 56.40 53 32 1.066667
BMS_089 arizona 2 7 PringlesRed.bmp 1 6.240732e+01 2.280520e+00 g 66.01 47 43 1.273333
BMS_089 arizona 2 8 PringlesRed.bmp 2 7.201102e+01 1.067819e+00 y 75.61 47 43 1.273333
BMS_089 arizona 2 9 FlamingCheetos.bmp 2 8.161471e+01 1.272123e+00 y 85.22 7 17 2.400000
BMS_089 arizona 2 10 Doritosranch.bmp 1 9.120168e+01 1.903157e+00 y 94.80 32 13 1.620000
BMS_089 arizona 2 11 MrGoodbar.bmp 1 1.008054e+02 1.767448e+00 r 104.41 27 36 1.680000
BMS_089 arizona 2 12 CheesyDoritos.bmp 3 1.104091e+02 1.784748e+00 y 114.01 28 7 1.653333
BMS_089 arizona 2 13 SourSkittles.bmp 3 1.200128e+02 2.243095e+00 g 123.61 10 51 2.340000
BMS_089 arizona 2 14 100grand_small.bmp 3 1.296165e+02 2.814363e+00 r 133.22 31 1 1.626667
BMS_089 arizona 2 15 TeddyGrahamschocolate.bmp 1 1.392035e+02 2.744386e+00 g 142.82 35 53 1.560000
BMS_089 arizona 2 16 100grand_small.bmp 2 1.488072e+02 1.561688e+00 b 152.41 31 1 1.626667
BMS_089 arizona 2 17 Doritosranch.bmp 3 1.584109e+02 1.479961e+00 y 162.01 32 13 1.620000
BMS_089 arizona 2 18 Milano.bmp 2 1.680145e+02 1.441194e+00 y 171.62 16 33 2.080000
BMS_089 arizona 2 19 Ghiradelli_milk.bmp 3 1.776016e+02 2.580284e+00 r 181.20 13 21 2.246667
BMS_089 arizona 2 20 Goldfish.bmp 2 1.872053e+02 1.611603e+00 y 190.81 30 23 1.640000
BMS_089 arizona 2 21 MrGoodbar.bmp 3 1.968090e+02 2.673898e+00 r 200.41 27 36 1.680000
BMS_089 arizona 2 22 Chocolate_mm.bmp 1 2.064127e+02 3.270172e+00 g 210.01 29 11 1.640000
BMS_089 arizona 2 23 SourSkittles.bmp 2 2.160163e+02 1.113526e+00 y 219.62 10 51 2.340000
BMS_089 arizona 2 24 Dots_one.bmp 2 2.256034e+02 1.575508e+00 y 229.20 41 14 1.346667
BMS_089 arizona 2 25 FamousAmos_small.bmp 1 2.352071e+02 1.617778e+00 b 238.81 25 15 1.720000
BMS_089 arizona 2 26 FamousAmos_small.bmp 3 2.448107e+02 2.815125e+00 g 248.41 25 15 1.720000
BMS_089 arizona 2 27 Ghiradelli_milk.bmp 1 2.544144e+02 1.544435e+00 b 258.02 13 21 2.246667
BMS_089 arizona 2 28 Dots_one.bmp 3 2.640014e+02 2.513427e+00 r 267.60 41 14 1.346667
BMS_089 arizona 2 29 CheesyDoritos.bmp 2 2.736051e+02 2.088726e+00 y 277.21 28 7 1.653333
BMS_089 arizona 2 30 Chocolate_mm.bmp 3 2.832088e+02 2.016982e+00 y 286.81 29 11 1.640000
BMS_089 arizona 2 31 Laffytaffyred_one.bmp 2 2.928125e+02 1.228345e+00 b 296.41 50 30 1.133333
BMS_089 arizona 2 32 SourSkittles.bmp 1 3.024163e+02 1.285616e+00 b 306.02 10 51 2.340000
BMS_089 arizona 2 33 Laysclassic.bmp 1 3.120032e+02 2.037642e+00 g 315.60 44 31 1.320000
BMS_089 arizona 2 34 Toberlorone.bmp 1 3.216069e+02 2.482934e+00 b 325.21 1 54 2.986667
BMS_089 arizona 2 35 Laysclassic.bmp 2 3.312106e+02 1.326229e+00 y 334.81 44 31 1.320000
BMS_089 arizona 2 36 BabyRuth.bmp 3 3.408143e+02 2.293563e+00 r 344.42 19 5 1.913333
