subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_076 arizona 2 1 Snickers.bmp 1 4.801844e+00 1.727605e+00 b 8.40 16 50 1.533333
BMS_076 arizona 2 2 Funyuns_small.bmp 1 1.440554e+01 2.881934e+00 y 18.01 22 20 1.346667
BMS_076 arizona 2 3 Toberlorone.bmp 1 2.400923e+01 1.519239e+00 b 27.61 1 54 2.060000
BMS_076 arizona 2 4 PeanutMMs.bmp 3 3.361292e+01 1.300550e+00 y 37.21 26 40 1.313333
BMS_076 arizona 2 5 PayDay.bmp 3 4.321665e+01 2.557816e+00 b 46.80 28 39 1.266667
BMS_076 arizona 2 6 Dots_one.bmp 2 5.280367e+01 1.320799e+00 y 56.41 25 14 1.313333
BMS_076 arizona 2 7 PayDay.bmp 2 6.240736e+01 1.610114e+00 b 66.01 28 39 1.266667
BMS_076 arizona 2 8 Sourpatch.bmp 3 7.201101e+01 1.637463e+00 y 75.61 7 52 1.766667
BMS_076 arizona 2 9 Snickers.bmp 3 8.161474e+01 1.712732e+00 y 85.22 16 50 1.533333
BMS_076 arizona 2 10 Funyuns_small.bmp 2 9.120176e+01 1.830726e+00 y 94.80 22 20 1.346667
BMS_076 arizona 2 11 Ghiradelli_milk.bmp 1 1.008054e+02 3.600000e+00 x 104.44 13 21 1.593333
BMS_076 arizona 2 12 FlamingCheetos.bmp 1 1.104091e+02 3.205385e+00 r 114.01 53 17 0.140000
BMS_076 arizona 2 13 Riprolls.bmp 2 1.200128e+02 2.077655e+00 b 123.61 50 46 0.220000
BMS_076 arizona 2 14 FlamingCheetos.bmp 3 1.296165e+02 1.135007e+00 y 133.22 53 17 0.140000
BMS_076 arizona 2 15 Fritos.bmp 3 1.392035e+02 2.731950e+00 y 142.80 41 18 0.726667
BMS_076 arizona 2 16 PayDay.bmp 1 1.488072e+02 2.032293e+00 y 152.41 28 39 1.266667
BMS_076 arizona 2 17 Ghiradelli_milk.bmp 3 1.584109e+02 1.985611e+00 y 162.01 13 21 1.593333
BMS_076 arizona 2 18 Nutterbutter.bmp 1 1.680146e+02 3.600000e+00 x 171.63 29 37 1.246667
BMS_076 arizona 2 19 Toberlorone.bmp 3 1.776016e+02 1.511859e+00 y 181.20 1 54 2.060000
BMS_076 arizona 2 20 PeanutMMs.bmp 2 1.872053e+02 1.350136e+00 y 190.81 26 40 1.313333
BMS_076 arizona 2 21 100grand_small.bmp 1 1.968090e+02 1.663527e+00 y 200.41 27 1 1.286667
BMS_076 arizona 2 22 PringlesRed.bmp 3 2.064127e+02 1.725790e+00 y 210.01 47 43 0.300000
BMS_076 arizona 2 23 PringlesRed.bmp 2 2.160164e+02 3.600000e+00 x 219.63 47 43 0.300000
BMS_076 arizona 2 24 AnimalCrackers.bmp 2 2.256034e+02 3.035126e+00 y 229.20 31 4 1.233333
BMS_076 arizona 2 25 PeanutMMs.bmp 1 2.352071e+02 1.920426e+00 y 238.83 26 40 1.313333
BMS_076 arizona 2 26 Reeses.bmp 1 2.448108e+02 1.423543e+00 y 248.41 30 45 1.246667
BMS_076 arizona 2 27 Sourpatch.bmp 1 2.544145e+02 2.066960e+00 y 258.02 7 52 1.766667
BMS_076 arizona 2 28 MilkyWay.bmp 3 2.640015e+02 2.592037e+00 y 267.60 19 35 1.480000
BMS_076 arizona 2 29 MrGoodbar.bmp 1 2.736051e+02 1.196343e+00 y 277.21 32 36 1.220000
BMS_076 arizona 2 30 Reeses.bmp 2 2.832089e+02 3.600000e+00 x 286.84 30 45 1.246667
BMS_076 arizona 2 31 FlamingCheetos.bmp 2 2.928125e+02 1.137981e+00 y 296.41 53 17 0.140000
BMS_076 arizona 2 32 Nutterbutter.bmp 3 3.024162e+02 2.046281e+00 b 306.02 29 37 1.246667
BMS_076 arizona 2 33 Fritos.bmp 2 3.120033e+02 1.043228e+00 y 315.60 41 18 0.726667
BMS_076 arizona 2 34 100grand_small.bmp 2 3.216070e+02 1.478532e+00 b 325.21 27 1 1.286667
BMS_076 arizona 2 35 MilkyWay.bmp 2 3.312106e+02 1.469892e+00 b 334.81 19 35 1.480000
BMS_076 arizona 2 36 Jollyrancherred.bmp 1 3.408144e+02 3.600000e+00 x 344.43 56 27 0.086667
