subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_078 arizona 2 1 TeddyGrahamschocolate.bmp 2 4.801844e+00 1.489625e+00 y 8.40 41 53 0.886667
BMS_078 arizona 2 2 Doritosranch.bmp 3 1.440553e+01 1.355943e+00 y 18.01 19 13 1.720000
BMS_078 arizona 2 3 Jollyrancherred.bmp 2 2.400923e+01 1.124264e+00 y 27.61 30 27 1.326667
BMS_078 arizona 2 4 Lollipopred.bmp 1 3.361292e+01 1.712567e+00 y 37.21 35 32 1.066667
BMS_078 arizona 2 5 Butterfinger.bmp 1 4.321665e+01 2.422830e+00 g 46.80 27 6 1.480000
BMS_078 arizona 2 6 Toberlorone.bmp 2 5.280363e+01 1.401851e+00 b 56.41 28 54 1.466667
BMS_078 arizona 2 7 PeanutMMs.bmp 2 6.240736e+01 1.139123e+00 y 66.01 22 40 1.573333
BMS_078 arizona 2 8 BabyRuth.bmp 1 7.201101e+01 1.800479e+00 g 75.61 25 5 1.486667
BMS_078 arizona 2 9 KitKat_small.bmp 3 8.161470e+01 1.125786e+00 y 85.22 1 29 2.993333
BMS_078 arizona 2 10 PopTartsCinnamon.bmp 2 9.120176e+01 1.150728e+00 b 94.80 16 41 1.973333
BMS_078 arizona 2 11 Goldfish.bmp 2 1.008055e+02 1.234039e+00 y 104.41 29 23 1.440000
BMS_078 arizona 2 12 ChipsAhoy_small.bmp 2 1.104091e+02 9.763918e-01 y 114.01 10 10 2.026667
BMS_078 arizona 2 13 Lollipopred.bmp 2 1.200128e+02 7.967023e-01 y 123.61 35 32 1.066667
BMS_078 arizona 2 14 MilkyWay.bmp 1 1.296165e+02 2.074960e+00 b 133.22 38 35 1.053333
BMS_078 arizona 2 15 KitKat_small.bmp 2 1.392035e+02 1.667951e+00 y 142.80 1 29 2.993333
BMS_078 arizona 2 16 Doritosranch.bmp 2 1.488072e+02 8.242625e-01 y 152.41 19 13 1.720000
BMS_078 arizona 2 17 TeddyGrahamschocolate.bmp 3 1.584109e+02 2.258609e+00 g 162.01 41 53 0.886667
BMS_078 arizona 2 18 PayDay.bmp 3 1.680146e+02 2.344925e+00 r 171.62 50 39 0.400000
BMS_078 arizona 2 19 Redvines_small.bmp 2 1.776016e+02 1.444898e+00 y 181.20 56 44 0.020000
BMS_078 arizona 2 20 Jollyrancherred.bmp 1 1.872053e+02 1.217167e+00 b 190.81 30 27 1.326667
BMS_078 arizona 2 21 Redvines_small.bmp 1 1.968090e+02 1.526475e+00 r 200.41 56 44 0.020000
BMS_078 arizona 2 22 3Musketeers.bmp 3 2.064127e+02 1.381829e+00 y 210.01 7 2 2.040000
BMS_078 arizona 2 23 Cheezits.bmp 3 2.160164e+02 1.553140e+00 y 219.62 32 9 1.073333
BMS_078 arizona 2 24 Doritosranch.bmp 1 2.256034e+02 1.034128e+00 b 229.20 19 13 1.720000
BMS_078 arizona 2 25 PopTartsCinnamon.bmp 1 2.352071e+02 1.713437e+00 g 238.81 16 41 1.973333
BMS_078 arizona 2 26 ChipsAhoy_small.bmp 1 2.448108e+02 1.092743e+00 b 248.41 10 10 2.026667
BMS_078 arizona 2 27 PayDay.bmp 2 2.544145e+02 8.930605e-01 b 258.02 50 39 0.400000
BMS_078 arizona 2 28 RitzBitz2.bmp 3 2.640181e+02 1.328198e+00 y 267.60 47 47 0.626667
BMS_078 arizona 2 29 Goldfish.bmp 1 2.736052e+02 1.313300e+00 b 277.21 29 23 1.440000
BMS_078 arizona 2 30 MilkyWay.bmp 3 2.832089e+02 1.372614e+00 y 286.81 38 35 1.053333
BMS_078 arizona 2 31 PayDay.bmp 1 2.928292e+02 1.319278e+00 r 296.41 50 39 0.400000
BMS_078 arizona 2 32 PeanutMMs.bmp 3 3.024162e+02 1.315264e+00 y 306.02 22 40 1.573333
BMS_078 arizona 2 33 MilkyWay.bmp 2 3.120033e+02 1.169260e+00 b 315.60 38 35 1.053333
BMS_078 arizona 2 34 Oreos.bmp 3 3.216069e+02 1.044538e+00 y 325.21 13 38 2.000000
BMS_078 arizona 2 35 Jollyrancherred.bmp 3 3.312107e+02 1.186903e+00 y 334.81 30 27 1.326667
BMS_078 arizona 2 36 Riprolls.bmp 3 3.408143e+02 2.267116e+00 r 344.42 44 46 0.800000
