subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_093 1 1 1 1 4.801806e+00 MilkyWay.bmp Snickers.bmp 11 12 1 b 1 1 0.844736 14 9 1.366667 1.620000 
BMS_093 1 1 1 2 1.080411e+01 MilkyWay.bmp 100grand_small.bmp 11 12 1 b 1 1 1.016447 14 11 1.366667 1.406667 
BMS_093 1 1 1 3 1.680642e+01 Hersheykisses.bmp Sourpatch.bmp 22 21 0 b 2 0 0.808128 48 49 0.286667 0.253333 
BMS_093 1 1 1 4 2.280877e+01 AnimalCrackers.bmp Snickers.bmp 11 12 1 b 1 1 1.113789 18 9 1.340000 1.620000 
BMS_093 1 1 1 5 2.881108e+01 Butterfinger.bmp Snickers.bmp 11 12 1 y 1 0 0.936472 12 9 1.406667 1.620000 
BMS_093 1 1 1 6 3.481334e+01 Riprolls.bmp Hersheykisses.bmp 21 22 1 y 2 0 1.058204 43 48 0.746667 0.286667 
BMS_093 1 1 1 7 4.081569e+01 Goldfish.bmp Laysclassic.bmp 21 22 1 y 2 0 1.174855 39 42 0.806667 0.780000 
BMS_093 1 1 1 8 4.680129e+01 Lollipopred.bmp Sourpatch.bmp 22 21 0 b 2 0 0.986248 46 49 0.593333 0.253333 
BMS_093 1 1 1 9 5.280360e+01 Whatchamacallit.bmp KitKat_small.bmp 11 12 1 b 1 1 0.803953 8 15 1.646667 1.360000 
BMS_093 1 1 1 10 5.880590e+01 Whatchamacallit.bmp 100grand_small.bmp 11 12 1 b 1 1 0.751647 8 11 1.646667 1.406667 
BMS_093 1 1 1 11 6.480821e+01 Fritos.bmp Hersheykisses.bmp 21 22 1 b 2 1 1.080344 45 48 0.593333 0.286667 
BMS_093 1 1 1 12 7.081052e+01 Hersheykisses.bmp Goldfish.bmp 22 21 0 y 2 1 1.049934 48 39 0.286667 0.806667 
BMS_093 1 1 1 13 7.681283e+01 MilkyWay.bmp KitKat_small.bmp 11 12 1 b 1 1 0.882739 14 15 1.366667 1.360000 
BMS_093 1 1 1 14 8.281518e+01 FrootLoops.bmp Sourpatch.bmp 22 21 0 y 2 1 0.677367 40 49 0.800000 0.253333 
BMS_093 1 1 1 15 8.881748e+01 100grand_small.bmp Butterfinger.bmp 12 11 0 b 1 0 1.171074 11 12 1.406667 1.406667 
BMS_093 1 1 1 16 9.480308e+01 Whatchamacallit.bmp Almondjoy.bmp 11 12 1 b 1 1 0.714486 8 17 1.646667 1.353333 
BMS_093 1 1 1 17 1.008054e+02 KitKat_small.bmp Butterfinger.bmp 12 11 0 y 1 1 0.777130 15 12 1.360000 1.406667 
BMS_093 1 1 1 18 1.068077e+02 FrootLoops.bmp Riprolls.bmp 22 21 0 y 2 1 0.785849 40 43 0.800000 0.746667 
BMS_093 1 1 1 19 1.128100e+02 Snickers.bmp Whatchamacallit.bmp 12 11 0 y 1 1 0.911519 9 8 1.620000 1.646667 
BMS_093 1 1 1 20 1.188124e+02 Fritos.bmp Lollipopred.bmp 21 22 1 b 2 1 0.651195 45 46 0.593333 0.593333 
BMS_093 1 1 1 21 1.248146e+02 Fritos.bmp FrootLoops.bmp 21 22 1 b 2 1 0.854956 45 40 0.593333 0.800000 
BMS_093 1 1 1 22 1.308169e+02 Fritos.bmp Laysclassic.bmp 21 22 1 b 2 1 0.817639 45 42 0.593333 0.780000 
BMS_093 1 1 1 23 1.368026e+02 Lollipopred.bmp Riprolls.bmp 22 21 0 y 2 1 0.835001 46 43 0.593333 0.746667 
BMS_093 1 1 1 24 1.428049e+02 MilkyWay.bmp Almondjoy.bmp 11 12 1 b 1 1 0.858655 14 17 1.366667 1.353333 
BMS_093 1 1 1 25 1.488072e+02 Almondjoy.bmp AnimalCrackers.bmp 12 11 0 y 1 1 0.820354 17 18 1.353333 1.340000 
BMS_093 1 1 1 26 1.548095e+02 Sourpatch.bmp Laysclassic.bmp 21 22 1 y 2 0 0.899083 49 42 0.253333 0.780000 
BMS_093 1 1 1 27 1.608118e+02 FrootLoops.bmp Goldfish.bmp 22 21 0 y 2 1 0.730734 40 39 0.800000 0.806667 
BMS_093 1 1 1 28 1.668141e+02 Laysclassic.bmp Riprolls.bmp 22 21 0 b 2 0 0.602431 42 43 0.780000 0.746667 
BMS_093 1 1 1 29 1.728164e+02 100grand_small.bmp AnimalCrackers.bmp 12 11 0 y 1 1 0.875166 11 18 1.406667 1.340000 
BMS_093 1 1 1 30 1.788021e+02 Almondjoy.bmp Butterfinger.bmp 12 11 0 y 1 1 0.922492 17 12 1.353333 1.406667 
BMS_093 1 1 1 31 1.848043e+02 KitKat_small.bmp AnimalCrackers.bmp 12 11 0 y 1 1 0.908210 15 18 1.360000 1.340000 
BMS_093 1 1 1 32 1.908067e+02 Lollipopred.bmp Goldfish.bmp 22 21 0 y 2 1 0.640905 46 39 0.593333 0.806667 
BMS_093 1 1 2 33 1.968090e+02 100grand_small.bmp Whatchamacallit.bmp 12 11 0 y 1 1 0.687550 11 8 1.406667 1.646667 
BMS_093 1 1 2 34 2.028113e+02 100grand_small.bmp Butterfinger.bmp 12 11 0 b 1 0 0.779305 11 12 1.406667 1.406667 
BMS_093 1 1 2 35 2.088136e+02 Sourpatch.bmp FrootLoops.bmp 21 22 1 y 2 0 0.864000 49 40 0.253333 0.800000 
BMS_093 1 1 2 36 2.148159e+02 Snickers.bmp Butterfinger.bmp 12 11 0 b 1 0 0.943689 9 12 1.620000 1.406667 
BMS_093 1 1 2 37 2.208016e+02 Butterfinger.bmp KitKat_small.bmp 11 12 1 b 1 1 0.713003 12 15 1.406667 1.360000 
BMS_093 1 1 2 38 2.268039e+02 Lollipopred.bmp Fritos.bmp 22 21 0 y 2 1 0.511609 46 45 0.593333 0.593333 
BMS_093 1 1 2 39 2.328061e+02 Goldfish.bmp FrootLoops.bmp 21 22 1 b 2 1 0.688433 39 40 0.806667 0.800000 
BMS_093 1 1 2 40 2.388084e+02 Goldfish.bmp Lollipopred.bmp 21 22 1 b 2 1 0.655132 39 46 0.806667 0.593333 
BMS_093 1 1 2 41 2.448108e+02 Almondjoy.bmp AnimalCrackers.bmp 12 11 0 y 1 1 0.688879 17 18 1.353333 1.340000 
BMS_093 1 1 2 42 2.508131e+02 MilkyWay.bmp Snickers.bmp 11 12 1 b 1 1 0.759520 14 9 1.366667 1.620000 
BMS_093 1 1 2 43 2.568154e+02 Snickers.bmp Whatchamacallit.bmp 12 11 0 y 1 1 0.870206 9 8 1.620000 1.646667 
BMS_093 1 1 2 44 2.628177e+02 Goldfish.bmp Hersheykisses.bmp 21 22 1 b 2 1 0.842894 39 48 0.806667 0.286667 
BMS_093 1 1 2 45 2.688034e+02 Almondjoy.bmp Whatchamacallit.bmp 12 11 0 y 1 1 0.637222 17 8 1.353333 1.646667 
BMS_093 1 1 2 46 2.748057e+02 Almondjoy.bmp MilkyWay.bmp 12 11 0 y 1 1 1.057913 17 14 1.353333 1.366667 
BMS_093 1 1 2 47 2.808079e+02 Sourpatch.bmp Hersheykisses.bmp 21 22 1 y 2 0 1.271649 49 48 0.253333 0.286667 
BMS_093 1 1 2 48 2.868103e+02 Whatchamacallit.bmp KitKat_small.bmp 11 12 1 b 1 1 0.579310 8 15 1.646667 1.360000 
BMS_093 1 1 2 49 2.928125e+02 Riprolls.bmp Lollipopred.bmp 21 22 1 b 2 1 0.666025 43 46 0.746667 0.593333 
BMS_093 1 1 2 50 2.988149e+02 Sourpatch.bmp Lollipopred.bmp 21 22 1 b 2 1 0.848675 49 46 0.253333 0.593333 
BMS_093 1 1 2 51 3.048172e+02 MilkyWay.bmp 100grand_small.bmp 11 12 1 b 1 1 0.771387 14 11 1.366667 1.406667 
BMS_093 1 1 2 52 3.108028e+02 Goldfish.bmp Laysclassic.bmp 21 22 1 y 2 0 1.056796 39 42 0.806667 0.780000 
BMS_093 1 1 2 53 3.168051e+02 Snickers.bmp AnimalCrackers.bmp 12 11 0 b 1 0 0.967442 9 18 1.620000 1.340000 
BMS_093 1 1 2 54 3.228074e+02 Riprolls.bmp Laysclassic.bmp 21 22 1 y 2 0 0.894141 43 42 0.746667 0.780000 
BMS_093 1 1 2 55 3.288097e+02 KitKat_small.bmp AnimalCrackers.bmp 12 11 0 y 1 1 0.847869 15 18 1.360000 1.340000 
BMS_093 1 1 2 56 3.348121e+02 Hersheykisses.bmp Fritos.bmp 22 21 0 y 2 1 0.707508 48 45 0.286667 0.593333 
