subjid scanner order block runtrial onsettime ImageLeft ImageRight TypeLeft TypeRight IsLefthigh Response PairType Outcome RT bidIndexLeft bidIndexRight bidLeft bidRight
BMS_074 1 2 1 1 4.801846e+00 Almondjoy.bmp Twix.bmp 11 12 1 b 1 1 0.733632 9 8 2.020000 2.026667 
BMS_074 1 2 1 2 1.080415e+01 TeddyGrahamschocolate.bmp SourSkittles.bmp 12 11 0 y 1 1 0.834410 18 17 1.520000 1.573333 
BMS_074 1 2 1 3 1.680646e+01 AnimalCrackers.bmp FigNewton_small.bmp 22 21 0 y 2 1 0.763090 49 46 0.606667 0.813333 
BMS_074 1 2 1 4 2.280881e+01 KitKat_small.bmp Ghiradelli_milk_Almonds.bmp 11 12 1 b 1 1 0.526755 11 14 1.986667 1.640000 
BMS_074 1 2 1 5 2.881112e+01 FigNewton_small.bmp Butterfinger.bmp 21 22 1 b 2 1 0.710448 46 45 0.813333 0.926667 
BMS_074 1 2 1 6 3.481338e+01 Fritos.bmp Funyuns_small.bmp 22 21 0 y 2 1 0.798185 43 40 0.980000 1.013333 
BMS_074 1 2 1 7 4.081569e+01 Chocolate_mm.bmp ChipsAhoy_small.bmp 22 21 0 y 2 1 0.674885 39 42 1.040000 0.986667 
BMS_074 1 2 1 8 4.680132e+01 BabyRuth.bmp Chocolate_mm.bmp 21 22 1 b 2 1 0.810246 48 39 0.746667 1.040000 
BMS_074 1 2 1 9 5.280367e+01 KitKat_small.bmp Twix.bmp 11 12 1 b 1 1 0.729894 11 8 1.986667 2.026667 
BMS_074 1 2 1 10 5.880593e+01 FrootLoops.bmp SourSkittles.bmp 12 11 0 y 1 1 0.852632 12 17 1.973333 1.573333 
BMS_074 1 2 1 11 6.480824e+01 AnimalCrackers.bmp BabyRuth.bmp 22 21 0 y 2 1 1.109321 49 48 0.606667 0.746667 
BMS_074 1 2 1 12 7.081055e+01 Funyuns_small.bmp AnimalCrackers.bmp 21 22 1 b 2 1 0.870011 40 49 1.013333 0.606667 
BMS_074 1 2 1 13 7.681286e+01 TeddyGrahamschocolate.bmp Cheetos.bmp 12 11 0 y 1 1 1.064708 18 15 1.520000 1.593333 
