subjid runtrial onsettime Name resp_beep RT order
BMS_070 1 1.043730e+00 PopTartsCinnamon.bmp 1 1.299063e+00 2 
BMS_070 2 3.899940e+00 FrootLoops.bmp 1 9.148559e-01 2 
BMS_070 3 6.355168e+00 FigNewton_small.bmp 1 6.196297e-01 2 
BMS_070 4 8.509806e+00 Goldfish.bmp 1 7.449859e-01 2 
BMS_070 5 1.078072e+01 MrGoodbar.bmp 1 7.380776e-01 2 
BMS_070 6 1.305292e+01 Cheezits.bmp 1 1.217877e+00 2 
BMS_070 7 1.580886e+01 Toberlorone.bmp 1 7.419322e-01 2 
BMS_070 8 1.808041e+01 PopTartsStrawberry.bmp 1 8.463884e-01 2 
BMS_070 9 2.045215e+01 100grand_small.bmp 1 6.826470e-01 2 
BMS_070 10 2.267364e+01 Laffytaffyred_one.bmp 1 6.531586e-01 2 
BMS_070 11 2.486161e+01 Granolabar.bmp 1 7.211622e-01 2 
BMS_070 12 2.711648e+01 Funyuns_small.bmp 1 6.423194e-01 2 
BMS_070 13 2.928743e+01 redvines_small.bmp 0 8.713665e-01 2 
BMS_070 14 3.169304e+01 CheesyDoritos.bmp 1 1.009754e+00 2 
BMS_070 15 3.423217e+01 Twix.bmp 1 7.345989e-01 2 
BMS_070 16 3.650362e+01 Nutterbutter.bmp 1 1.271180e+00 2 
BMS_070 17 3.930944e+01 Butterfinger.bmp 1 7.213596e-01 2 
BMS_070 18 4.156430e+01 Cheetos.bmp 0 2.584485e+00 2 
BMS_070 19 4.567310e+01 Chocolate_mm.bmp 1 1.547698e+00 2 
BMS_070 20 4.874656e+01 SourSkittles.bmp 1 7.062294e-01 2 
BMS_070 21 5.098489e+01 PeanutMMs.bmp 1 8.039011e-01 2 
BMS_070 22 5.332295e+01 Oreos.bmp 1 5.858431e-01 2 
BMS_070 23 5.544418e+01 RitzBitz2.bmp 0 7.926134e-01 2 
BMS_070 24 5.776585e+01 AnimalCrackers.bmp 1 7.589477e-01 2 
BMS_070 25 6.005418e+01 Milkduds.bmp 1 6.546187e-01 2 
BMS_070 26 6.224215e+01 Sourpatch.bmp 1 6.586443e-01 2 
BMS_070 27 6.443020e+01 Milano.bmp 1 6.466004e-01 2 
BMS_070 28 6.660154e+01 Almondjoy.bmp 1 4.005246e+00 2 
BMS_070 29 7.213015e+01 Crunch.bmp 1 6.366571e-01 2 
BMS_070 30 7.430145e+01 BabyRuth.bmp 1 9.613458e-01 2 
BMS_070 31 7.679014e+01 Ghiradelli_milk.bmp 1 6.806526e-01 2 
BMS_070 32 7.899486e+01 FamousAmos_small.bmp 1 1.531934e+00 2 
BMS_070 33 8.205173e+01 PayDay.bmp 0 9.950639e-01 2 
BMS_070 34 8.457356e+01 ChipsAhoy_small.bmp 1 9.052328e-01 2 
BMS_070 35 8.701233e+01 Skittles.bmp 1 2.234077e+00 2 
BMS_070 36 9.077017e+01 MilkyWay.bmp 1 8.282446e-01 2 
BMS_070 37 9.312531e+01 Snickers.bmp 1 7.531100e-01 2 
BMS_070 38 9.541358e+01 3Musketeers.bmp 1 1.112839e+00 2 
BMS_070 39 9.805259e+01 Laysclassic.bmp 1 8.978316e-01 2 
BMS_070 40 1.004744e+02 Riprolls.bmp 1 5.879923e-01 2 
BMS_070 41 1.025957e+02 Whatchamacallit.bmp 1 1.026757e+00 2 
BMS_070 42 1.051515e+02 Hersheymilk_several.bmp 1 1.198957e+00 2 
BMS_070 43 1.078904e+02 Hersheykisses.bmp 1 2.187981e+00 2 
BMS_070 44 1.116151e+02 Ghiradelli_milk_Almonds.bmp 1 7.272955e-01 2 
BMS_070 45 1.138700e+02 TeddyGrahamschocolate.bmp 1 1.688445e+00 2 
BMS_070 46 1.170932e+02 Dots_one.bmp 0 8.251883e-01 2 
BMS_070 47 1.194489e+02 Fritos.bmp 1 4.193800e+00 2 
BMS_070 48 1.251775e+02 Jollyrancherred.bmp 0 7.691382e-01 2 
BMS_070 49 1.274826e+02 PringlesRed.bmp 1 7.680207e-01 2 
BMS_070 50 1.297875e+02 FlamingCheetos.bmp 0 8.231528e-01 2 
BMS_070 51 1.321426e+02 Lollipopred.bmp 0 7.000334e-01 2 
BMS_070 52 1.343812e+02 Reeses.bmp 1 9.815019e-01 2 
BMS_070 53 1.368863e+02 Slimjim.bmp 1 6.684175e-01 2 
BMS_070 54 1.390909e+02 Doritosranch.bmp 1 2.152620e+00 2 
BMS_070 55 1.427822e+02 Keeblerfudgestripes.bmp 1 8.053685e-01 2 
BMS_070 56 1.451203e+02 KitKat_small.bmp 1 7.712040e-01 2 
