subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_066 arizona 1 1 100grand_small.bmp 2 4.801845e+00 2.163314e+00 b 8.40 10 1 2.013333
BMS_066 arizona 1 2 Chocolate_mm.bmp 1 1.440554e+01 1.708631e+00 r 18.01 31 11 1.066667
BMS_066 arizona 1 3 Goldfish.bmp 3 2.400923e+01 2.311943e+00 r 27.61 22 23 1.480000
BMS_066 arizona 1 4 FamousAmos_small.bmp 3 3.361292e+01 1.970254e+00 g 37.21 13 15 2.006667
BMS_066 arizona 1 5 Granolabar.bmp 2 4.321665e+01 2.091534e+00 b 46.80 19 24 1.520000
BMS_066 arizona 1 6 Nutterbutter.bmp 1 5.280366e+01 2.408503e+00 r 56.41 41 37 0.893333
BMS_066 arizona 1 7 Laffytaffyred_one.bmp 2 6.240731e+01 2.653860e+00 b 66.01 47 30 0.566667
BMS_066 arizona 1 8 100grand_small.bmp 1 7.202768e+01 2.649486e+00 g 75.61 10 1 2.013333
BMS_066 arizona 1 9 Ghiradelli_milk.bmp 1 8.161469e+01 1.696484e+00 r 85.22 35 21 1.060000
BMS_066 arizona 1 10 Snickers.bmp 1 9.120171e+01 1.055467e+00 y 94.80 30 50 1.073333
BMS_066 arizona 1 11 Almondjoy.bmp 3 1.008054e+02 2.292774e+00 g 104.41 25 3 1.126667
BMS_066 arizona 1 12 Nutterbutter.bmp 3 1.104091e+02 2.830042e+00 r 114.01 41 37 0.893333
BMS_066 arizona 1 13 Lollipopred.bmp 3 1.200128e+02 2.383348e+00 r 123.61 53 32 0.333333
BMS_066 arizona 1 14 Hersheymilk_several.bmp 2 1.296165e+02 2.805700e+00 b 133.20 56 26 0.033333
BMS_066 arizona 1 15 PopTartsStrawberry.bmp 1 1.392035e+02 2.063652e+00 r 142.80 50 42 0.520000
BMS_066 arizona 1 16 Snickers.bmp 2 1.488072e+02 1.640006e+00 b 152.41 30 50 1.073333
BMS_066 arizona 1 17 Oreos.bmp 1 1.584109e+02 1.938265e+00 b 162.01 1 38 2.540000
BMS_066 arizona 1 18 Laffytaffyred_one.bmp 3 1.680146e+02 2.211630e+00 b 171.62 47 30 0.566667
BMS_066 arizona 1 19 CheesyDoritos.bmp 2 1.776016e+02 1.798568e+00 y 181.20 32 7 1.060000
BMS_066 arizona 1 20 Hersheymilk_several.bmp 1 1.872053e+02 1.792876e+00 r 190.81 56 26 0.033333
BMS_066 arizona 1 21 CheesyDoritos.bmp 1 1.968090e+02 2.363183e+00 g 200.41 32 7 1.060000
BMS_066 arizona 1 22 KitKat_small.bmp 2 2.064127e+02 1.770541e+00 y 210.01 27 29 1.080000
BMS_066 arizona 1 23 PeanutMMs.bmp 1 2.160164e+02 2.394811e+00 y 219.62 4 40 2.040000
BMS_066 arizona 1 24 Goldfish.bmp 1 2.256034e+02 1.772797e+00 g 229.20 22 23 1.480000
BMS_066 arizona 1 25 Chocolate_mm.bmp 2 2.352070e+02 1.521149e+00 y 238.81 31 11 1.066667
BMS_066 arizona 1 26 Cheezits.bmp 3 2.448274e+02 2.065770e+00 g 248.41 44 9 0.740000
BMS_066 arizona 1 27 KitKat_small.bmp 1 2.544144e+02 2.112777e+00 y 258.02 27 29 1.080000
BMS_066 arizona 1 28 PeanutMMs.bmp 3 2.640014e+02 2.611756e+00 y 267.60 4 40 2.040000
BMS_066 arizona 1 29 Laffytaffyred_one.bmp 1 2.736051e+02 1.425053e+00 r 277.21 47 30 0.566667
BMS_066 arizona 1 30 Lollipopred.bmp 1 2.832088e+02 2.352375e+00 r 286.81 53 32 0.333333
BMS_066 arizona 1 31 SourSkittles.bmp 2 2.928126e+02 2.657640e+00 y 296.41 38 51 1.040000
BMS_066 arizona 1 32 PayDay.bmp 2 3.024162e+02 2.282991e+00 b 306.02 7 39 2.026667
BMS_066 arizona 1 33 KitKat_small.bmp 3 3.120032e+02 2.435980e+00 g 315.60 27 29 1.080000
BMS_066 arizona 1 34 Ghiradelli_milk.bmp 3 3.216070e+02 2.218255e+00 y 325.21 35 21 1.060000
BMS_066 arizona 1 35 SourSkittles.bmp 3 3.312106e+02 2.530603e+00 r 334.81 38 51 1.040000
BMS_066 arizona 1 36 Hersheymilk_several.bmp 3 3.408143e+02 2.460866e+00 g 344.42 56 26 0.033333
