subjid test_comp runnum runtrial itemname question onsettime RT response fixationtime bidindex itemnameIndex bid 
BMS_091 arizona 2 1 RitzBitz2.bmp 2 4.801803e+00 1.401030e+00 y 8.40 25 47 1.720000
BMS_091 arizona 2 2 MrGoodbar.bmp 1 1.440554e+01 1.845188e+00 y 18.01 29 36 1.633333
BMS_091 arizona 2 3 Doritosranch.bmp 2 2.400919e+01 1.176558e+00 y 27.61 35 13 1.466667
BMS_091 arizona 2 4 Doritosranch.bmp 1 3.361288e+01 2.201959e+00 b 37.21 35 13 1.466667
BMS_091 arizona 2 5 Redvines_small.bmp 3 4.321657e+01 2.406255e+00 y 46.80 38 44 1.273333
BMS_091 arizona 2 6 FrootLoops.bmp 1 5.280359e+01 1.750207e+00 y 56.41 30 19 1.553333
BMS_091 arizona 2 7 CheesyDoritos.bmp 1 6.240732e+01 1.253515e+00 b 66.01 32 7 1.513333
BMS_091 arizona 2 8 Sourpatch.bmp 1 7.201097e+01 8.338752e-01 b 75.61 13 52 2.000000
BMS_091 arizona 2 9 Sourpatch.bmp 3 8.161467e+01 1.128170e+00 y 85.22 13 52 2.000000
BMS_091 arizona 2 10 CheesyDoritos.bmp 3 9.120173e+01 1.430105e+00 y 94.80 32 7 1.513333
BMS_091 arizona 2 11 Skittles.bmp 1 1.008054e+02 1.994376e+00 b 104.41 41 48 1.253333
BMS_091 arizona 2 12 Keeblerfudgestripes.bmp 1 1.104091e+02 2.295782e+00 y 114.01 28 28 1.666667
BMS_091 arizona 2 13 PringlesRed.bmp 2 1.200128e+02 1.462083e+00 y 123.61 44 43 1.046667
BMS_091 arizona 2 14 MrGoodbar.bmp 3 1.296165e+02 1.860356e+00 g 133.20 29 36 1.633333
BMS_091 arizona 2 15 Cheetos.bmp 1 1.392035e+02 1.399369e+00 b 142.80 22 8 1.720000
BMS_091 arizona 2 16 RitzBitz2.bmp 1 1.488072e+02 1.978668e+00 g 152.41 25 47 1.720000
BMS_091 arizona 2 17 Skittles.bmp 2 1.584109e+02 1.235935e+00 y 162.01 41 48 1.253333
BMS_091 arizona 2 18 Ghiradelli_milk.bmp 2 1.680146e+02 1.722255e+00 y 171.62 7 21 2.426667
BMS_091 arizona 2 19 Riprolls.bmp 3 1.776016e+02 3.006251e+00 r 181.20 16 46 1.813333
BMS_091 arizona 2 20 Riprolls.bmp 2 1.872053e+02 1.766590e+00 b 190.81 16 46 1.813333
BMS_091 arizona 2 21 Funyuns_small.bmp 2 1.968090e+02 1.466771e+00 y 200.41 4 20 2.546667
BMS_091 arizona 2 22 Ghiradelli_milk.bmp 1 2.064126e+02 2.604205e+00 g 210.01 7 21 2.426667
BMS_091 arizona 2 23 Keeblerfudgestripes.bmp 3 2.160163e+02 2.245512e+00 g 219.62 28 28 1.666667
BMS_091 arizona 2 24 Reeses.bmp 2 2.256034e+02 1.558507e+00 b 229.20 31 45 1.540000
BMS_091 arizona 2 25 Ghiradelli_milk.bmp 3 2.352071e+02 3.600000e+00 x 238.84 7 21 2.426667
BMS_091 arizona 2 26 Laffytaffyred_one.bmp 2 2.448108e+02 1.343079e+00 b 248.41 10 30 2.020000
BMS_091 arizona 2 27 FrootLoops.bmp 3 2.544144e+02 1.557432e+00 y 258.02 30 19 1.553333
BMS_091 arizona 2 28 FigNewton_small.bmp 3 2.640015e+02 1.438268e+00 y 267.60 27 16 1.693333
BMS_091 arizona 2 29 Riprolls.bmp 1 2.736051e+02 1.568684e+00 y 277.21 16 46 1.813333
BMS_091 arizona 2 30 Ghiradelli_milk_Almonds.bmp 3 2.832088e+02 1.543035e+00 g 286.81 1 22 2.980000
BMS_091 arizona 2 31 KitKat_small.bmp 2 2.928125e+02 1.670339e+00 y 296.41 19 29 1.746667
BMS_091 arizona 2 32 RitzBitz2.bmp 3 3.024162e+02 2.601658e+00 g 306.02 25 47 1.720000
BMS_091 arizona 2 33 Ghiradelli_milk_Almonds.bmp 2 3.120033e+02 1.515610e+00 y 315.60 1 22 2.980000
BMS_091 arizona 2 34 Funyuns_small.bmp 1 3.216069e+02 2.014866e+00 b 325.21 4 20 2.546667
BMS_091 arizona 2 35 Toberlorone.bmp 1 3.312106e+02 1.633246e+00 g 334.81 47 54 1.013333
BMS_091 arizona 2 36 Goldfish.bmp 3 3.408144e+02 2.675522e+00 g 344.42 26 23 1.713333
